tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-10-18,AUS,Oceania,Australia,147301,2038,2269.429,1558,15,13.857,5627.027,77.853,86.694,59.517,0.573,0.529,1,288,11.002,1416,54.092,,,,,41192051,152710,1589.133,5.891,178297,6.878,0.0127,78.6,tests performed,32854557,18292826,14558572,3159,277427,271254,125.51,69.88,55.62,0.01,10362,78603,0.3,74.54,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2021-10-18,AUT,Europe,Austria,772251,2149,2093.714,13717,21,13.714,86385.244,240.391,234.206,1534.406,2.349,1.534,1.23,220,24.61,917,102.577,,,,,92871473,248407,10409.171,27.842,322502,36.146,0.0065,154,tests performed,11430522,5914660,5630708,216392,16909,19633,127.86,66.16,62.99,2.42,2196,4185,0.047,54.66,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2021-10-18,BEL,Europe,Belgium,1289033,9164,3210.143,25780,33,12.143,110590.384,786.21,275.409,2211.751,2.831,1.042,1.44,232,19.904,919,78.844,,,517,44.355,20922392,51666,1801.881,4.45,51217,4.411,0.071,14.1,tests performed,17334485,8717587,8568076,452937,12068,26971,148.72,74.79,73.51,3.89,2314,3604,0.031,32.07,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2021-10-18,CAN,North America,Canada,1690009,5375,3545,28565,71,49.857,43948.473,139.776,92.187,742.829,1.846,1.297,0.89,703,18.281,2425,63.062,,,,,45140412,87734,1183.079,2.299,91183,2.39,0.0389,25.7,tests performed,57827798,29602771,27819127,405900,110229,87838,150.38,76.98,72.34,1.06,2284,26126,0.068,64.8,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2021-10-18,CHL,South America,Chile,1672065,1315,1240.286,37620,11,7,85293.181,67.079,63.268,1919.022,0.561,0.357,1.32,379,19.333,,,150,7.652,536,27.342,22549945,51974,1156.812,2.666,50781,2.605,0.0244,40.9,tests performed,34429701,16191491,14447035,4361569,191257,143853,175.63,82.59,73.7,22.25,7338,35444,0.181,44.81,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2021-10-18,CHN,Asia,China,108084,29,33.429,4636,0,0,75.801,0.02,0.023,3.251,0,0,1.07,,,,,,,,,,,,,14769984,10.358,0,441831.5,tests performed,2234096000,,,,2008000,1632857,156.68,,,,1145,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-10-18,COL,South America,Colombia,4982575,1043,1321.429,126886,21,33,96051.438,20.106,25.474,2446.041,0.405,0.636,0.98,,,,,,,,,26239165,28648,509.335,0.556,40629,0.789,0.037,27,tests performed,44731300,28731719,19773196,,70743,202264,86.23,55.39,38.12,,3899,102108,0.197,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2021-10-18,CRI,North America,Costa Rica,552953,1809,908.286,6857,60,22.714,106730.458,349.171,175.316,1323.532,11.581,4.384,0.76,,,,,,,,,1997467,1886,387.56,0.366,4811,0.933,0.15,6.7,people tested,6124445,3597302,2527143,,,29051,118.21,69.43,48.78,,5607,10292,0.199,51.92,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-10-18,CZE,Europe,Czechia,1709716,791,1533.429,30554,9,7.143,162923.349,75.376,146.124,2911.571,0.858,0.681,1.65,133,12.674,666,63.465,63,6.003,545,51.934,40070848,84404,3812.368,8.03,72417,6.89,0.021,47.6,tests performed,12006416,6152561,6054402,50816,14346,9814,114.41,58.63,57.69,0.48,935,3190,0.03,43.09,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2021-10-18,DNK,Europe,Denmark,369403,752,705.571,2688,3,2.429,62799.513,127.842,119.949,456.967,0.51,0.413,1.31,13,2.21,121,20.57,,,183,31.11,41934471,54154,7163.094,9.25,53067,9.065,0.0133,75.2,tests performed,8841399,4407103,4350732,129859,12661,8554,150.31,74.92,73.96,2.21,1454,848,0.014,20.37,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
2021-10-18,EST,Europe,Estonia,173335,821,1141.429,1429,3,4.143,130713.902,619.125,860.764,1077.625,2.262,3.124,1.2,,,420,316.727,,,,,2046490,7603,1540.219,5.722,7113,5.353,0.1605,6.2,tests performed,1409410,771682,738208,40825,2835,2473,106.29,58.19,55.67,3.08,1865,885,0.067,27.16,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,,,,
2021-10-18,FIN,Europe,Finland,151968,319,531.714,1188,4,3.143,27427.359,57.573,95.964,214.412,0.722,0.567,0.99,33,5.956,217,39.164,,,,,7366735,11675,1330.698,2.109,11866,2.143,0.045,22.2,tests performed,,,,,,18871,,,,,3406,3334,0.06,26.85,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,
2021-10-18,FRA,Europe,France,7134721,1057,4649.429,117348,46,31.286,105211.7,15.587,68.562,1730.465,0.678,0.461,1.02,1049,15.469,6468,95.38,323,4.763,1351,19.922,151639125,390994,2249.105,5.799,396448,5.88,0.012,83.3,people tested,98224956,51518307,45596863,2182628,139202,137762,144.85,75.97,67.24,3.22,2031,30213,0.045,41.71,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,,,,
2021-10-18,DEU,Europe,Germany,4377845,4056,9208.714,94628,10,59.857,52511.136,48.651,110.456,1135.039,0.12,0.718,1.21,1458,17.488,,,635,7.617,3067,36.788,,,,,124451,1.492,,,tests performed,112073514,58192180,54583419,1430472,99016,139855,134.43,69.8,65.47,1.72,1678,39205,0.047,29.75,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,83369840,,,,
2021-10-18,GRC,Europe,Greece,697033,3147,2553.714,15418,43,34.429,67119.391,303.034,245.905,1484.645,4.141,3.315,1.15,,,,,,,,,23344586,,2234.923,,182945,17.514,0.014,71.6,samples tested,12624894,6550663,6309002,216709,28442,25765,121.57,63.08,60.75,2.09,2481,6544,0.063,71.36,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,10384972,,,,
2021-10-18,HUN,Europe,Hungary,836389,3274,990.429,30402,51,14.143,83913.263,328.474,99.368,3050.173,5.117,1.419,1.67,,,908,91.098,,,,,6721517,44643,692.242,4.598,14379,1.481,0.0689,14.5,tests performed,12478893,5926446,5703088,1012000,,18389,125.2,59.46,57.22,10.15,1845,2101,0.021,27.78,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304,,,,
2021-10-18,ISL,Europe,Iceland,12614,159,53,33,0,0,33826.491,426.384,142.128,88.495,0,0,1.35,,,7,18.772,,,,,660494,1913,1783.504,5.166,1294,3.494,,,tests performed,,,,,,679,,,,,1821,43,0.012,30.56,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903,,,,
