tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-09-25,AUS,Oceania,Australia,97559,1752,1704.429,1231,11,9.857,3726.839,66.928,65.111,47.025,0.42,0.377,1.06,299,11.422,1493,57.034,,,,,36878132,187062,1422.708,7.217,204026,7.871,0.0084,119.7,tests performed,26609171,15974334,10634837,,218706,290889,101.65,61.02,40.63,,11112,147781,0.565,71.76,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2021-09-25,AUT,Europe,Austria,728899,1817,1705.571,13447,10,11.286,81535.82,203.253,190.788,1504.203,1.119,1.262,0.97,225,25.169,848,94.859,,,,,85386960,352913,9570.295,39.555,359790,40.326,0.0047,210.9,tests performed,11021019,5801204,5482678,52885,11917,16362,123.28,64.89,61.33,0.59,1830,8042,0.09,54.95,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2021-09-25,BEL,Europe,Belgium,1233723,0,1987,25554,0,8.143,105845.157,0,170.471,2192.362,0,0.699,1.08,196,16.815,646,55.422,,,359,30.8,19875578,44026,1711.727,3.792,47751,4.112,0.045,22.2,tests performed,16760292,8629938,8445282,74749,40478,20542,143.79,74.04,72.45,0.64,1762,5157,0.044,43.06,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2021-09-25,CAN,North America,Canada,1605270,1253,4106.143,27636,15,35.857,41744.846,32.584,106.78,718.671,0.39,0.932,1.04,594,15.447,2050,53.31,,,,,42825153,120336,1122.399,3.154,105249,2.758,0.039,25.6,tests performed,55906674,28947287,26797552,161835,74736,107423,145.38,75.28,69.69,0.42,2794,43261,0.112,65.02,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2021-09-25,CHL,South America,Chile,1650985,747,570.143,37432,9,13.286,84217.876,38.105,29.083,1909.432,0.459,0.678,1.22,394,20.098,,,103,5.254,324,16.527,21288937,70774,1092.122,3.631,48146,2.47,0.0118,84.4,tests performed,31575080,15016300,14110914,3012916,2731,109477,161.07,76.6,71.98,15.37,5584,46993,0.24,58.1,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2021-09-25,CHN,Asia,China,107220,43,57.429,4636,0,0,75.195,0.03,0.04,3.251,0,0,0.88,,,,,,,,,,,,,14769984,10.358,0,257186.9,tests performed,2197689000,,,,3222000,3378000,154.13,,,,2369,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-09-25,COL,South America,Colombia,4950253,1740,1571.714,126102,34,34.571,95428.352,33.543,30.299,2430.927,0.655,0.666,0.95,,,,,,,,,25274638,44201,490.612,0.858,45604,0.885,0.04,25,tests performed,39610550,25888829,16538611,,,166927,76.36,49.91,31.88,,3218,110667,0.213,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2021-09-25,CRI,North America,Costa Rica,521182,0,2288.429,6189,0,34.286,100598.05,0,441.71,1194.595,0,6.618,0.96,,,,,,,,,1874729,7445,363.746,1.445,6989,1.356,0.27,3.7,people tested,,,,,,49043,,,,,9466,18839,0.364,54.63,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-09-25,CZE,Europe,Czechia,1688953,496,439.286,30452,1,3.286,160944.788,47.265,41.861,2901.851,0.095,0.313,1.24,46,4.383,188,17.915,28,2.668,151,14.389,38539815,53475,3666.705,5.088,74614,7.099,0.006,166.7,tests performed,11816352,6087685,5959025,2982,3064,8918,112.6,58.01,56.79,0.03,850,3673,0.035,40.36,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2021-09-25,DNK,Europe,Denmark,356684,358,327.286,2640,0,2.143,60637.248,60.861,55.639,448.807,0,0.364,0.98,18,3.06,77,13.09,,,83,14.11,40966179,21507,6997.694,3.674,34728,5.932,0.0094,106.1,tests performed,8684045,4386313,4294239,49841,3856,8195,147.63,74.57,73,0.85,1393,1261,0.021,20.37,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
