tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2020-05-08,AUS,Oceania,Australia,6918,5,20,97,0,0.571,264.274,0.191,0.764,3.705,0,0.022,0.76,19,0.726,51,1.948,,,,,757250,34701,29.214,1.339,24055,0.928,0.0008,1202.8,tests performed,,,,,,,,,,,,,,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2020-05-08,AUT,Europe,Austria,15724,46,37.286,680,7,5.429,1758.912,5.146,4.171,76.066,0.783,0.607,0.71,81,9.061,339,37.921,,,,,304069,6175,34.08,0.692,5713,0.64,,,tests performed,,,,,,,,,,,,,,64.81,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2020-05-08,BEL,Europe,Belgium,52011,591,425.571,8521,106,116.857,4462.195,50.704,36.511,731.045,9.094,10.026,0.73,502,43.068,2381,204.274,,,661,56.709,574093,25882,49.442,2.229,20472,1.763,0.028,35.7,tests performed,,,,,,,,,,,,,,78.7,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2020-05-08,CAN,North America,Canada,68398,1200,1339,5414,158,168.286,1778.681,31.206,34.821,140.79,4.109,4.376,0.88,452,11.754,3039,79.029,,,,,933526,31518,24.467,0.826,30106,0.789,0.0445,22.5,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2020-05-08,CHL,South America,Chile,28750,1391,1437.571,294,9,8.571,1466.557,70.956,73.332,14.997,0.459,0.437,1.49,508,25.913,,,274,13.977,1498,76.414,248419,11735,12.744,0.602,9504,0.488,0.1513,6.6,tests performed,,,,,,,,,,,,,,75.93,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2020-05-08,CHN,Asia,China,85816,17,,4633,0,0,60.184,0.012,,3.249,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2020-05-08,COL,South America,Colombia,10051,595,435,428,21,16.286,193.758,11.47,8.386,8.251,0.405,0.314,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2020-05-08,CRI,North America,Costa Rica,773,8,6.857,6,0,0,149.204,1.544,1.324,1.158,0,0,1.07,,,,,,,,,10781,452,2.092,0.088,189,0.037,0.036,27.8,people tested,,,,,,,,,,,,,,72.22,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2020-05-08,CZE,Europe,Czechia,8077,46,48.571,273,3,4.714,769.679,4.383,4.628,26.015,0.286,0.449,0.81,40,3.812,185,17.629,11,1.048,75,7.147,,,,,,,,,,,,,,,,,,,,,,,54.63,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2020-05-08,DNK,Europe,Denmark,10218,135,129.571,522,8,8.857,1737.088,22.95,22.027,88.741,1.36,1.506,0.8,42,7.14,183,31.11,,,101,17.17,356724,8378,60.934,1.431,13045,2.228,0.0099,100.7,tests performed,,,,,,,,,,,,,,68.52,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
2020-05-08,EST,Europe,Estonia,1725,5,4.429,56,0,0.571,1300.842,3.771,3.34,42.23,0,0.431,0.61,,,47,35.443,,,,,69449,1226,52.268,0.923,1395,1.05,0.0032,315,tests performed,,,,,,,,,,,,,,66.67,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,,,,
2020-05-08,FIN,Europe,Finland,6050,108,89.714,288,7,4,1091.911,19.492,16.192,51.979,1.263,0.722,0.86,45,8.122,169,30.501,,,,,128212,3322,23.16,0.6,2805,0.507,0.034,29.4,tests performed,,,,,,,,,,,,,,68.52,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,
2020-05-08,FRA,Europe,France,177548,531,1176.857,26233,242,238.143,2618.2,7.83,17.354,386.843,3.569,3.512,0.62,2820,41.585,22657,334.11,596,8.789,4545,67.023,,,,,,,,,,,,,,,,,,,,,,,87.96,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,,,,
2020-05-08,DEU,Europe,Germany,167300,1209,934.571,7266,147,112.143,2006.721,14.502,11.21,87.154,1.763,1.345,0.7,1662,19.935,,,,,1104,13.242,,,,,52730,0.632,,,tests performed,,,,,,,,,,,,,,64.35,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,83369840,,,,
2020-05-08,GRC,Europe,Greece,2691,13,11.286,150,2,1.429,259.124,1.252,1.087,14.444,0.193,0.138,0.77,,,,,,,,,94291,4248,9.027,0.407,2434,0.233,0.0046,215.7,samples tested,,,,,,,,,,,,,,72.22,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,10384972,,,,
2020-05-08,HUN,Europe,Hungary,3178,28,45,392,9,9.857,318.842,2.809,4.515,39.329,0.903,0.989,0.71,,,891,89.392,,,,,98828,5022,10.178,0.517,3247,0.334,0.0139,72.2,tests performed,,,,,,,,,,,,,,66.67,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304,,,,
2020-05-08,ISL,Europe,Iceland,1801,0,0.429,10,0,0,4829.674,0,1.149,26.817,0,0,0.23,,,2,5.363,,,,,53196,515,143.643,1.391,465,1.256,,,tests performed,,,,,,,,,,,,,,50,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903,,,,
2020-05-08,IRL,Europe,Ireland,22541,156,244,1429,26,23.429,4487.461,31.056,48.576,284.485,5.176,4.664,0.63,,,585,116.462,,,,,233592,4973,46.845,0.997,8071,1.619,0.03,33.3,tests performed,,,,,,,,,,,,,,90.74,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,,,,
2020-05-08,ISR,Asia,Israel,16340,33,46.857,248,6,2.714,1729.284,3.492,4.959,26.246,0.635,0.287,0.42,,,260,27.516,4,0.423,96,10.16,389241,7078,41.894,0.762,7355,0.792,0.006,166.7,people tested,,,,,,,,,,,,,,77.78,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,,,,
2020-05-08,ITA,Europe,Italy,217185,1327,1393.857,30201,243,280.714,3678.765,22.477,23.61,511.556,4.116,4.755,0.65,1168,19.784,15804,267.694,,,1972,33.403,2445063,63775,41.274,1.077,55948,0.944,0.0249,40.1,tests performed,,,,,,,,,,,,,,75,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472,,,,
2020-05-08,JPN,Asia,Japan,15640,87,154.571,634,17,17.714,126.178,0.702,1.247,5.115,0.137,0.143,0.39,,,,,,,,,181952,10680,1.46,0.086,4132,0.033,0.0374,26.7,people tested,,,,,,,,,,,,,,47.22,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,123951696,,,,
2020-05-08,LVA,Europe,Latvia,928,19,8.286,18,0,0.286,501.444,10.267,4.477,9.726,0,0.154,0.88,,,30,16.21,,,,,73016,1947,38.964,1.039,1699,0.907,0.0049,205,tests performed,,,,,,,,,,,,,,66.67,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,,5.57,75.29,0.866,1850654,,,,
2020-05-08,LTU,Europe,Lithuania,1361,11,6.286,35,0,0.429,494.899,4,2.286,12.727,0,0.156,0.85,,,,,,,,,167755,7715,60.2,2.769,5553,1.993,0.006,166.7,tests performed,,,,,,,,,,,,,,77.78,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,2750058,,,,
2020-05-08,LUX,Europe,Luxembourg,3871,12,9.857,100,0,1.143,5977.446,18.53,15.221,154.416,0,1.765,0.61,15,23.162,90,138.974,,,,,52293,1312,81.795,2.052,1044,1.633,0.006,166.7,tests performed,,,,,,,,,,,,,,66.67,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916,647601,,,,
2020-05-08,MEX,North America,Mexico,31522,1906,1540.429,3160,199,169.714,247.223,14.949,12.081,24.784,1.561,1.331,1.34,,,,,,,,,148102,6280,1.169,0.05,5024,0.04,0.432,2.3,people tested,,,,,,,,,,,,,,82.41,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120,,,,
2020-05-08,NLD,Europe,Netherlands,42458,289,306.571,5373,71,66.714,2417.328,16.454,17.455,305.909,4.042,3.798,0.64,564,32.111,1189,67.695,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17564020,,,,
2020-05-08,NZL,Oceania,New Zealand,1492,2,1.143,21,0,0.143,287.737,0.386,0.22,4.05,0,0.028,0.38,,,,,,,,,187089,8435,36.472,1.644,5728,1.117,,,tests performed,,,,,,,,,,,,,,83.33,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289,,,,
2020-05-08,NOR,Europe,Norway,8070,36,41,218,1,1.143,1485.005,6.625,7.545,40.115,0.184,0.21,0.66,,,61,11.225,,,,,105285,3804,19.486,0.704,3387,0.627,0.011,90.9,people tested,,,,,,,,,,,,,,67.59,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,5434324,,,,
2020-05-08,POL,Europe,Poland,15366,319,323,776,21,17.857,385.527,8.004,8.104,19.47,0.527,0.448,1.03,,,2758,69.197,,,,,,,,,12483,0.326,0.0259,38.6,tests performed,,,,,,,,,,,,,,83.33,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,39857144,,,,
2020-05-08,PRT,Europe,Portugal,27268,553,296.857,1114,9,15.286,2654.89,53.842,28.903,108.462,0.876,1.488,0.91,127,12.365,842,81.98,,,,,535940,15428,52.083,1.499,13472,1.309,0.022,45.4,tests performed,,,,,,,,,,,,,,69.44,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,10270857,,,,
2020-05-08,SVK,Europe,Slovakia,1455,10,7.429,26,0,0.429,257.821,1.772,1.316,4.607,0,0.076,0.53,2,0.354,21,3.721,,,,,118371,3910,21.729,0.718,3372,0.619,0.002,500,tests performed,,,,,,,,,,,,,,71.3,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5643455,,,,
2020-05-08,SVN,Europe,Slovenia,1450,1,2.286,100,1,1.143,684.013,0.472,1.078,47.173,0.472,0.539,0.42,11,5.189,46,21.7,,,,,63571,1176,29.995,0.555,1031,0.486,0.002,500,tests performed,,,,,,,,,,,,,,75,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917,2119843,,,,
2020-05-08,KOR,Asia,South Korea,10840,18,8.571,256,0,0.857,209.203,0.347,0.165,4.941,0,0.017,1.78,24,0.463,,,,,,,653511,5475,12.609,0.106,4542,0.088,0.0019,529.9,people tested,,,,,,,,,,,,,,43.52,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808,,,,
