tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-04-17,AUS,Oceania,Australia,29519,20,16.286,910,0,0.143,1127.652,0.764,0.622,34.763,0,0.005,1.36,3,0.115,44,1.681,,,,,16333427,29678,630.121,1.145,35729,1.378,0.0005,2193.8,tests performed,1496912,1310866,186046,,22354,47192,5.72,5.01,0.71,,1803,41742,0.159,44.91,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2021-04-17,AUT,Europe,Austria,583622,2356,2571,12031,33,35.714,65284.9,263.546,287.596,1345.807,3.691,3.995,0.91,549,61.412,2056,229.987,,,,,28615969,317349,3207.32,35.569,305391,34.229,0.0084,118.8,tests performed,2574111,1818229,755956,169,59019,54872,28.79,20.34,8.46,0,6138,39144,0.438,78.7,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2021-04-17,BEL,Europe,Belgium,947000,3787,3501.857,23718,37,41.429,81246.247,324.899,300.436,2034.845,3.174,3.554,0.95,923,79.187,2910,249.658,,,1644,141.044,12010987,36490,1034.412,3.143,40327,3.473,0.099,10.1,tests performed,3150214,2383550,769364,,58462,70474,27.03,20.45,6.6,,6046,57142,0.49,75.93,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2021-04-17,CAN,North America,Canada,1125830,7828,8709.714,23592,50,43.429,29277.069,203.566,226.495,613.507,1.3,1.129,1.08,1186,30.842,4289,111.535,,,,,29810138,151379,781.29,3.967,133413,3.497,0.0653,15.3,tests performed,9888945,8954975,933919,51,255444,283132,25.72,23.29,2.43,0,7363,268567,0.698,75.46,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2021-04-17,CHL,South America,Chile,1117348,8037,6975.143,25055,132,120.286,56996.687,409.973,355.807,1278.073,6.733,6.136,0.98,3308,168.743,,,1584,80.801,4185,213.48,12270866,72806,629.495,3.735,64743,3.321,0.1077,9.3,tests performed,13189849,7746040,5443809,,22307,161298,67.28,39.51,27.77,,8228,51793,0.264,81.94,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2021-04-17,CHN,Asia,China,99127,33,29.714,4636,0,0,69.52,0.023,0.021,3.251,0,0,1.09,,,,,,,,,,,,,14769984,10.358,0,497071.5,tests performed,189809000,,,,2441000,3619714,13.31,,,,2539,,,78.24,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-04-17,COL,South America,Colombia,2636076,16654,16765.857,67931,367,331.857,50816.875,321.047,323.203,1309.538,7.075,6.397,1.19,,,,,,,,,13735876,81400,266.63,1.58,75436,1.464,0.238,4.2,tests performed,3707216,2571554,1135662,,117120,95124,7.15,4.96,2.19,,1834,48427,0.093,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2021-04-17,CRI,North America,Costa Rica,228577,0,861.857,3071,0,7.571,44119.713,0,166.355,592.761,0,1.461,1.38,,,,,,,,,751633,5994,145.836,1.163,4330,0.84,0.163,6.1,people tested,,,,,,15279,,,,,2949,12823,0.248,59.26,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-04-17,CZE,Europe,Czechia,1600341,3238,3195.571,28396,79,94.571,152500.717,308.558,304.514,2705.93,7.528,9.012,0.76,975,92.91,4037,384.696,288,27.444,2644,251.954,16238240,51278,1544.917,4.879,197958,18.834,0.016,62.5,tests performed,2496060,1625964,870367,,25739,54491,23.79,15.49,8.29,,5193,33207,0.316,59.26,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2021-04-17,DNK,Europe,Denmark,241731,724,661.429,2452,0,1.857,41094.926,123.082,112.445,416.847,0,0.316,1.05,40,6.8,173,29.41,,,214,36.381,24845659,142504,4244.045,24.342,177673,30.349,0.0037,268.6,tests performed,1447512,997243,450204,65,21163,33951,24.61,16.95,7.65,0,5772,26744,0.455,64.81,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
