tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-10-15,AUS,Oceania,Australia,141031,2311,2278.571,1515,8,13.429,5387.508,88.282,87.043,57.874,0.306,0.513,1.02,312,11.919,1493,57.034,,,,,40715932,185923,1570.765,7.173,187517,7.234,0.0122,82.3,tests performed,32222172,18118501,14101561,2110,298975,282843,123.09,69.21,53.87,0.01,10805,85339,0.326,74.54,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2021-10-15,AUT,Europe,Austria,765326,2115,1863.714,13673,11,11.857,85610.603,236.587,208.478,1529.484,1.23,1.326,1.15,219,24.498,878,98.214,,,,,92003120,280850,10311.844,31.478,315864,35.402,0.0059,169.5,tests performed,11399912,5907890,5619408,203177,29725,19631,127.52,66.09,62.86,2.27,2196,4360,0.049,46.35,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2021-10-15,BEL,Europe,Belgium,1279869,3648,2681,25747,15,10.286,109804.174,312.974,230.012,2208.92,1.287,0.882,1.37,190,16.301,824,70.694,,,423,36.291,20795585,62166,1790.96,5.354,48480,4.175,0.064,15.6,tests performed,17299464,8710095,8557836,434450,33741,29092,148.42,74.73,73.42,3.73,2496,3666,0.031,32.09,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2021-10-15,CAN,North America,Canada,1681744,3442,3036,28469,47,40.286,43733.543,89.509,78.951,740.333,1.222,1.048,0.9,705,18.333,2474,64.336,,,,,44836340,110644,1175.11,2.9,92898,2.435,0.0327,30.6,tests performed,57617280,29543810,27699978,373492,101508,78145,149.83,76.83,72.03,0.97,2032,25018,0.065,64.83,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2021-10-15,CHL,South America,Chile,1667547,1631,1025,37594,11,7.429,85062.715,83.198,52.286,1917.696,0.561,0.379,1.34,381,19.435,,,135,6.886,535,27.291,22366688,66751,1147.411,3.424,49230,2.525,0.0208,48,tests performed,34231511,16149710,14399417,4252607,173757,116350,174.62,82.38,73.45,21.69,5935,29860,0.152,44.83,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2021-10-15,CHN,Asia,China,107987,36,33.714,4636,0,0,75.733,0.025,0.024,3.251,0,0,0.96,,,,,,,,,,,,,14769984,10.358,0,438096.5,tests performed,2229212000,,,,1878000,1483714,156.34,,,,1041,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-10-15,COL,South America,Colombia,4978689,1646,1365.429,126796,37,34.857,95976.526,31.731,26.322,2444.306,0.713,0.672,0.97,,,,,,,,,26137957,45448,507.37,0.882,42609,0.827,0.037,27,tests performed,44350661,28647533,19370919,,213544,245109,85.5,55.23,37.34,,4725,132175,0.255,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2021-10-15,CRI,North America,Costa Rica,551144,1010,1017.571,6797,26,26.429,106381.287,194.949,196.411,1311.95,5.018,5.101,0.77,,,,,,,,,1986621,7682,385.455,1.491,4971,0.965,0.165,6.1,people tested,,,,,,26445,,,,,5104,9263,0.179,52.06,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-10-15,CZE,Europe,Czechia,1705971,1535,1286.571,30528,4,4.571,162566.479,146.274,122.601,2909.094,0.381,0.436,1.65,115,10.959,527,50.219,66,6.289,440,41.929,39901213,119735,3796.229,11.392,69128,6.577,0.018,55.6,tests performed,11986081,6145662,6047673,41988,15159,8926,114.22,58.56,57.63,0.4,851,2939,0.028,43.1,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2021-10-15,DNK,Europe,Denmark,367307,700,652.714,2679,3,1.429,62443.187,119.002,110.963,455.437,0.51,0.243,1.27,14,2.38,105,17.85,,,153,26.01,41799914,56834,7140.109,9.708,50831,8.683,0.0128,77.9,tests performed,8816178,4405305,4347038,110131,7801,6961,149.88,74.89,73.9,1.87,1183,865,0.015,20.37,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
