tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-11-01,AUS,Oceania,Australia,173165,1135,1592.714,1756,13,14.714,6615.055,43.358,60.843,67.081,0.497,0.562,0.81,203,7.755,1018,38.888,,,,,43509270,126983,1678.528,4.899,162901,6.284,0.0098,102.3,tests performed,35825241,19100734,16678894,45613,222150,189124,136.86,72.97,63.71,0.17,7225,48669,0.186,60.65,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2021-11-01,AUT,Europe,Austria,827894,5634,4656,13973,27,21,92609.56,630.228,520.828,1563.042,3.02,2.349,1.43,308,34.453,1568,175.399,,,,,97531102,276500,10931.429,30.991,334762,37.521,0.0139,71.9,tests performed,11721951,6004190,5717801,339949,3979,19164,131.12,67.16,63.96,3.8,2144,7154,0.08,51.71,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2021-11-01,BEL,Europe,Belgium,1360650,0,4635.429,25994,0,15,116734.642,0,397.689,2230.111,0,1.287,1.47,324,27.797,1698,145.677,,,1075,92.228,21971194,37498,1892.206,3.229,80681,6.948,0.098,10.2,tests performed,17647799,8768665,8627583,663732,1237,22190,151.41,75.23,74.02,5.69,1904,3777,0.032,31.99,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2021-11-01,CAN,North America,Canada,1723169,3003,2290.429,29024,54,31.143,44810.795,78.093,59.562,754.765,1.404,0.81,0.93,578,15.031,2014,52.374,,,,,46323948,66084,1214.099,1.732,81296,2.131,0.0282,35.5,tests performed,58838665,29863809,28358622,616234,86765,68848,153.01,77.66,73.75,1.6,1790,17051,0.044,64.49,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2021-11-01,CHL,South America,Chile,1696786,1738,1905,37777,20,13.143,86554.216,88.657,97.175,1927.031,1.02,0.67,1.14,465,23.72,,,213,10.865,685,34.942,23391074,57176,1199.962,2.933,61115,3.135,0.0312,32.1,tests performed,36949670,16501847,15141346,5878237,2502,184575,188.48,84.18,77.24,29.99,9415,17449,0.089,39.52,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2021-11-01,CHN,Asia,China,109053,80,83.571,4636,0,0,76.481,0.056,0.059,3.251,0,0,1.33,,,,,,,,,,,,,14769984,10.358,0,176735.8,tests performed,2279422000,,,,5350000,4390571,159.86,,,,3079,2002548,0.14,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-11-01,COL,South America,Colombia,5003977,1590,1627.286,127311,30,30.286,96464.015,30.651,31.37,2454.234,0.578,0.584,1.1,,,,,,,,,26788492,36244,519.998,0.704,39846,0.773,0.047,21.3,tests performed,,,,,,194639,,,,,3752,117382,0.226,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2021-11-01,CRI,North America,Costa Rica,560563,865,485.429,7078,49,13.571,108199.333,166.961,93.697,1366.189,9.458,2.62,0.73,,,,,,,,,2026214,1152,393.138,0.224,1756,0.341,0.214,4.7,people tested,6567309,3751251,2798296,17762,,31633,126.76,72.41,54.01,0.34,6106,10996,0.212,51.63,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-11-01,CZE,Europe,Czechia,1765654,2752,4909.571,30775,22,21.429,168253.829,262.245,467.846,2932.631,2.096,2.042,1.53,310,29.541,2107,200.782,162,15.437,1840,175.338,41398544,115013,3938.686,10.942,102016,9.706,0.053,18.9,tests performed,12338419,6264296,6119757,240941,40165,26368,117.58,59.69,58.32,2.3,2513,9723,0.093,42.52,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2021-11-01,DNK,Europe,Denmark,389240,1457,1630.714,2716,2,2.429,66171.857,247.694,277.226,461.727,0.34,0.413,1.33,29,4.93,248,42.161,,,329,55.931,43098618,121029,7361.949,20.674,94672,16.172,0.0172,58.1,tests performed,9036087,4423985,4373263,285148,16575,13912,153.62,75.21,74.35,4.85,2365,1414,0.024,20.37,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
