tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2022-02-14,AUS,Oceania,Australia,2945496,30913,23659.429,4664,60,51.714,112520.528,1180.904,903.811,178.169,2.292,1.976,0.86,222,8.481,2949,112.654,,,,,62390424,67597,2406.937,2.608,88845,3.428,0.2663,3.8,tests performed,52474947,21922677,20374213,10178057,166577,165863,200.46,83.75,77.83,38.88,6336,13073,0.05,39.14,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2022-02-14,AUT,Europe,Austria,2286139,25038,31293.429,17511,32,24.571,255731.202,2800.791,3500.533,1958.809,3.58,2.749,0.98,199,22.26,2183,244.194,,,,,151171207,251563,16943.49,28.196,563539,63.162,0.0555,18,tests performed,18065712,6846075,,4691041,9476,13847,202.09,76.58,,52.47,1549,1228,0.014,48.22,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2022-02-14,BEL,Europe,Belgium,3447539,26458,14672.286,29724,100,55.286,295775.718,2269.919,1258.784,2550.12,8.579,4.743,0.7,380,32.601,3654,313.489,,,1824,156.487,31185725,54296,2685.78,4.676,52341,4.508,0.294,3.4,tests performed,24673176,9209659,9011801,6881502,11690,34563,211.68,79.01,77.32,59.04,2965,2419,0.021,33.62,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2022-02-14,CAN,North America,Canada,3219086,12189,9113.857,35614,102,109.857,83711.93,316.973,237.005,926.138,2.652,2.857,0.74,805,20.934,7153,186.013,,,,,57519466,162241,1507.521,4.252,61473,1.611,0.1483,6.7,tests performed,79920095,32451128,30627133,16841834,66815,103056,207.83,84.39,79.65,43.8,2680,7788,0.02,66.05,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2022-02-14,CHL,South America,Chile,2652713,31286,35291.571,40666,108,86.571,135316.707,1595.92,1800.247,2074.401,5.509,4.416,1.06,853,43.512,,,474,24.179,3516,179.354,31393526,99297,1610.487,5.094,117543,6.03,0.3002,3.3,tests performed,47553629,17710890,17104580,13312420,148813,66270,242.57,90.34,87.25,67.91,3380,5735,0.029,29.46,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2022-02-14,CHN,Asia,China,121570,110,113,4636,0,0,85.259,0.077,0.079,3.251,0,0,2.29,,,,,,,,,,,,,14769984,10.358,0,130707.8,tests performed,3052435000,,,,5748000,5966571,214.07,,,,4184,159455,0.011,64.35,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2022-02-14,COL,South America,Colombia,6023257,3162,6781.571,137301,186,187,116113.154,60.955,130.732,2646.816,3.586,3.605,0.51,,,,,,,,,32697181,29644,634.693,0.575,36812,0.715,0.216,4.6,tests performed,75086726,40959950,32850895,7292101,234174,219594,144.75,78.96,63.33,14.06,4233,36145,0.07,47.38,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2022-02-14,CRI,North America,Costa Rica,766520,9427,4687.429,7806,34,16,147952.956,1819.591,904.763,1506.707,6.563,3.088,0.92,,,,,,,,,2774653,5170,538.354,1.003,11028,2.14,0.383,2.6,people tested,8565613,4119679,3747136,698798,,21051,165.33,79.52,72.33,13.49,4063,4310,0.083,43.21,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2022-02-14,CZE,Europe,Czechia,3403469,7219,22824.429,37873,53,56.429,324325.543,687.918,2175,3609.018,5.051,5.377,0.82,399,38.022,4326,412.236,250,23.823,4087,389.461,52067270,120560,4953.716,11.47,95351,9.072,0.224,4.5,tests performed,17290026,6940221,6827286,3931552,10640,12490,164.76,66.14,65.06,37.46,1190,572,0.005,36.16,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2022-02-14,DNK,Europe,Denmark,2356873,29474,45568.857,4109,41,28.571,400674.809,5010.66,7746.829,698.541,6.97,4.857,0.93,25,4.25,1465,249.054,,,2812,478.048,61514376,141051,10507.662,24.094,140418,23.986,0.3245,3.1,tests performed,13030123,4795783,4749026,3532363,2822,3554,221.52,81.53,80.73,60.05,604,126,0.002,14.43,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
