tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2022-01-21,AUS,Oceania,Australia,2129688,43166,73777,3043,65,60.286,81355.948,1648.979,2818.346,116.245,2.483,2.303,0.82,417,15.93,5108,195.13,,,,,59736423,187145,2304.549,7.22,202077,7.796,0.3651,2.7,tests performed,47698880,21284622,20098787,6315471,334030,281388,182.21,81.31,76.78,24.13,10749,60956,0.233,63.43,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2022-01-21,AUT,Europe,Austria,1529850,25130,19502.143,17065,12,9.714,171131.493,2811.082,2181.541,1908.918,1.342,1.087,1.51,198,22.149,1102,123.272,,,,,135570022,616780,15194.886,69.13,723045,81.04,0.027,37.1,tests performed,17513195,6798011,6774059,4293908,49173,37344,195.91,76.04,75.78,48.03,4177,4472,0.05,53.7,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2022-01-21,BEL,Europe,Belgium,2697239,54478,40929.714,28780,21,24,231405.012,4673.847,3511.495,2469.131,1.802,2.059,1.36,364,31.229,2851,244.597,,,1901,163.093,29285805,137496,2522.155,11.841,109482,9.429,0.443,2.3,tests performed,23819240,9079242,8869290,6300028,72256,76024,204.35,77.89,76.09,54.05,6522,11662,0.1,33.84,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2022-01-21,CAN,North America,Canada,2916524,21193,23332.286,32380,163,150.857,75843.843,551.121,606.753,842.038,4.239,3.923,0.77,1214,31.57,10651,276.978,,,,,55710499,107715,1460.11,2.823,120709,3.164,0.1933,5.2,tests performed,75614633,32155449,29780537,13678647,311938,310042,196.63,83.62,77.44,35.57,8063,18426,0.048,71.79,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2022-01-21,CHL,South America,Chile,1934204,17682,10920,39474,18,17,98665.071,901.971,557.037,2013.596,0.918,0.867,1.72,410,20.914,,,137,6.988,1256,64.069,28621089,102755,1468.261,5.271,86955,4.461,0.1256,8,tests performed,46194710,17553883,16866933,12348029,97472,72252,235.64,89.54,86.04,62.99,3686,9969,0.051,29.75,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2022-01-21,CHN,Asia,China,119065,92,140.714,4636,0,0,83.502,0.065,0.099,3.251,0,0,0.83,,,,,,,,,,,,,14769984,10.358,0,104964.6,tests performed,2960675000,1265034000,1224450000,,4457000,4527714,207.64,88.72,85.87,,3175,191857,0.013,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2022-01-21,COL,South America,Colombia,5686065,31039,30023,131824,197,156.143,109612.945,598.353,578.767,2541.233,3.798,3.01,1.03,,,,,,,,,31473561,85413,610.941,1.658,85770,1.665,0.414,2.4,tests performed,69789455,39673802,30681379,5038247,,269291,134.54,76.48,59.15,9.71,5191,71917,0.139,48.35,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2022-01-21,CRI,North America,Costa Rica,643496,6169,4802,7451,10,6.429,124206.981,1190.734,926.877,1438.185,1.93,1.241,1.36,,,,,,,,,2489994,15603,483.123,3.027,12548,2.435,0.367,2.7,people tested,,,,,,14246,,,,,2750,4181,0.081,50.74,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2022-01-21,CZE,Europe,Czechia,2705754,26987,18829.857,36997,25,28.286,257838.439,2571.662,1794.347,3525.542,2.382,2.695,1.5,261,24.871,1638,156.089,111,10.577,1365,130.074,49063861,153054,4667.97,14.562,118744,11.297,0.174,5.7,tests performed,16786871,6913101,6757935,3523537,61855,45476,159.97,65.88,64.4,33.58,4334,3008,0.029,37.68,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2022-01-21,DNK,Europe,Denmark,1319695,46831,34241.714,3571,21,14.714,224351.733,7961.397,5821.184,607.08,3.57,2.501,1.29,44,7.48,813,138.212,,,1575,267.754,57598784,227016,9838.815,38.778,215850,36.871,0.1586,6.3,tests performed,12846792,4789304,4713821,3390639,25845,28255,218.4,81.42,80.14,57.64,4803,1030,0.018,33.87,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
