tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-05-30,AUS,Oceania,Australia,30105,9,12.286,910,0,0,1150.037,0.344,0.469,34.763,0,0,1.1,1,0.038,21,0.802,,,,,18328056,73083,707.071,2.819,66757,2.575,0.0002,5433.6,tests performed,4243600,3743622,499978,,30701,90078,16.21,14.3,1.91,,3441,82115,0.314,75.46,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,-1502.1,-0.65,6.41,-57.94895423
2021-05-30,AUT,Europe,Austria,639337,424,474,12913,13,10.714,71517.27,47.429,53.022,1444.469,1.454,1.199,0.71,149,16.667,413,46.199,,,,,41563724,339485,4658.523,38.05,383716,43.007,0.0012,809.5,tests performed,5233427,3700463,1571844,479,38863,70548,58.54,41.39,17.58,0.01,7892,36817,0.412,65.43,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,8215.2,6.89,2.68,920.7716316
2021-05-30,BEL,Europe,Belgium,1061200,1437,1759.857,24940,19,14,91043.841,123.285,150.984,2139.685,1.63,1.201,0.81,442,37.921,1219,104.582,,,611,52.42,14005818,20898,1206.211,1.8,44058,3.794,0.046,21.7,tests performed,6793967,4692096,2180223,,11843,92108,58.29,40.26,18.7,,7902,36088,0.31,50.93,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,15986.8,10.06,1.61,1376.816961
2021-05-30,CAN,North America,Canada,1384742,1852,2698.714,25513,34,40.143,36010.043,48.161,70.18,663.462,0.884,1.044,0.67,939,24.419,2527,65.714,,,,,34717353,66999,909.903,1.756,80067,2.098,0.0337,29.7,tests performed,23672716,21592623,2079822,271,319419,351422,61.56,56.15,5.41,0,9139,298816,0.777,73.61,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,13284.2,3.12,-2.45,348.1639581
2021-05-30,CHL,South America,Chile,1377507,7910,6798.429,29168,121,92.857,70267.576,403.495,346.792,1487.88,6.172,4.737,1.1,3127,159.51,,,1479,75.445,4077,207.971,14745204,77048,756.429,3.953,57744,2.962,0.1177,8.5,tests performed,18568021,10578052,7989969,,10103,165821,94.72,53.96,40.76,,8459,129979,0.663,84.72,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,28698,18.48,33.96,1472.206901
2021-05-30,CHN,Asia,China,100368,49,33.714,4636,0,0,70.39,0.034,0.024,3.251,0,0,1.07,,,,,,,,,,,,,14769984,10.358,0,438096.5,tests performed,639172000,,,,18198000,18330571,44.83,,,,12856,,,66.2,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-05-30,COL,South America,Colombia,3383279,20218,21546.143,88282,535,508.286,65221.058,389.752,415.355,1701.854,10.313,9.798,1.16,,,,,,,,,16913509,78907,328.312,1.532,82596,1.603,0.3,3.3,tests performed,9825772,6551917,3273855,,164506,217358,18.94,12.63,6.31,,4190,196452,0.379,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,111440,31.66,90.86,2163.187831
2021-05-30,CRI,North America,Costa Rica,314102,0,2126.143,3962,0,28.143,60627.667,0,410.386,764.741,0,5.432,1.02,,,,,,,,,1020304,3453,197.965,0.67,6149,1.193,0.267,3.7,people tested,,,,,,25725,,,,,4965,18489,0.357,66.67,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-05-30,CZE,Europe,Czechia,1661159,224,466.571,30104,3,12,158296.225,21.346,44.461,2868.69,0.286,1.144,0.64,113,10.768,521,49.647,47,4.479,351,33.448,25310907,64999,2408.097,6.184,211632,20.135,0.002,500,tests performed,5287172,3865554,1460593,1,36871,80715,50.38,36.84,13.92,0,7692,48830,0.465,56.48,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,33739,20.57,-4.14,3209.951716
2021-05-30,DNK,Europe,Denmark,280383,949,984.143,2516,0,1.143,47665.871,161.333,167.307,427.727,0,0.194,0.93,32,5.44,148,25.16,,,198,33.661,32309076,122760,5518.919,20.969,148680,25.397,0.0066,151.1,tests performed,3255032,2065039,1190595,179,32432,46725,55.34,35.11,20.24,0,7943,37041,0.63,53.69,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-1698.5,-2.13,2.35,-290.1315969
