tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-10-12,AUS,Oceania,Australia,133444,2029,2231.143,1478,17,14.143,5097.678,77.51,85.232,56.461,0.649,0.54,1.05,306,11.689,1462,55.85,,,,,40122594,178619,1547.875,6.891,191638,7.393,0.0116,85.9,tests performed,31292016,17844016,13446945,1055,336239,292319,119.54,68.17,51.37,0,11167,97589,0.373,74.54,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2021-10-12,AUT,Europe,Austria,758894,1299,1827.143,13631,10,10.429,84891.109,145.308,204.387,1524.786,1.119,1.167,1.08,218,24.386,880,98.438,,,,,90965763,351804,10195.576,39.431,314780,35.281,0.0058,172.3,tests performed,11315744,5890402,5590980,163425,22654,20000,126.58,65.89,62.54,1.83,2237,4749,0.053,46.4,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2021-10-12,BEL,Europe,Belgium,1269002,2440,2202.143,25713,18,10.429,108871.859,209.336,188.929,2206.003,1.544,0.895,1.3,201,17.244,766,65.718,,,394,33.803,20623655,59780,1776.153,5.148,45835,3.947,0.056,17.9,tests performed,17181258,8696142,8537679,347791,35570,30531,147.4,74.61,73.25,2.98,2619,3664,0.031,32.11,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2021-10-12,CAN,North America,Canada,1672232,7038,3406.714,28291,75,34.286,43486.184,183.022,88.591,735.704,1.95,0.892,0.92,718,18.672,2496,64.908,,,,,44572076,69946,1168.184,1.833,102058,2.675,0.0334,30,tests performed,57324758,29463320,27551054,310384,111828,80449,149.07,76.62,71.65,0.81,2092,27425,0.071,64.86,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2021-10-12,CHL,South America,Chile,1663992,609,891.857,37574,3,40.143,84881.372,31.066,45.494,1916.675,0.153,2.048,1.26,362,18.466,,,117,5.968,488,24.893,22223096,28616,1140.044,1.468,53079,2.723,0.0168,59.5,tests performed,33636955,16001489,14295023,3910148,214224,96317,171.58,81.62,72.92,19.95,4913,35703,0.182,44.89,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2021-10-12,CHN,Asia,China,107885,35,33.143,4636,0,0,75.662,0.025,0.023,3.251,0,0,0.89,,,,,,,,,,,,,14769984,10.358,0,445644.1,tests performed,2224081000,,,,1415000,1236143,155.98,,,,867,2002548,0.14,76.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-10-12,COL,South America,Colombia,4974400,1075,1420.857,126692,37,33.857,95893.845,20.723,27.391,2442.301,0.713,0.653,0.95,,,,,,,,,25996447,41685,504.623,0.809,43149,0.838,0.037,27,tests performed,43608145,28166163,19007794,,292695,260840,84.07,54.3,36.64,,5028,124721,0.24,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2021-10-12,CRI,North America,Costa Rica,547914,1319,1213.143,6718,20,28,105757.835,254.592,234.16,1296.702,3.86,5.405,0.79,,,,,,,,,1968845,5054,382.006,0.981,5513,1.07,0.179,5.6,people tested,,,,,,23839,,,,,4601,8235,0.159,52.06,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-10-12,CZE,Europe,Czechia,1704003,3925,1299,30512,8,4.143,162378.943,374.024,123.785,2907.569,0.762,0.395,1.68,113,10.768,444,42.31,69,6.575,377,35.925,39623309,59380,3769.789,5.649,65549,6.236,0.015,66.7,tests performed,11947419,6133186,6032331,27743,9703,8345,113.85,58.44,57.48,0.26,795,2820,0.027,43.1,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2021-10-12,DNK,Europe,Denmark,365051,587,594.714,2674,3,1.429,62059.661,99.792,101.103,454.587,0.51,0.243,1.24,17,2.89,89,15.13,,,104,17.68,41616795,53793,7108.83,9.189,42284,7.223,0.0141,71.1,tests performed,8791247,4402298,4340077,95166,9724,7042,149.45,74.84,73.78,1.62,1197,908,0.015,20.37,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
