tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2020-05-26,AUS,Oceania,Australia,7139,13,9.571,103,1,0.429,272.716,0.497,0.366,3.935,0.038,0.016,0.96,6,0.229,30,1.146,,,,,1289436,44465,49.745,1.715,28897,1.115,0.0003,3019.2,tests performed,,,,,,,,,,,,,,65.28,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2020-05-26,AUT,Europe,Austria,16452,31,37.571,730,1,2.571,1840.347,3.468,4.203,81.659,0.112,0.288,0.83,32,3.58,127,14.206,,,,,411185,5844,46.086,0.655,5536,0.62,,,tests performed,,,,,,,,,,,,,,59.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2020-05-26,BEL,Europe,Belgium,57455,113,237.714,9334,22,32.286,4929.254,9.695,20.394,800.795,1.887,2.77,0.72,223,19.132,1150,98.662,,,342,29.341,839573,16225,72.306,1.397,12053,1.038,0.025,40,tests performed,,,,,,,,,,,,,,75,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2020-05-26,CAN,North America,Canada,87834,767,1007.429,7400,88,98,2284.112,19.946,26.198,192.436,2.288,2.548,0.83,350,9.102,2473,64.31,,,,,1477996,25700,38.737,0.674,26819,0.703,0.0376,26.6,tests performed,,,,,,,,,,,,,,70.83,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2020-05-26,CHL,South America,Chile,92855,3964,4955.429,806,45,42.429,4736.597,202.206,252.78,41.115,2.295,2.164,1.37,1202,61.315,,,675,34.432,3957,201.849,493418,13084,25.312,0.671,14846,0.762,0.3338,3,tests performed,,,,,,,,,,,,,,78.24,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2020-05-26,CHN,Asia,China,86280,30,35,4634,0,0,60.51,0.021,0.025,3.25,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2020-05-26,COL,South America,Colombia,23003,1022,866.857,776,26,23.286,443.44,19.702,16.711,14.959,0.501,0.449,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2020-05-26,CRI,North America,Costa Rica,956,5,10.571,10,0,0,184.526,0.965,2.04,1.93,0,0,1.36,,,,,,,,,16585,125,3.218,0.024,288,0.056,0.037,27,people tested,,,,,,,,,,,,,,72.22,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2020-05-26,CZE,Europe,Czechia,9050,48,57.571,317,0,2.143,862.398,4.574,5.486,30.208,0,0.204,0.96,16,1.525,91,8.672,4,0.381,38,3.621,,,,,,,,,,,,,,,,,,,,,,,42.59,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2020-05-26,DNK,Europe,Denmark,11428,41,54.857,563,0,1.714,1942.791,6.97,9.326,95.712,0,0.291,0.76,23,3.91,97,16.49,,,56,9.52,575234,15980,98.259,2.73,12432,2.124,0.0044,226.6,tests performed,,,,,,,,,,,,,,60.19,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
