tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2022-03-31,AUS,Oceania,Australia,4573066,65385,56084.714,6008,15,22.571,174695.128,2497.764,2142.485,229.511,0.573,0.862,1.08,88,3.362,2533,96.763,,,,,66546212,129771,2567.261,5.006,119940,4.627,0.4676,2.1,tests performed,56362692,22210293,21240452,12911947,59518,61397,215.31,84.85,81.14,49.32,2345,3856,0.015,42.6,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2022-03-31,AUT,Europe,Austria,3842048,34192,31270.143,18952,38,40.429,429777.696,3824.772,3497.929,2120.001,4.251,4.522,0.73,226,25.281,3171,354.713,,,,,175617287,369907,19683.442,41.46,437023,48.982,0.0716,14,tests performed,18289370,6867847,,4836598,4656,3623,204.59,76.82,,54.1,405,273,0.003,40.74,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2022-03-31,BEL,Europe,Belgium,3851048,43601,11402.143,30826,79,23.429,330394.084,3740.673,978.227,2644.664,6.778,2.01,1.18,172,14.756,2979,255.578,,,1544,132.465,32894167,42749,2832.915,3.682,38535,3.319,0.302,3.3,tests performed,25291728,9241871,9141732,7338253,3537,5037,216.99,79.29,78.43,62.96,432,213,0.002,20.37,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2022-03-31,CAN,North America,Canada,3489910,8791,7635.714,37597,42,34.714,90754.674,228.609,198.566,977.705,1.092,0.903,1.1,341,8.868,4526,117.698,,,,,59464465,48573,1558.497,1.273,40400,1.059,0.189,5.3,tests performed,82200646,32579160,31188970,18432516,50137,28899,213.76,84.72,81.11,47.93,752,1788,0.005,36.04,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2022-03-31,CHL,South America,Chile,3470936,6511,6398.429,56580,113,61.857,177054.823,332.131,326.388,2886.185,5.764,3.155,0.61,589,30.045,,,133,6.784,705,35.963,35259304,82092,1808.802,4.211,71955,3.691,0.0889,11.2,tests performed,50803328,17881629,17394055,16102220,49657,46728,259.15,91.22,88.73,82.14,2384,1814,0.009,28.79,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2022-03-31,CHN,Asia,China,227998,7042,6502.286,4638,0,0,159.899,4.939,4.56,3.253,0,0,0.83,,,,,,,,,,,,,14769984,10.358,0.0004,2271.5,tests performed,3270874000,1277709000,1242281000,694936000,3734000,3896429,229.39,89.61,87.12,48.74,2733,309714,0.022,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2022-03-31,COL,South America,Colombia,6084916,365,334.143,139621,26,12.857,117301.783,7.036,6.441,2691.54,0.501,0.248,0.73,,,,,,,,,33860289,23099,657.27,0.448,22322,0.433,0.02,50,tests performed,,,,,,88348,,,,,1703,13417,0.026,41.88,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2022-03-31,CRI,North America,Costa Rica,838537,709,661.143,8300,2,5.286,161853.608,136.851,127.613,1602.058,0.386,1.02,0.72,,,,,,,,,3172700,9353,615.585,1.815,8438,1.637,0.069,14.5,people tested,,,,,,23121,,,,,4463,3549,0.069,37.41,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2022-03-31,CZE,Europe,Czechia,3822035,6509,6451.571,39692,19,28.143,364211.801,620.26,614.787,3782.355,1.811,2.682,0.83,173,16.486,1865,177.721,136,12.96,1857,176.958,53800953,29875,5118.66,2.842,26805,2.55,0.239,4.2,tests performed,17504208,6953955,6861790,4098232,4082,3148,166.8,66.27,65.39,39.05,300,227,0.002,18.55,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2022-03-31,DNK,Europe,Denmark,3058773,3931,4220.714,5698,30,25.714,519999.714,668.281,717.533,968.675,5.1,4.371,0.63,24,4.08,1162,197.543,,,1020,173.403,63950561,21653,10923.802,3.699,21171,3.616,0.1994,5,tests performed,13094201,4799020,4759958,3582124,920,873,222.6,81.58,80.92,60.9,148,58,0.001,11.11,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
2022-03-31,EST,Europe,Estonia,556304,1164,1138.714,2459,8,5.143,419515.197,877.786,858.717,1854.36,6.033,3.878,0.74,,,276,208.135,,,,,3264157,3797,2456.653,2.858,3445,2.593,0.3305,3,tests performed,1972648,859266,838150,467954,591,465,148.76,64.8,63.21,35.29,351,49,0.004,30.65,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,,,,
2022-03-31,FIN,Europe,Finland,883676,9541,7091.143,3144,39,27.571,159486.856,1721.971,1279.818,567.433,7.039,4.976,0.87,43,7.761,1084,195.642,,,,,10462706,16213,1889.942,2.929,14763,2.667,0.467,2.1,tests performed,,,,,,3302,,,,,596,206,0.004,26.85,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,
2022-03-31,FRA,Europe,France,25668176,169697,139863.571,142342,139,118.571,378514.09,2502.426,2062.489,2099.037,2.05,1.749,1.15,1551,22.872,21922,323.271,843,12.431,9640,142.156,259422810,505477,3847.747,7.497,487056,7.224,0.289,3.5,people tested,142551729,54393617,52755407,36483750,43154,37477,210.21,80.21,77.8,53.8,553,1721,0.003,18.82,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,,,,
2022-03-31,DEU,Europe,Germany,21357095,527487,251509.286,129708,596,269.429,256172.916,6327.072,3016.79,1555.814,7.149,3.232,1.07,2304,27.636,,,1930,23.15,11763,141.094,,,,,303553,3.639,,,tests performed,178195184,64561205,63076507,52851581,181617,119961,213.74,77.44,75.66,63.39,1439,4145,0.005,43.25,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,83369840,,,,
2022-03-31,GRC,Europe,Greece,3030429,21096,20904.143,27510,56,55,291809.068,2031.397,2012.922,2649.02,5.392,5.296,0.93,,,,,,,,,,,,,257474,24.65,0.0812,12.3,samples tested,20536009,7898322,7596169,5624506,17890,11734,197.75,76.06,73.15,54.16,1130,732,0.007,54.34,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,10384972,,,,
2022-03-31,HUN,Europe,Hungary,1851871,2654,2136,45470,40,35.714,185794.574,266.271,214.301,4561.916,4.013,3.583,1.03,,,1865,187.112,,,,,10664846,12622,1098.361,1.3,10773,1.109,0.1983,5,tests performed,,6402762,6187600,4107193,,3207,,64.24,62.08,41.21,322,208,0.002,11.11,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304,,,,
2022-03-31,ISL,Europe,Iceland,181391,441,625.143,101,3,0.857,486429.447,1182.613,1676.422,270.848,8.045,2.299,0.52,,,50,134.083,,,,,1294555,2167,3495.632,5.851,2070,5.59,,,tests performed,,,,,,,,,,,,,,11.11,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903,,,,
2022-03-31,IRL,Europe,Ireland,1459425,5243,6518.143,6753,13,8.571,290542.23,1043.776,1297.631,1344.387,2.588,1.706,0.99,,,1535,305.588,,,,,11820553,15547,2370.499,3.118,16152,3.239,0.39,2.6,tests performed,10791121,4080194,4022237,2929704,4939,5278,214.83,81.23,80.07,58.32,1051,359,0.007,11.11,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,2817.2,3.89,2.72,564.9624608
2022-03-31,ISR,Asia,Israel,3918225,13927,14309.571,10485,0,4.286,414670.865,1473.913,1514.401,1109.641,0,0.454,1.02,113,11.959,1054,111.546,19,2.011,728,77.045,48578443,63444,5228.548,6.829,67357,7.25,0.191,5.2,people tested,18105486,6708890,6136837,5259759,4049,2860,191.61,71,64.95,55.66,303,107,0.001,17.59,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,,,,
