tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2022-03-11,AUS,Oceania,Australia,3562971,35077,31187.429,5571,21,24.143,136108.614,1339.972,1191.387,212.817,0.802,0.922,1.22,97,3.705,1655,63.222,,,,,64470080,110525,2487.167,4.264,84505,3.26,0.3691,2.7,tests performed,54948620,22124182,20661863,12162575,106393,75727,209.91,84.52,78.93,46.46,2893,5463,0.021,36.19,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2022-03-11,AUT,Europe,Austria,3047014,50249,36283.714,18246,25,29.286,340843.909,5620.934,4058.755,2041.027,2.797,3.276,1.2,183,20.471,2749,307.508,,,,,165347447,470532,18532.384,52.738,546443,61.246,0.0664,15.1,tests performed,18220157,6862093,,4786340,5916,4226,203.81,76.76,,53.54,473,463,0.005,35.09,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2022-03-11,BEL,Europe,Belgium,3640052,10381,7680,30408,28,21.286,312292.042,890.62,658.892,2608.802,2.402,1.826,1.09,178,15.271,1938,166.267,,,1012,86.823,32125990,35685,2766.758,3.073,34948,3.01,0.247,4,tests performed,25179280,9237260,9118080,7253976,4068,9030,216.02,79.25,78.23,62.23,775,530,0.005,20.37,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2022-03-11,CAN,North America,Canada,3370105,8058,5546.286,36853,,,87639.16,209.547,144.23,958.358,,,0.92,448,11.65,4258,110.729,,,,,58705447,50021,1538.604,1.311,41527,1.088,0.1336,7.5,tests performed,81632275,,31013466,18053798,31918,31217,212.28,,80.65,46.95,812,1975,0.005,44.73,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2022-03-11,CHL,South America,Chile,3269062,19172,17375.429,43659,132,121.429,166757.092,977.977,886.333,2227.075,6.733,6.194,0.77,1000,51.011,,,359,18.313,1801,91.87,33670819,94619,1727.312,4.854,82224,4.218,0.2113,4.7,tests performed,49722822,17844224,17312114,15140961,96430,74549,253.64,91.02,88.31,77.24,3803,2676,0.014,28.88,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2022-03-11,CHN,Asia,China,132030,1225,819.571,4636,0,0,92.595,0.859,0.575,3.251,0,0,0.84,,,,,,,,,,,,,14769984,10.358,0.0001,18021.6,tests performed,3185239000,,,,5179000,4688571,223.39,,,,3288,190294,0.013,59.54,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2022-03-11,COL,South America,Colombia,6075656,782,890.143,139255,35,38.714,117123.274,15.075,17.16,2684.484,0.675,0.746,0.5,,,,,,,,,33419896,27263,648.721,0.529,24483,0.475,0.039,25.6,tests performed,78682668,41562091,34062856,9293334,,146707,151.68,80.12,65.66,17.92,2828,21816,0.042,39.45,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2022-03-11,CRI,North America,Costa Rica,822935,1122,1193.143,8160,11,11.143,158842.125,216.567,230.299,1575.035,2.123,2.151,0.72,,,,,,,,,3003902,9324,582.834,1.809,8435,1.637,0.123,8.1,people tested,,,,,,31231,,,,,6028,5533,0.107,40.31,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2022-03-11,CZE,Europe,Czechia,3670380,8263,7677.143,39100,32,37.571,349760.196,787.403,731.575,3725.942,3.049,3.58,0.87,189,18.01,2342,223.175,136,12.96,2274,216.695,53241372,36602,5065.421,3.482,33059,3.145,0.232,4.3,tests performed,17444225,6949257,6854684,4049822,7976,3493,166.23,66.22,65.32,38.59,333,331,0.003,36.15,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2022-03-11,DNK,Europe,Denmark,2936856,13826,14193.571,5076,27,43.429,499273.493,2350.458,2412.946,862.934,4.59,7.383,0.67,28,4.76,1541,261.974,,,1829,310.935,63386912,37114,10827.522,6.34,52634,8.991,0.2697,3.7,tests performed,13074462,4797887,4757219,3566280,1249,1321,222.27,81.57,80.87,60.63,225,67,0.001,11.64,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
2022-03-11,EST,Europe,Estonia,527913,2165,2413,2337,10,8.857,398105.22,1632.651,1819.671,1762.358,7.541,6.679,0.69,,,613,462.27,,,,,3186986,4981,2398.573,3.749,5114,3.849,0.4718,2.1,tests performed,1963108,858215,836553,459768,976,690,148.04,64.72,63.09,34.67,520,75,0.006,45.48,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,,,,
2022-03-11,FIN,Europe,Finland,734262,21159,8927,2653,80,11.714,132520.446,3818.801,1611.155,478.816,14.438,2.114,1.44,36,6.497,807,145.648,,,,,10158924,18473,1835.068,3.337,14843,2.681,0.468,2.1,tests performed,,,,,,9042,,,,,1632,1702,0.031,24.07,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,
2022-03-11,FRA,Europe,France,23434047,72399,60422.714,140098,149,129.429,345568.652,1067.627,891.02,2065.946,2.197,1.909,1.06,1875,27.65,21024,310.029,721,10.632,6752,99.568,250973311,337547,3722.425,5.006,296162,4.393,0.214,4.7,people tested,141893838,54358884,52672512,35943390,35007,27730,209.24,80.16,77.67,53,409,2264,0.003,29.79,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,,,,
2022-03-11,DEU,Europe,Germany,16757658,252836,182252.571,125272,249,210.857,201003.84,3032.703,2186.073,1502.606,2.987,2.529,1.13,2116,25.381,,,1573,18.868,10877,130.467,,,,,310963,3.728,,,tests performed,175799894,64466254,62871601,50756148,167695,126137,210.87,77.33,75.41,60.88,1513,7741,0.009,43.26,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,83369840,,,,
2022-03-11,GRC,Europe,Greece,2604626,21260,16909.143,26473,49,54.429,250807.224,2047.189,1628.232,2549.164,4.718,5.241,1.11,,,,,,,,,68688765,,6576.004,,252608,24.184,0.0669,14.9,samples tested,20293254,7877619,7563270,5436779,13020,11641,195.41,75.86,72.83,52.35,1121,1525,0.015,54.37,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,10384972,,,,
2022-03-11,HUN,Europe,Hungary,1814362,2068,2045.143,44653,50,52.429,182031.37,207.478,205.185,4479.948,5.016,5.26,0.66,,,2338,234.567,,,,,10470722,14435,1078.368,1.487,12085,1.245,0.1692,5.9,tests performed,,,,,,5697,,,,,572,289,0.003,11.11,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304,,,,
2022-03-11,ISL,Europe,Iceland,158533,2656,2514.857,79,2,1.571,425132.005,7122.496,6743.998,211.851,5.363,4.214,0.91,,,100,268.166,,,,,1233980,4810,3332.064,12.988,5306,14.328,,,tests performed,,,,,,70,,,,,188,9,0.002,11.11,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903,,,,
2022-03-11,IRL,Europe,Ireland,1341826,9125,3818,6611,21,11.429,267130.629,1816.604,760.087,1316.117,4.181,2.275,1.26,,,907,180.565,,,,,11523240,14940,2310.875,2.996,12185,2.444,0.33,3,tests performed,10703889,4074731,4005821,2864343,6258,4905,213.09,81.12,79.75,57.02,976,362,0.007,11.11,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,5023108,,,,
2022-03-11,ISR,Asia,Israel,3707470,3361,6486.571,10359,1,13.571,392366.388,355.699,686.482,1096.306,0.106,1.436,0.82,178,18.838,1064,112.605,30,3.175,575,60.853,47335929,48175,5094.815,5.185,55521,5.976,0.114,8.8,people tested,18065897,6707082,6132853,5225962,376,1030,191.19,70.98,64.9,55.31,109,74,0.001,17.59,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,,,,
2022-03-11,ITA,Europe,Italy,13268459,53961,45657.143,156649,156,148.571,224746.395,914.013,773.359,2653.383,2.642,2.517,1.16,527,8.927,8801,149.075,307,5.2,4002,67.787,191812811,425638,3237.875,7.185,387163,6.535,0.1179,8.5,tests performed,134980567,50697166,47668028,38123298,79604,68859,228.64,85.87,80.74,64.57,1166,3818,0.006,43.71,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472,,,,
2022-03-11,JPN,Asia,Japan,5674311,55986,55640,25930,209,185,45778.405,451.676,448.885,209.194,1.686,1.493,0.87,,,,,,,,,39264111,178834,315.09,1.435,151867,1.219,0.3659,2.7,people tested,242828856,102020582,100493894,40314380,1156483,972903,195.91,82.31,81.08,32.52,7849,17666,0.014,47.22,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,123951696,,,,
2022-03-11,LVA,Europe,Latvia,733084,6216,6184.286,5411,14,12.571,396121.587,3358.813,3341.676,2923.831,7.565,6.793,0.79,,,1040,561.964,,,,,6834899,15699,3647.382,8.378,13787,7.357,0.4486,2.2,tests performed,2864247,1342549,1300754,506240,1414,819,154.77,72.54,70.29,27.35,443,68,0.004,31.83,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,,5.57,75.29,0.866,1850654,,,,
2022-03-11,LTU,Europe,Lithuania,1029593,6304,5513.714,8608,6,15.571,374389.558,2292.315,2004.945,3130.116,2.182,5.662,0.9,,,,,,,,,8271657,6680,2968.315,2.397,10794,3.873,0.498,2,tests performed,4457618,1947223,1871339,913641,4,456,162.09,70.81,68.05,33.22,166,62,0.002,17.59,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,2750058,,,,
2022-03-11,LUX,Europe,Luxembourg,191964,958,800.571,1004,0,1.143,296423.261,1479.306,1236.211,1550.337,0,1.765,1.16,3,4.632,37,57.134,,,,,4102060,2907,6416.276,4.547,2550,3.989,0.326,3.1,tests performed,1275547,479930,,366670,614,428,196.96,74.11,,56.62,661,39,0.006,24.67,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916,647601,,,,
2022-03-11,MEX,North America,Mexico,5591871,0,6746.714,320607,0,187.286,43856.395,0,52.914,2514.483,0,1.469,0.74,,,,,,,,,14872396,9354,117.378,0.074,8852,0.07,0.222,4.5,people tested,,,,,,347662,,,,,2727,11335,0.009,38.69,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120,,,,
2022-03-11,NLD,Europe,Netherlands,7065413,69186,68949.286,21773,13,12.714,402266.281,3939.075,3925.598,1239.636,0.74,0.724,1.1,160,9.11,1503,85.573,104,5.921,1344,76.52,29238048,76049,1670.584,4.345,95850,5.477,0.671,1.5,tests performed,33052320,12741583,11889343,8997433,,27260,188.18,72.54,67.69,51.23,1552,212,0.001,30.5,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17564020,,,,
2022-03-11,NZL,Oceania,New Zealand,347577,39773,20002.143,118,0,4.857,67031.365,7670.354,3857.479,22.757,0,0.937,1.37,,,,,,,,,6830787,,1331.608,,6109,1.191,,,tests performed,10790946,4274424,3974275,2542247,10735,11567,208.11,82.43,76.65,49.03,2231,1069,0.021,42.28,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5185289,,,,
2022-03-11,NOR,Europe,Norway,1346777,5614,6746.857,1753,0,12.714,247827.881,1033.063,1241.526,322.579,0,2.34,0.63,,,611,112.433,,,,,10905049,8355,2018.324,1.546,9351,1.731,0.645,1.6,people tested,11289584,4333498,4027328,2928758,1460,1679,207.75,79.74,74.11,53.89,309,120,0.002,11.11,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,5434324,,,,
2022-03-11,POL,Europe,Poland,5799996,11633,11240,113307,121,138.714,145519.609,291.867,282.007,2842.828,3.036,3.48,0.85,,,8338,209.197,,,,,,,,,67949,1.774,0.1654,6,tests performed,53632473,22553592,22279771,11506582,35558,20770,134.56,56.59,55.9,28.87,521,2318,0.006,22.52,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,39857144,,,,
2022-03-11,PRT,Europe,Portugal,3514241,13692,13275.571,21285,0,17.571,342156.55,1333.092,1292.548,2072.368,0,1.711,0.94,65,6.329,1111,108.17,,,,,39057671,65543,3795.654,6.37,57716,5.609,0.23,4.3,tests performed,23675575,9709942,8772209,6280396,,6571,230.51,94.54,85.41,61.15,640,468,0.005,17.59,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,,3.39,82.05,0.864,10270857,,,,
2022-03-11,SVK,Europe,Slovakia,2258399,12370,11452.143,18847,30,30.857,400180.209,2191.92,2029.279,3339.621,5.316,5.468,0.87,232,41.11,2424,429.524,,,,,50030968,35049,9184.001,6.434,35204,6.462,0.319,3.1,tests performed,,,,,,828,,,,,147,86,0.002,38.8,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5643455,,,,
2022-03-11,SVN,Europe,Slovenia,914427,2234,1938.571,6396,8,7.857,431365.436,1053.852,914.488,3017.205,3.774,3.706,0.97,77,36.323,332,156.615,,,,,4549394,15275,2146.538,7.207,11911,5.62,0.168,6,tests performed,2968689,1264156,1219095,632864,803,445,140.04,59.63,57.51,29.85,210,24,0.001,14.26,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917,2119843,,,,
2022-03-11,KOR,Asia,South Korea,6206277,383651,284803.571,10144,269,192.571,119775.745,7404.13,5496.461,195.77,5.191,3.716,1.42,1116,21.538,,,,,13017,251.217,75305113,1154325,1452.921,22.271,823749,15.893,0.3457,2.9,people tested,120111510,44942830,44468458,32216939,127886,64994,231.8,86.74,85.82,62.18,1254,4484,0.009,40.74,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,51815808,,,,
2022-03-11,ESP,Europe,Spain,11223974,19849,17649.429,101135,58,103.143,236002.877,417.359,371.109,2126.533,1.22,2.169,0.9,687,14.445,4054,85.242,267,5.614,3149,66.213,87052294,96586,1833.184,2.034,95212,2.005,0.171,5.8,tests performed,,,,,,75366,,,,,1585,1222,0.003,35.45,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47558632,,,,
2022-03-11,SWE,Europe,Sweden,2466577,1478,1515.857,17798,49,40.857,233813.195,140.103,143.692,1687.118,4.645,3.873,0.68,46,4.36,1148,108.822,,,,,18069409,6051,1726.306,0.578,6287,0.601,0.2411,4.1,tests performed,,,,,,19444,,,,,1843,459,0.004,15.47,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,10549349,,,,
2022-03-11,CHE,Europe,Switzerland,3072758,32090,26027.143,13265,34,13.286,351555.197,3671.427,2977.773,1517.653,3.89,1.52,1.23,128,14.645,1599,182.942,,,934,106.859,19347028,65957,2225.995,7.589,57135,6.574,0.521,1.9,tests performed,15601218,6076634,5987183,3665741,4027,2353,178.49,69.52,68.5,41.94,269,152,0.002,14.81,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,8740471,,,,
2022-03-11,TWN,Asia,Taiwan,21163,82,63.714,853,0,0,885.726,3.432,2.667,35.7,0,0,1.16,,,,,,,,,6576010,22016,275.609,0.923,21130,0.886,0.003,331.6,people tested,48470509,19395032,18087413,10988064,120256,96521,202.86,81.17,75.7,45.99,4040,4076,0.017,27.75,,42.2,,8.353,,,103.957,,,,,,80.46,,23893396,,,,
2022-03-11,TUR,Asia,Turkey,14513774,25401,31420.857,96217,123,144.571,170067.515,297.64,368.179,1127.438,1.441,1.694,0.63,,,,,,,,,148189923,342365,1748.03,4.038,358991,4.235,0.0875,11.4,tests performed,146222195,57732735,52893442,35596018,39126,39836,171.34,67.65,61.98,41.71,467,3492,0.004,17.59,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,85341248,,,,
