tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2023-06-18,AUS,Oceania,Australia,11479041,0,3231.143,21510,0,0,438509.425,0,123.432,821.701,0,0,0,70,2.674,2419,92.408,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.944,26177410,0,0,0,0
2023-06-18,AUT,Europe,Austria,6079947,180,151,22532,1,1,680112.694,20.135,16.891,2520.466,0.112,0.112,0,7,0.783,75,8.39,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.922,8939617,25010.592,8.66,3.39,2791.6843
2023-06-18,BEL,Europe,Belgium,4801406,39,47.429,34370,0,1.143,411928.425,3.346,4.069,2948.715,0,0.098,0,0,0,0,0,0,0,126,10.81,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,0,0,0,0,2,1,0,0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.931,11655923,28055.898,7.35,13.01,2400.7825
2023-06-18,CAN,North America,Canada,4687077,2123,303.286,52836,43,6.143,121886.852,55.208,7.887,1373.994,1.118,0.16,0,77,2.002,1990,51.75,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,0,2.5,82.43,0.929,38454328,0,0,0,0
2023-06-18,CHL,South America,Chile,5288023,217,31,61566,20,2.857,269745.675,11.069,1.581,3140.524,1.02,0.146,0,13,0.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,0,2.11,80.18,0.851,19603736,64144.9,16.38,-1.58,3267.7659
2023-06-18,CHN,Asia,China,99283001,1866,650.714,121390,0,0,69628.923,1.309,0.456,85.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,0,4.34,76.91,0.761,1425887360,0,0,0,0
2023-06-18,COL,South America,Colombia,6371090,1174,167.714,142794,14,2,122818.494,22.632,3.233,2752.707,0.27,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,0,0,0,0
2023-06-18,CRI,North America,Costa Rica,1235156,772,110.286,9384,2,0.286,238408.627,149.011,21.287,1811.291,0.386,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,0,0,0,0
2023-06-18,CZE,Europe,Czechia,4642545,2,18.714,42810,0,0.286,442400.364,0.191,1.783,4079.478,0,0.027,0,3,0.286,15,1.429,5,0.476,21,2.001,0,0,0,0,0,0,0,0,,0,0,0,0,0,19,0,0,0,0,2,1,0,0,137.176,43.3,19.027,11.58,32605.906,0,227.485,6.82,30.5,38.3,0,6.63,79.38,0.9,10493990,0,0,0,0
2023-06-18,DNK,Europe,Denmark,3414169,17,23.143,8741,3,1.571,580417.999,2.89,3.934,1485.994,0.51,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,0,2.5,80.9,0.94,5882259,4212.6006,2.16,-0.59,712.6821
