tDate,iso_code,continent,country,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2021-11-09,AUS,Oceania,Australia,184071,1201,1399.286,1858,17,12.857,7031.673,45.879,53.454,70.977,0.649,0.491,0.89,125,4.775,724,27.657,,,,,44718873,136463,1725.193,5.265,154934,5.977,0.009,110.7,tests performed,37068049,19373942,17487181,206926,149289,154031,141.6,74.01,66.8,0.79,5884,33582,0.128,60.65,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
2021-11-09,AUT,Europe,Austria,889169,8024,8068.143,14199,29,29.714,99463.881,897.578,902.515,1588.323,3.244,3.324,1.41,408,45.64,2176,243.411,,,,,101090403,454958,11330.36,50.992,464703,52.085,0.0174,57.6,tests performed,12103596,6120069,5783223,546204,71871,49863,135.39,68.46,64.69,6.11,5578,14845,0.166,43.25,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,
2021-11-09,BEL,Europe,Belgium,1438830,0,11168.571,26200,0,29.429,123441.962,0,958.189,2247.784,0,2.525,1.46,434,37.234,2152,184.627,,,1384,118.738,22634212,101966,1949.306,8.782,83777,7.215,0.128,7.8,tests performed,17832026,8802496,8658876,788250,32056,23528,152.99,75.52,74.29,6.76,2019,4166,0.036,31.95,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,,,,
2021-11-09,CAN,North America,Canada,1742460,2505,2476.857,29218,24,23,45312.455,65.142,64.41,759.81,0.624,0.598,1.03,501,13.028,1880,48.889,,,,,47022347,72057,1232.403,1.889,87901,2.304,0.0282,35.5,tests performed,59341862,29965808,28580237,795817,71156,63937,154.32,77.93,74.32,2.07,1663,13506,0.035,64.43,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
2021-11-09,CHL,South America,Chile,1713188,1746,2151.571,37883,4,14.429,87390.893,89.065,109.753,1932.438,0.204,0.736,1.17,543,27.699,,,222,11.324,842,42.951,23880933,49894,1225.091,2.56,64247,3.296,0.0335,29.9,tests performed,38520733,16654307,15582000,6857139,229313,187435,196.5,84.95,79.48,34.98,9561,18008,0.092,39.23,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,,,,
2021-11-09,CHN,Asia,China,109899,116,104.571,4636,0,0,77.074,0.081,0.073,3.251,0,0,1.06,,,,,,,,,,,,,14769984,10.358,0,141243.6,tests performed,2346831000,,,,8338000,8696714,164.59,,,,6099,2002548,0.14,70.83,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
2021-11-09,COL,South America,Colombia,5019158,2199,1965.143,127610,39,37.429,96756.666,42.391,37.883,2459.998,0.752,0.722,1.19,,,,,,,,,27107361,45421,526.187,0.882,41878,0.813,0.054,18.5,tests performed,,,,,,336682,,,,,6490,159672,0.308,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
2021-11-09,CRI,North America,Costa Rica,563290,324,319.429,7176,12,11.857,108725.696,62.538,61.656,1385.105,2.316,2.289,0.73,,,,,,,,,2059649,4387,399.625,0.851,4576,0.888,0.058,17.2,people tested,,,,,,23655,,,,,4566,5442,0.105,51.49,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
2021-11-09,CZE,Europe,Czechia,1828440,9282,7878.429,31173,120,52.286,174236.873,884.506,750.756,2970.557,11.435,4.982,1.42,486,46.312,3622,345.15,248,23.633,2873,273.776,42108101,108828,4006.194,10.354,87920,8.365,0.097,10.3,tests performed,12657863,6379765,6174589,423727,45658,39391,120.62,60.79,58.84,4.04,3754,14288,0.136,42.43,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
2021-11-09,DNK,Europe,Denmark,407417,2562,2313.714,2742,2,3.714,69261.996,435.547,393.338,466.147,0.34,0.631,1.31,39,6.63,315,53.551,,,373,63.411,44128759,168941,7537.914,28.858,129984,22.203,0.0178,56.2,tests performed,9149328,4441800,4385522,368328,21268,14018,155.54,75.51,74.56,6.26,2383,2270,0.039,18.3,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,
