tDate,AccConfirmed,AccDeath,AccOccurrenceRatePer10HS,AccMortalityRatePer10HS,SeoulAccConfirmed,SeoulAccDeath,SeoulAccOccurrenceRatePer10HS,SeoulAccMortalityRatePer10HS,BusanAccConfirmed,BusanAccDeath,BusanAccOccurrenceRatePer10HS,BusanAccMortalityRatePer10HS,DaeguAccConfirmed,DaeguAccDeath,DaeguAccOccurrenceRatePer10HS,DaeguAccMortalityRatePer10HS,IncheonAccConfirmed,IncheonAccDeath,IncheonAccOccurrenceRatePer10HS,IncheonAccMortalityRatePer10HS,GwangjuAccConfirmed,GwangjuAccDeath,GwangjuAccOccurrenceRatePer10HS,GwangjuAccMortalityRatePer10HS,DaejeonAccConfirmed,DaejeonAccDeath,DaejeonAccOccurrenceRatePer10HS,DaejeonAccMortalityRatePer10HS,UlsanAccConfirmed,UlsanAccDeath,UlsanAccOccurrenceRatePer10HS,UlsanAccMortalityRatePer10HS,SejongAccConfirmed,SejongAccDeath,SejongAccOccurrenceRatePer10HS,SejongAccMortalityRatePer10HS,GyeonggiAccConfirmed,GyeonggiAccDeath,GyeonggiAccOccurrenceRatePer10HS,GyeonggiAccMortalityRatePer10HS,GangwonAccConfirmed,GangwonAccDeath,GangwonAccOccurrenceRatePer10HS,GangwonAccMortalityRatePer10HS,ChungbukAccConfirmed,ChungbukAccDeath,ChungbukAccOccurrenceRatePer10HS,ChungbukAccMortalityRatePer10HS,ChungnamAccConfirmed,ChungnamAccDeath,ChungnamAccOccurrenceRatePer10HS,ChungnamAccMortalityRatePer10HS,JeonbukAccConfirmed,JeonbukAccDeath,JeonbukAccOccurrenceRatePer10HS,JeonbukAccMortalityRatePer10HS,JeonnamAccConfirmed,JeonnamAccDeath,JeonnamAccOccurrenceRatePer10HS,JeonnamAccMortalityRatePer10HS,GyeongbukAccConfirmed,GyeongbukAccDeath,GyeongbukAccOccurrenceRatePer10HS,GyeongbukAccMortalityRatePer10HS,GyeongnamAccConfirmed,GyeongnamAccDeath,GyeongnamAccOccurrenceRatePer10HS,GyeongnamAccMortalityRatePer10HS,JejuAccConfirmed,JejuAccDeath,JejuAccOccurrenceRatePer10HS,JejuAccMortalityRatePer10HS
2023-06-05,31789625,34827,61800.58227,68,6223601,6500,66009.28559,69,1874437,2852,56496.17881,86,1379949,2018,58381.10819,85,1848322,1927,62289.39708,65,926076,833,64713.04287,58,927974,962,64172.04676,67,671878,535,60493.417,48,252723,57,65883.45399,15,8606005,8473,63328.65862,62,930834,1348,60581.53021,88,996338,1053,62464.06087,66,1284146,1603,60486.27509,76,1066655,1237,60276.37775,70,1039813,1019,57204.9687,56,1447005,2115,55643.509,81,1890360,1994,57624.26562,61,404968,285,59715.78937,42
