tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-12-29,Australia,,0,9,9,9,9,9,9,9
2021-12-29,Austria,,2,2,2,3,1,2,0,3
2021-12-29,Belgium,,1,3,1,3,0,0,0,3
2021-12-29,Canada,,2,9,9,9,9,1,9,9
2021-12-29,Canada,Alberta,9,9,9,9,9,9,9,9
2021-12-29,Canada,British Columbia,9,9,9,9,9,9,9,9
2021-12-29,Canada,Manitoba,9,9,9,9,9,9,9,9
2021-12-29,Canada,New Brunswick,9,9,9,9,9,9,9,9
2021-12-29,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2021-12-29,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2021-12-29,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2021-12-29,Canada,Nunavut,9,9,9,9,9,9,9,9
2021-12-29,Canada,Ontario,9,9,9,9,9,9,9,9
2021-12-29,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2021-12-29,Canada,Quebec,9,9,9,9,9,9,9,9
2021-12-29,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-12-29,Canada,Yukon,9,9,9,9,9,9,9,9
2021-12-29,Chile,,9,9,9,9,9,9,9,9
2021-12-29,China,,9,9,9,9,9,9,9,9
2021-12-29,China,Anhui,9,9,9,9,9,9,9,9
2021-12-29,China,Beijing,9,9,9,9,9,9,9,9
2021-12-29,China,Chongqing,1,2,2,4,1,1,2,3
2021-12-29,China,Fujian,1,1,1,1,1,1,2,3
2021-12-29,China,Gansu,1,2,2,4,0,1,2,3
2021-12-29,China,Guangdong,1,2,2,3,2,2,2,3
2021-12-29,China,Guangxi,1,1,2,1,2,0,2,3
2021-12-29,China,Guizhou,1,2,2,3,0,0,2,3
2021-12-29,China,Hainan,1,1,1,0,0,1,1,3
2021-12-29,China,Hebei,1,1,1,3,1,1,1,3
2021-12-29,China,Heilongjiang,9,9,9,9,9,9,9,9
2021-12-29,China,Henan,1,2,2,3,0,1,1,3
2021-12-29,China,Hubei,1,1,1,1,0,1,2,3
2021-12-29,China,Hunan,1,1,0,1,1,0,2,3
2021-12-29,China,Inner Mongolia,2,2,1,3,1,1,1,3
2021-12-29,China,Jiangsu,1,1,1,1,0,1,1,3
2021-12-29,China,Jiangxi,3,3,2,4,2,3,2,3
2021-12-29,China,Jilin,1,1,1,2,0,1,1,3
2021-12-29,China,Liaoning,1,1,1,0,0,0,2,3
2021-12-29,China,Ningxia,1,2,2,2,1,0,2,3
2021-12-29,China,Qinghai,9,9,9,9,9,9,9,9
2021-12-29,China,Shaanxi,9,9,9,9,9,9,9,9
2021-12-29,China,Shandong,1,2,2,4,0,0,2,3
2021-12-29,China,Shanghai,9,9,9,9,9,9,9,9
2021-12-29,China,Shanxi,1,2,2,3,0,1,2,3
2021-12-29,China,Sichuan,9,9,9,9,9,9,9,9
2021-12-29,China,Tianjin,9,9,9,9,9,9,9,9
2021-12-29,China,Tibet,1,1,1,2,0,0,1,3
2021-12-29,China,Xinjiang,1,1,1,1,1,1,2,3
2021-12-29,China,Yunnan,2,2,2,4,1,1,2,3
2021-12-29,China,Zhejiang,1,1,2,4,0,1,1,3
2021-12-29,Colombia,,9,9,9,9,9,9,9,9
2021-12-29,Costa Rica,,9,9,9,9,9,9,9,9
2021-12-29,Czechia,,9,9,9,9,9,9,9,9
2021-12-29,Denmark,,1,2,1,2,0,0,0,2
2021-12-29,Estonia,,0,1,2,1,0,0,0,2
2021-12-29,Finland,,1,1,1,4,0,0,0,2
2021-12-29,France,,1,2,2,3,2,0,2,3
2021-12-29,Germany,,2,3,2,4,2,1,2,3
2021-12-29,Greece,,9,9,9,9,9,9,9,9
2021-12-29,Hungary,,9,9,9,9,9,9,9,9
2021-12-29,Iceland,,1,1,1,3,0,0,0,2
2021-12-29,Ireland,,1,2,2,4,0,0,0,3
2021-12-29,Israel,,2,2,2,3,0,0,0,4
2021-12-29,Italy,,2,3,2,1,2,2,2,3
2021-12-29,Japan,,1,1,1,1,0,1,1,4
2021-12-29,Latvia,,9,9,9,9,9,9,9,9
2021-12-29,Lithuania,,9,9,9,9,9,9,9,9
2021-12-29,Luxembourg,,9,9,9,9,9,9,9,9
2021-12-29,Mexico,,9,9,9,9,9,9,9,9
2021-12-29,Netherlands,,3,2,2,4,0,1,0,3
2021-12-29,New Zealand,,9,9,9,9,9,9,9,9
2021-12-29,Norway,,2,2,1,4,0,1,0,2
2021-12-29,Poland,,2,1,1,0,0,1,0,3
2021-12-29,Portugal,,0,2,2,2,0,0,0,2
2021-12-29,Slovakia,,3,3,2,4,0,2,0,2
2021-12-29,Slovenia,,1,2,2,4,1,1,0,2
2021-12-29,South Korea,,1,2,1,4,0,0,0,3
2021-12-29,Spain,,1,3,2,3,0,0,2,3
2021-12-29,Sweden,,9,9,9,9,9,9,9,9
2021-12-29,Switzerland,,1,2,2,3,0,0,9,3
2021-12-29,Taiwan,,1,0,0,0,0,0,0,2
2021-12-29,Turkey,,9,9,9,9,9,9,9,9
2021-12-29,United Kingdom,,9,9,9,9,9,9,9,9
2021-12-29,United Kingdom,England,9,9,9,9,9,9,9,9
2021-12-29,United Kingdom,Northern Ireland,9,9,9,9,9,9,9,9
2021-12-29,United Kingdom,Scotland,9,9,9,9,9,9,9,9
2021-12-29,United Kingdom,Wales,9,9,9,9,9,9,9,9
2021-12-29,United States,,9,9,9,9,9,9,9,9
2021-12-29,United States,Alabama,9,9,9,9,9,9,9,9
2021-12-29,United States,Alaska,9,9,9,9,9,9,9,9
2021-12-29,United States,Arizona,9,9,9,9,9,9,9,9
2021-12-29,United States,Arkansas,9,9,9,9,9,9,9,9
2021-12-29,United States,California,9,9,9,9,9,9,9,9
2021-12-29,United States,Colorado,9,9,9,9,9,9,9,9
2021-12-29,United States,Connecticut,9,9,9,9,9,9,9,9
2021-12-29,United States,Delaware,9,9,9,9,9,9,9,9
2021-12-29,United States,Florida,9,9,9,9,9,9,9,9
2021-12-29,United States,Georgia,9,9,9,9,9,9,9,9
2021-12-29,United States,Hawaii,9,9,9,9,9,9,9,9
2021-12-29,United States,Idaho,9,9,9,9,9,9,9,9
2021-12-29,United States,Illinois,9,9,9,9,9,9,9,9
2021-12-29,United States,Indiana,9,9,9,9,9,9,9,9
2021-12-29,United States,Iowa,9,9,9,9,9,9,9,9
2021-12-29,United States,Kansas,9,9,9,9,9,9,9,9
2021-12-29,United States,Kentucky,9,9,9,9,9,9,9,9
2021-12-29,United States,Louisiana,9,9,9,9,9,9,9,9
2021-12-29,United States,Maine,9,9,9,9,9,9,9,9
2021-12-29,United States,Maryland,9,9,9,9,9,9,9,9
2021-12-29,United States,Massachusetts,9,9,9,9,9,9,9,9
2021-12-29,United States,Michigan,9,9,9,9,9,9,9,9
2021-12-29,United States,Minnesota,9,9,9,9,9,9,9,9
2021-12-29,United States,Mississippi,9,9,9,9,9,9,9,9
2021-12-29,United States,Missouri,9,9,9,9,9,9,9,9
2021-12-29,United States,Montana,9,9,9,9,9,9,9,9
2021-12-29,United States,Nebraska,9,9,9,9,9,9,9,9
