tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-07-03,Australia,,2,2,2,4,1,2,2,4
2021-07-03,Austria,,2,2,1,2,1,0,0,3
2021-07-03,Belgium,,1,2,1,4,0,1,0,3
2021-07-03,Canada,,3,2,2,4,1,1,2,4
2021-07-03,Canada,Alberta,1,0,1,0,0,1,0,4
2021-07-03,Canada,British Columbia,1,1,1,0,0,1,2,4
2021-07-03,Canada,Manitoba,2,1,1,4,0,1,2,4
2021-07-03,Canada,New Brunswick,1,1,1,3,0,1,2,4
2021-07-03,Canada,Newfoundland and Labrador,1,1,1,3,1,1,2,4
2021-07-03,Canada,Northwest Territories,1,1,1,2,1,1,2,4
2021-07-03,Canada,Nova Scotia,1,1,1,3,0,1,2,4
2021-07-03,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-07-03,Canada,Ontario,3,1,1,4,0,1,0,4
2021-07-03,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-07-03,Canada,Quebec,1,1,1,4,0,1,0,4
2021-07-03,Canada,Saskatchewan,2,1,1,3,0,1,1,9
2021-07-03,Canada,Yukon,1,1,1,4,0,1,2,9
2021-07-03,Chile,,3,3,2,4,2,3,2,4
2021-07-03,China,,1,2,2,4,1,2,2,3
2021-07-03,China,Anhui,1,1,1,1,1,0,1,3
2021-07-03,China,Beijing,1,1,1,2,0,1,1,3
2021-07-03,China,Chongqing,1,1,1,1,1,1,1,3
2021-07-03,China,Fujian,1,1,1,0,0,0,1,3
2021-07-03,China,Gansu,1,1,2,0,0,0,1,3
2021-07-03,China,Guangdong,1,2,1,3,1,0,0,3
2021-07-03,China,Guangxi,1,1,1,1,1,0,1,3
2021-07-03,China,Guizhou,1,1,1,1,0,1,1,3
2021-07-03,China,Hainan,1,1,0,0,0,0,1,3
2021-07-03,China,Hebei,1,1,0,0,0,0,1,3
2021-07-03,China,Heilongjiang,1,1,1,1,1,1,1,3
2021-07-03,China,Henan,1,1,0,0,1,0,1,3
2021-07-03,China,Hubei,1,1,1,1,0,0,1,3
2021-07-03,China,Hunan,1,1,1,0,0,0,1,3
2021-07-03,China,Inner Mongolia,1,1,1,0,1,0,1,3
2021-07-03,China,Jiangsu,1,1,1,1,1,0,1,3
2021-07-03,China,Jiangxi,1,1,1,1,0,1,2,3
2021-07-03,China,Jilin,1,1,1,2,0,1,1,3
2021-07-03,China,Liaoning,1,1,1,0,0,0,0,3
2021-07-03,China,Ningxia,1,1,1,0,0,0,1,3
2021-07-03,China,Qinghai,1,1,1,1,1,1,1,3
2021-07-03,China,Shaanxi,1,1,1,1,1,1,1,3
2021-07-03,China,Shandong,1,1,1,1,0,0,1,3
2021-07-03,China,Shanghai,1,1,1,1,1,1,1,3
2021-07-03,China,Shanxi,1,1,1,1,1,1,1,3
2021-07-03,China,Sichuan,1,1,1,1,1,0,2,3
2021-07-03,China,Tianjin,1,1,1,1,1,0,1,3
2021-07-03,China,Tibet,1,1,1,2,0,0,1,3
2021-07-03,China,Xinjiang,1,1,1,1,0,0,0,3
2021-07-03,China,Yunnan,1,2,2,4,1,1,1,3
2021-07-03,China,Zhejiang,1,1,1,1,1,1,2,3
2021-07-03,Colombia,,3,2,2,3,2,2,0,1
2021-07-03,Costa Rica,,3,2,2,3,0,1,0,1
2021-07-03,Czechia,,1,1,1,2,0,0,0,3
2021-07-03,Denmark,,1,2,2,2,0,0,0,3
2021-07-03,Estonia,,1,1,1,3,0,0,0,2
2021-07-03,Finland,,1,1,1,4,0,1,0,3
2021-07-03,France,,1,2,2,3,0,0,0,3
2021-07-03,Germany,,1,2,2,4,1,1,1,3
2021-07-03,Greece,,1,1,1,0,1,1,0,3
2021-07-03,Hungary,,0,0,0,3,0,0,0,3
2021-07-03,Iceland,,2,0,0,0,0,0,0,3
2021-07-03,Ireland,,1,2,1,3,1,1,0,3
2021-07-03,Israel,,1,1,0,0,0,0,0,4
2021-07-03,Italy,,1,2,1,2,1,0,0,3
2021-07-03,Japan,,1,2,2,2,0,1,1,4
2021-07-03,Latvia,,2,1,1,3,0,0,0,2
2021-07-03,Lithuania,,1,1,1,0,0,0,0,2
2021-07-03,Luxembourg,,1,1,1,2,0,1,0,3
2021-07-03,Mexico,,3,2,1,0,1,1,2,1
2021-07-03,Netherlands,,1,1,1,0,0,0,0,3
2021-07-03,New Zealand,,0,0,0,0,0,0,0,4
2021-07-03,Norway,,1,2,1,3,1,1,0,2
2021-07-03,Poland,,1,1,1,2,0,1,1,2
2021-07-03,Portugal,,2,2,2,4,1,2,2,3
2021-07-03,Slovakia,,2,1,2,4,0,0,0,2
2021-07-03,Slovenia,,1,1,1,3,0,9,0,1
2021-07-03,South Korea,,1,1,1,4,0,0,0,2
2021-07-03,Spain,,1,1,2,4,0,1,0,3
2021-07-03,Sweden,,0,1,1,3,1,1,1,3
2021-07-03,Switzerland,,1,2,1,3,0,1,0,3
2021-07-03,Taiwan,,3,2,2,4,0,2,1,4
2021-07-03,Turkey,,1,1,1,3,1,1,1,1
2021-07-03,United Kingdom,,1,2,1,4,1,0,0,3
2021-07-03,United Kingdom,England,1,2,1,4,1,0,0,3
2021-07-03,United Kingdom,Northern Ireland,1,2,1,4,1,0,0,3
2021-07-03,United Kingdom,Scotland,1,2,1,4,1,0,0,3
2021-07-03,United Kingdom,Wales,1,2,1,3,1,0,0,3
2021-07-03,United States,,2,2,2,4,1,1,2,3
2021-07-03,United States,Alabama,0,0,1,0,0,0,1,3
2021-07-03,United States,Alaska,1,1,1,3,0,1,1,3
2021-07-03,United States,Arizona,0,1,1,0,0,0,1,3
2021-07-03,United States,Arkansas,1,1,1,0,1,0,1,3
2021-07-03,United States,California,2,0,1,1,0,0,1,3
2021-07-03,United States,Colorado,2,1,1,0,1,0,1,3
2021-07-03,United States,Connecticut,0,0,1,0,0,0,1,3
2021-07-03,United States,Delaware,2,1,1,2,0,0,1,3
2021-07-03,United States,Florida,0,0,1,0,0,0,1,3
2021-07-03,United States,Georgia,1,1,1,0,0,0,1,3
2021-07-03,United States,Hawaii,1,2,2,4,0,0,1,3
2021-07-03,United States,Idaho,1,1,1,0,0,0,1,3
2021-07-03,United States,Illinois,1,0,1,0,0,0,1,3
2021-07-03,United States,Indiana,2,0,1,2,0,0,1,3
2021-07-03,United States,Iowa,1,0,1,0,0,0,1,3
2021-07-03,United States,Kansas,0,1,1,0,0,1,1,3
2021-07-03,United States,Kentucky,0,0,1,0,1,0,1,3
2021-07-03,United States,Louisiana,1,1,2,0,0,1,1,3
2021-07-03,United States,Maine,1,0,1,0,0,0,1,3
2021-07-03,United States,Maryland,2,0,1,0,0,1,1,3
2021-07-03,United States,Massachusetts,1,0,1,0,1,0,1,3
2021-07-03,United States,Michigan,1,0,1,0,0,0,1,3
2021-07-03,United States,Minnesota,2,0,1,0,0,0,1,3
2021-07-03,United States,Mississippi,2,1,1,0,0,0,1,3
2021-07-03,United States,Missouri,1,0,1,0,0,0,1,3
2021-07-03,United States,Montana,1,1,1,2,0,0,1,3
2021-07-03,United States,Nebraska,0,0,1,0,0,1,1,3
2021-07-03,United States,Nevada,1,0,1,0,0,0,1,3
2021-07-03,United States,New Hampshire,1,1,1,0,0,0,1,3
2021-07-03,United States,New Jersey,0,0,1,0,0,0,1,3
2021-07-03,United States,New Mexico,1,0,1,0,1,0,1,3
2021-07-03,United States,New York,2,1,1,1,0,0,1,3
2021-07-03,United States,North Carolina,1,0,1,0,1,1,1,3
2021-07-03,United States,North Dakota,1,0,1,1,0,0,1,3
2021-07-03,United States,Ohio,1,0,1,0,0,0,1,3
2021-07-03,United States,Oklahoma,2,1,1,0,1,1,1,3
2021-07-03,United States,Oregon,0,0,1,0,1,1,1,3
2021-07-03,United States,Pennsylvania,0,0,1,0,0,0,1,3
2021-07-03,United States,Rhode Island,0,1,1,0,0,0,2,3
2021-07-03,United States,South Carolina,1,1,1,0,0,0,1,3
2021-07-03,United States,South Dakota,1,0,1,0,0,0,1,3
2021-07-03,United States,Tennessee,1,0,1,0,0,0,1,3
2021-07-03,United States,Texas,1,1,1,0,0,1,1,3
