tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-06-11,Australia,,9,9,9,9,9,9,9,9
2022-06-11,Australia,Australian Capital Territory,9,9,9,9,9,9,9,9
2022-06-11,Australia,New South Wales,9,9,9,9,9,9,9,9
2022-06-11,Australia,Northern Territory,9,9,9,9,9,9,9,9
2022-06-11,Australia,Queensland,9,9,9,9,9,9,9,9
2022-06-11,Australia,South Australia,9,9,9,9,9,9,9,9
2022-06-11,Australia,Tasmania,9,9,9,9,9,9,9,9
2022-06-11,Australia,Victoria,9,9,9,9,9,9,9,9
2022-06-11,Australia,Western Australia,9,9,9,9,9,9,9,9
2022-06-11,Austria,,2,2,1,2,0,0,0,0
2022-06-11,Belgium,,9,9,9,9,9,9,9,9
2022-06-11,Canada,,0,0,0,0,0,1,2,4
2022-06-11,Canada,Alberta,0,0,0,0,0,0,2,4
2022-06-11,Canada,British Columbia,0,2,0,0,0,0,2,4
2022-06-11,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-06-11,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-06-11,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-06-11,Canada,Northwest Territories,0,0,0,0,0,0,2,4
2022-06-11,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-06-11,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-06-11,Canada,Ontario,9,9,9,9,9,9,9,9
2022-06-11,Canada,Prince Edward Island,0,9,9,9,9,9,9,9
2022-06-11,Canada,Quebec,9,9,9,9,9,9,9,9
2022-06-11,Canada,Saskatchewan,0,0,0,0,0,0,2,4
2022-06-11,Canada,Yukon,9,9,9,9,9,9,9,9
2022-06-11,Chile,,1,1,1,2,0,0,0,2
2022-06-11,China,,3,3,2,4,2,3,2,2
2022-06-11,China,Anhui,9,9,9,9,9,9,9,9
2022-06-11,China,Beijing,9,9,9,9,9,9,9,9
2022-06-11,China,Chongqing,9,9,9,9,9,9,9,9
2022-06-11,China,Fujian,9,9,9,9,9,9,9,9
2022-06-11,China,Gansu,9,9,9,9,9,9,9,9
2022-06-11,China,Guangdong,9,9,9,9,9,9,9,9
2022-06-11,China,Guangxi,9,9,9,9,9,9,9,9
2022-06-11,China,Guizhou,9,9,9,9,9,9,9,9
2022-06-11,China,Hainan,9,9,9,9,9,9,9,9
2022-06-11,China,Hebei,9,9,9,9,9,9,9,9
2022-06-11,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-06-11,China,Henan,9,9,9,9,9,9,9,9
2022-06-11,China,Hubei,9,9,9,9,9,9,9,9
2022-06-11,China,Hunan,9,9,9,9,9,9,9,9
2022-06-11,China,Inner Mongolia,9,9,9,9,9,9,9,9
2022-06-11,China,Jiangsu,9,9,9,9,9,9,9,9
2022-06-11,China,Jiangxi,9,9,9,9,9,9,9,9
2022-06-11,China,Jilin,9,9,9,9,9,9,9,9
2022-06-11,China,Liaoning,9,9,9,9,9,9,9,9
2022-06-11,China,Ningxia,9,9,9,9,9,9,9,9
2022-06-11,China,Qinghai,9,9,9,9,9,9,9,9
2022-06-11,China,Shaanxi,9,9,9,9,9,9,9,9
2022-06-11,China,Shandong,9,9,9,9,9,9,9,9
2022-06-11,China,Shanghai,9,9,9,9,9,9,9,9
2022-06-11,China,Shanxi,9,9,9,9,9,9,9,9
2022-06-11,China,Sichuan,9,9,9,9,9,9,9,9
2022-06-11,China,Tianjin,9,9,9,9,9,9,9,9
2022-06-11,China,Tibet,9,9,9,9,9,9,9,9
