Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-09-06,Australia,,2,3,2,4,1,2,2,4
2021-09-06,Austria,,2,2,1,3,1,0,2,3
2021-09-06,Belgium,,1,2,1,4,0,0,0,3
2021-09-06,Canada,,2,3,2,4,1,2,2,4
2021-09-06,Canada,Alberta,9,9,9,9,9,9,9,9
2021-09-06,Canada,British Columbia,9,9,9,9,9,9,9,9
2021-09-06,Canada,Manitoba,9,9,9,9,9,9,9,9
2021-09-06,Canada,New Brunswick,9,9,9,9,9,9,9,9
2021-09-06,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2021-09-06,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2021-09-06,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2021-09-06,Canada,Nunavut,9,9,9,9,9,9,9,9
2021-09-06,Canada,Ontario,9,9,9,9,9,9,9,9
2021-09-06,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2021-09-06,Canada,Quebec,9,9,9,9,9,9,9,9
2021-09-06,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-09-06,Canada,Yukon,9,9,9,9,9,9,9,9
2021-09-06,Chile,,2,3,2,3,1,2,2,2
2021-09-06,China,,9,9,9,9,9,9,9,9
2021-09-06,China,Anhui,1,2,1,4,1,1,2,3
2021-09-06,China,Beijing,1,1,1,2,1,1,2,3
2021-09-06,China,Chongqing,1,1,1,1,1,1,1,3
2021-09-06,China,Fujian,1,1,1,1,0,0,1,3
2021-09-06,China,Gansu,1,2,2,3,0,0,1,3
2021-09-06,China,Guangdong,1,2,1,1,1,1,1,3
2021-09-06,China,Guangxi,1,1,2,0,2,0,2,3
2021-09-06,China,Guizhou,1,2,1,3,0,1,1,3
2021-09-06,China,Hainan,1,1,1,0,1,1,2,3
2021-09-06,China,Hebei,1,1,1,1,1,0,1,3
2021-09-06,China,Heilongjiang,1,1,1,0,1,1,1,3
2021-09-06,China,Henan,2,3,2,4,2,2,2,3
2021-09-06,China,Hubei,1,2,1,1,1,0,2,3
2021-09-06,China,Hunan,1,2,1,0,0,1,0,3
2021-09-06,China,Inner Mongolia,1,1,1,0,1,1,1,3
2021-09-06,China,Jiangsu,1,1,1,1,1,3,2,3
2021-09-06,China,Jiangxi,2,1,2,4,0,1,2,3
2021-09-06,China,Jilin,1,1,1,2,0,1,2,3
2021-09-06,China,Liaoning,1,2,2,3,0,0,0,3
2021-09-06,China,Ningxia,2,2,2,2,0,0,2,3
2021-09-06,China,Qinghai,1,1,1,1,1,1,2,3
2021-09-06,China,Shaanxi,1,2,2,0,0,1,2,3
2021-09-06,China,Shandong,1,2,2,4,0,0,1,3
2021-09-06,China,Shanghai,1,2,1,4,1,1,2,3
2021-09-06,China,Shanxi,1,1,1,3,1,1,1,3
2021-09-06,China,Sichuan,1,1,1,1,1,0,2,3
2021-09-06,China,Tianjin,1,1,1,1,0,0,1,3
2021-09-06,China,Tibet,1,1,1,2,1,1,1,3
2021-09-06,China,Xinjiang,1,1,1,1,1,0,1,3
2021-09-06,China,Yunnan,1,2,2,4,1,1,2,3
2021-09-06,China,Zhejiang,1,1,1,1,1,1,1,3
2021-09-06,Colombia,,3,1,1,3,2,2,1,1
2021-09-06,Costa Rica,,9,9,9,9,9,9,9,9
2021-09-06,Czechia,,9,9,9,9,9,9,9,9
2021-09-06,Denmark,,1,2,1,2,0,0,0,2
2021-09-06,Estonia,,9,9,9,9,9,9,9,9
2021-09-06,Finland,,1,1,1,4,0,1,0,2
2021-09-06,France,,1,2,2,3,1,0,2,3
2021-09-06,Germany,,3,2,2,3,1,1,0,2
2021-09-06,Greece,,2,2,2,3,1,2,1,3
2021-09-06,Hungary,,0,0,1,2,0,0,0,1
2021-09-06,Iceland,,2,1,1,2,0,0,0,3
2021-09-06,Ireland,,1,2,1,3,0,1,0,3
2021-09-06,Israel,,2,2,2,3,0,0,0,4
2021-09-06,Italy,,2,2,2,2,1,2,2,3
2021-09-06,Japan,,2,2,1,2,0,1,1,4
2021-09-06,Latvia,,1,1,1,3,0,0,0,2
2021-09-06,Lithuania,,0,0,1,1,0,0,0,2
2021-09-06,Luxembourg,,9,9,9,9,9,9,9,9
2021-09-06,Mexico,,0,2,1,0,1,1,2,1
2021-09-06,Netherlands,,1,2,1,0,1,0,0,3
2021-09-06,New Zealand,,3,3,2,4,2,2,2,4
2021-09-06,Norway,,1,1,1,0,1,1,0,2
2021-09-06,Poland,,1,1,1,2,0,1,0,2
2021-09-06,Portugal,,1,2,2,4,0,0,0,3
2021-09-06,Slovakia,,1,1,1,3,0,0,0,2
2021-09-06,Slovenia,,1,1,9,9,0,1,0,1
2021-09-06,South Korea,,2,2,2,4,0,0,0,2
2021-09-06,Spain,,1,1,2,4,0,2,0,2
2021-09-06,Sweden,,0,0,1,3,0,1,0,3
2021-09-06,Switzerland,,1,1,1,3,0,1,0,3
2021-09-06,Taiwan,,9,9,9,9,9,9,9,9
2021-09-06,Turkey,,9,9,9,9,9,9,9,9
2021-09-06,United Kingdom,,1,2,1,4,1,0,0,3
2021-09-06,United Kingdom,England,1,0,0,0,0,0,0,3
2021-09-06,United Kingdom,Northern Ireland,1,2,2,4,1,0,0,3
2021-09-06,United Kingdom,Scotland,1,0,1,0,0,0,0,3
