tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-07-04,Australia,,2,2,2,4,1,2,2,4
2021-07-04,Austria,,2,2,1,2,1,0,0,3
2021-07-04,Belgium,,1,2,1,4,0,1,0,3
2021-07-04,Canada,,3,2,2,4,1,1,2,4
2021-07-04,Canada,Alberta,1,0,1,0,0,1,0,4
2021-07-04,Canada,British Columbia,1,1,1,0,0,1,2,4
2021-07-04,Canada,Manitoba,2,1,1,4,0,1,2,4
2021-07-04,Canada,New Brunswick,1,1,1,3,0,1,2,4
2021-07-04,Canada,Newfoundland and Labrador,1,1,1,3,1,1,2,4
2021-07-04,Canada,Northwest Territories,1,1,1,2,1,1,2,4
2021-07-04,Canada,Nova Scotia,1,1,1,3,0,1,2,4
2021-07-04,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-07-04,Canada,Ontario,3,1,1,4,0,1,0,4
2021-07-04,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-07-04,Canada,Quebec,1,1,1,4,0,1,0,4
2021-07-04,Canada,Saskatchewan,2,1,1,3,0,1,1,9
2021-07-04,Canada,Yukon,1,1,1,4,0,1,2,9
2021-07-04,Chile,,3,3,2,4,2,3,2,4
2021-07-04,China,,1,2,2,4,1,2,2,3
2021-07-04,China,Anhui,1,1,1,1,1,0,1,3
2021-07-04,China,Beijing,1,1,1,2,0,1,1,3
2021-07-04,China,Chongqing,1,1,1,1,1,1,1,3
2021-07-04,China,Fujian,1,1,1,0,0,0,1,3
2021-07-04,China,Gansu,1,1,2,0,0,0,1,3
2021-07-04,China,Guangdong,1,2,1,3,1,0,9,3
2021-07-04,China,Guangxi,1,1,1,1,1,0,1,3
2021-07-04,China,Guizhou,1,1,1,1,0,1,1,3
2021-07-04,China,Hainan,1,1,0,0,0,0,1,3
2021-07-04,China,Hebei,1,1,0,0,0,0,1,3
2021-07-04,China,Heilongjiang,1,1,1,1,1,1,1,3
2021-07-04,China,Henan,1,1,0,0,1,0,1,3
2021-07-04,China,Hubei,1,1,1,1,0,0,1,3
2021-07-04,China,Hunan,1,1,1,0,0,0,1,3
2021-07-04,China,Inner Mongolia,1,1,1,0,1,0,1,3
2021-07-04,China,Jiangsu,1,1,1,1,1,0,1,3
2021-07-04,China,Jiangxi,1,1,1,1,0,1,2,3
2021-07-04,China,Jilin,1,1,1,2,0,1,1,3
2021-07-04,China,Liaoning,1,1,1,0,0,0,0,3
2021-07-04,China,Ningxia,1,1,1,0,0,0,1,3
2021-07-04,China,Qinghai,1,1,1,1,1,1,1,3
2021-07-04,China,Shaanxi,1,1,1,1,1,1,1,3
2021-07-04,China,Shandong,1,1,1,1,0,0,1,3
2021-07-04,China,Shanghai,1,1,1,1,1,1,1,3
2021-07-04,China,Shanxi,1,1,1,1,1,1,1,3
2021-07-04,China,Sichuan,1,1,1,1,1,0,2,3
2021-07-04,China,Tianjin,1,1,1,1,1,0,1,3
2021-07-04,China,Tibet,1,1,1,2,0,0,1,3
2021-07-04,China,Xinjiang,1,1,1,1,0,0,0,3
2021-07-04,China,Yunnan,1,2,2,4,1,1,2,3
2021-07-04,China,Zhejiang,1,1,1,1,1,1,2,3
2021-07-04,Colombia,,3,2,2,3,2,2,0,1
2021-07-04,Costa Rica,,3,2,2,3,0,1,0,1
2021-07-04,Czechia,,1,1,1,2,0,0,0,3
2021-07-04,Denmark,,1,2,2,2,0,0,0,3
2021-07-04,Estonia,,1,1,1,3,0,0,0,2
2021-07-04,Finland,,1,1,1,4,0,1,0,3
2021-07-04,France,,1,2,2,3,0,0,0,3
2021-07-04,Germany,,1,2,2,4,1,1,1,3
2021-07-04,Greece,,1,1,1,0,1,1,0,3
2021-07-04,Hungary,,0,0,0,3,0,0,0,3
2021-07-04,Iceland,,2,0,0,0,0,0,0,3
2021-07-04,Ireland,,1,2,1,3,0,1,0,3
2021-07-04,Israel,,1,1,0,0,0,0,0,4
2021-07-04,Italy,,1,2,1,2,1,0,0,3
2021-07-04,Japan,,1,2,2,2,0,1,1,4
2021-07-04,Latvia,,2,1,1,3,0,0,0,2
2021-07-04,Lithuania,,1,1,1,0,0,0,0,2
2021-07-04,Luxembourg,,1,1,1,2,0,1,0,3
2021-07-04,Mexico,,3,2,1,0,1,1,2,1
2021-07-04,Netherlands,,1,1,1,0,0,0,0,3
2021-07-04,New Zealand,,0,0,0,0,0,0,0,4
2021-07-04,Norway,,1,2,1,3,1,1,0,2
2021-07-04,Poland,,1,1,1,2,0,1,1,2
2021-07-04,Portugal,,2,2,2,4,1,2,2,3
2021-07-04,Slovakia,,2,1,2,4,0,0,0,2
2021-07-04,Slovenia,,1,1,1,3,0,9,0,1
2021-07-04,South Korea,,1,1,1,4,0,0,0,2
2021-07-04,Spain,,1,1,2,4,0,1,0,3
2021-07-04,Sweden,,0,1,1,3,1,1,1,3
2021-07-04,Switzerland,,1,2,1,3,0,1,0,3
2021-07-04,Taiwan,,3,2,2,4,0,2,1,4
2021-07-04,Turkey,,1,1,1,3,1,1,1,1
2021-07-04,United Kingdom,,1,2,1,4,1,0,0,3
2021-07-04,United Kingdom,England,1,2,1,4,1,0,0,3
2021-07-04,United Kingdom,Northern Ireland,1,2,1,4,1,0,0,3
2021-07-04,United Kingdom,Scotland,1,2,1,4,1,0,0,3
2021-07-04,United Kingdom,Wales,1,2,1,3,1,0,0,3
2021-07-04,United States,,2,2,2,4,1,1,2,3
2021-07-04,United States,Alabama,0,0,1,0,0,0,1,3
2021-07-04,United States,Alaska,1,1,1,3,0,1,1,3
2021-07-04,United States,Arizona,0,1,1,0,0,0,1,3
2021-07-04,United States,Arkansas,1,1,1,0,1,0,1,3
2021-07-04,United States,California,2,0,1,1,0,0,1,3
2021-07-04,United States,Colorado,2,1,1,0,1,0,1,3
2021-07-04,United States,Connecticut,0,0,1,0,0,0,1,3
2021-07-04,United States,Delaware,2,1,1,2,0,0,1,3
2021-07-04,United States,Florida,0,0,1,0,0,0,1,3
2021-07-04,United States,Georgia,1,1,1,0,0,0,1,3
2021-07-04,United States,Hawaii,1,2,2,4,0,0,1,3
2021-07-04,United States,Idaho,1,1,1,0,0,0,1,3
2021-07-04,United States,Illinois,1,0,1,0,0,0,1,3
2021-07-04,United States,Indiana,2,0,1,2,0,0,1,3
2021-07-04,United States,Iowa,1,0,1,0,0,0,1,3
2021-07-04,United States,Kansas,0,1,1,0,0,1,1,3
2021-07-04,United States,Kentucky,0,0,1,0,1,0,1,3
2021-07-04,United States,Louisiana,1,1,2,2,0,1,1,3
2021-07-04,United States,Maine,1,0,1,0,0,0,1,3
2021-07-04,United States,Maryland,2,0,1,0,0,1,1,3
2021-07-04,United States,Massachusetts,1,0,1,0,1,0,1,3
2021-07-04,United States,Michigan,1,0,1,0,0,0,1,3
2021-07-04,United States,Minnesota,2,0,1,0,0,0,1,3
2021-07-04,United States,Mississippi,2,1,1,0,0,0,1,3
2021-07-04,United States,Missouri,1,0,1,0,0,0,1,3
2021-07-04,United States,Montana,1,1,1,2,0,0,1,3
2021-07-04,United States,Nebraska,0,0,1,0,0,1,1,3
2021-07-04,United States,Nevada,1,0,1,0,0,0,1,3
2021-07-04,United States,New Hampshire,1,1,1,0,0,0,1,3
2021-07-04,United States,New Jersey,0,0,1,0,0,0,1,3
2021-07-04,United States,New Mexico,1,0,1,0,1,0,1,3
2021-07-04,United States,New York,2,1,1,1,0,0,1,3
2021-07-04,United States,North Carolina,1,0,1,0,1,1,1,3
2021-07-04,United States,North Dakota,1,0,1,1,0,0,1,3
2021-07-04,United States,Ohio,1,0,1,0,0,0,1,3
2021-07-04,United States,Oklahoma,2,1,1,0,1,1,1,3
2021-07-04,United States,Oregon,0,0,1,0,1,1,1,3
2021-07-04,United States,Pennsylvania,0,0,1,0,0,0,1,3
2021-07-04,United States,Rhode Island,0,1,1,0,0,0,2,3
2021-07-04,United States,South Carolina,1,1,1,0,0,0,1,3
