Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-07-19,Australia,,9,9,9,9,9,9,9,9
2022-07-19,Australia,Australian Capital Territory,9,9,9,9,9,9,9,9
2022-07-19,Australia,New South Wales,9,9,9,9,9,9,9,9
2022-07-19,Australia,Northern Territory,9,9,9,9,9,9,9,9
2022-07-19,Australia,Queensland,9,9,9,9,9,9,9,9
2022-07-19,Australia,South Australia,9,9,9,9,9,9,9,9
2022-07-19,Australia,Tasmania,9,9,9,9,9,9,9,9
2022-07-19,Australia,Victoria,9,9,9,9,9,9,9,9
2022-07-19,Australia,Western Australia,9,9,9,9,9,9,9,9
2022-07-19,Austria,,9,9,9,9,9,9,9,9
2022-07-19,Belgium,,9,9,9,9,9,9,9,9
2022-07-19,Canada,,0,9,9,9,0,9,9,9
2022-07-19,Canada,Alberta,9,9,9,9,9,9,9,9
2022-07-19,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-07-19,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-07-19,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-07-19,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-07-19,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-07-19,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-07-19,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-07-19,Canada,Ontario,9,9,9,9,9,9,9,9
2022-07-19,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2022-07-19,Canada,Quebec,9,9,9,9,9,9,9,9
2022-07-19,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-07-19,Canada,Yukon,9,9,9,9,9,9,9,9
2022-07-19,Chile,,9,9,9,9,9,9,9,9
2022-07-19,China,,9,9,9,9,9,9,9,9
2022-07-19,China,Anhui,3,3,2,4,2,3,2,3
2022-07-19,China,Beijing,2,2,2,4,2,2,2,3
2022-07-19,China,Chongqing,9,9,9,9,9,9,9,9
2022-07-19,China,Fujian,2,1,1,1,1,1,2,3
2022-07-19,China,Gansu,2,2,2,4,2,3,2,3
2022-07-19,China,Guangdong,9,9,9,9,9,9,9,9
2022-07-19,China,Guangxi,9,9,9,9,9,9,9,9
2022-07-19,China,Guizhou,1,1,1,3,0,0,1,3
2022-07-19,China,Hainan,9,9,9,9,9,9,9,9
2022-07-19,China,Hebei,1,1,0,0,0,0,0,3
2022-07-19,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-07-19,China,Henan,1,2,2,4,0,2,2,3
2022-07-19,China,Hubei,9,9,9,9,9,9,9,9
2022-07-19,China,Hunan,1,1,1,2,1,0,2,3
2022-07-19,China,Inner Mongolia,9,9,9,9,9,9,9,9
2022-07-19,China,Jiangsu,9,9,9,9,9,9,9,9
2022-07-19,China,Jiangxi,9,9,9,9,9,9,9,9
2022-07-19,China,Jilin,2,2,2,3,2,1,2,3
2022-07-19,China,Liaoning,3,2,2,4,1,2,2,3
2022-07-19,China,Ningxia,9,9,9,9,9,9,9,9
2022-07-19,China,Qinghai,9,9,9,9,9,9,9,9
2022-07-19,China,Shaanxi,9,9,9,9,9,9,9,9
2022-07-19,China,Shandong,2,2,2,4,2,2,2,9
2022-07-19,China,Shanghai,9,9,9,9,9,9,9,9
2022-07-19,China,Shanxi,1,1,2,3,2,2,2,3
2022-07-19,China,Sichuan,1,2,2,4,0,0,2,3
2022-07-19,China,Tianjin,9,9,9,9,9,9,9,9
2022-07-19,China,Tibet,9,9,9,9,9,9,9,9
2022-07-19,China,Xinjiang,1,1,1,1,1,1,2,3
2022-07-19,China,Yunnan,1,1,2,2,1,1,2,3
2022-07-19,China,Zhejiang,1,1,1,1,1,1,1,3
2022-07-19,Colombia,,9,9,9,9,9,9,9,9
2022-07-19,Costa Rica,,9,9,9,9,9,9,9,9
2022-07-19,Czechia,,9,9,9,9,9,9,9,9
2022-07-19,Denmark,,9,9,9,9,9,9,9,9
2022-07-19,Estonia,,9,9,9,9,9,9,9,9
2022-07-19,Finland,,9,9,9,9,9,9,9,9
2022-07-19,France,,9,9,9,9,9,9,9,9
2022-07-19,Germany,,9,9,9,9,9,9,9,9
