Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-11-21,Australia,,9,9,9,9,9,9,9,9
2021-11-21,Austria,,9,9,9,9,9,9,9,9
2021-11-21,Belgium,,1,2,2,3,0,0,0,3
2021-11-21,Canada,,9,9,9,9,9,9,9,9
2021-11-21,Canada,Alberta,9,9,9,9,9,9,9,9
2021-11-21,Canada,British Columbia,9,9,9,9,9,9,9,9
2021-11-21,Canada,Manitoba,9,9,9,9,9,9,9,9
2021-11-21,Canada,New Brunswick,9,9,9,9,9,9,9,9
2021-11-21,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2021-11-21,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2021-11-21,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2021-11-21,Canada,Nunavut,9,9,9,9,9,9,9,9
2021-11-21,Canada,Ontario,9,9,9,9,9,9,9,9
2021-11-21,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2021-11-21,Canada,Quebec,9,9,9,9,9,9,9,9
2021-11-21,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-11-21,Canada,Yukon,9,9,9,9,9,9,9,9
2021-11-21,Chile,,9,9,9,9,9,9,9,9
2021-11-21,China,,9,9,9,9,9,9,9,9
2021-11-21,China,Anhui,9,9,9,9,9,9,9,9
2021-11-21,China,Beijing,9,9,9,9,9,9,9,9
2021-11-21,China,Chongqing,9,9,9,9,9,9,9,9
2021-11-21,China,Fujian,9,9,9,9,9,9,9,9
2021-11-21,China,Gansu,9,9,9,9,9,9,9,9
2021-11-21,China,Guangdong,9,9,9,9,9,9,9,9
2021-11-21,China,Guangxi,9,9,9,9,9,9,9,9
2021-11-21,China,Guizhou,9,9,9,9,9,9,9,9
2021-11-21,China,Hainan,9,9,9,9,9,9,9,9
2021-11-21,China,Hebei,9,9,9,9,9,9,9,9
2021-11-21,China,Heilongjiang,9,9,9,9,9,9,9,9
2021-11-21,China,Henan,9,9,9,9,9,9,9,9
2021-11-21,China,Hubei,9,9,9,9,9,9,9,9
2021-11-21,China,Hunan,9,9,9,9,9,9,9,9
2021-11-21,China,Inner Mongolia,9,9,9,9,9,9,9,9
2021-11-21,China,Jiangsu,9,9,9,9,9,9,9,9
2021-11-21,China,Jiangxi,9,9,9,9,9,9,9,9
2021-11-21,China,Jilin,9,9,9,9,9,9,9,9
2021-11-21,China,Liaoning,9,9,9,9,9,9,9,9
2021-11-21,China,Ningxia,9,9,9,9,9,9,9,9
2021-11-21,China,Qinghai,9,9,9,9,9,9,9,9
2021-11-21,China,Shaanxi,9,9,9,9,9,9,9,9
2021-11-21,China,Shandong,9,9,9,9,9,9,9,9
2021-11-21,China,Shanghai,9,9,9,9,9,9,9,9
2021-11-21,China,Shanxi,9,9,9,9,9,9,9,9
2021-11-21,China,Sichuan,9,9,9,9,9,9,9,9
2021-11-21,China,Tianjin,9,9,9,9,9,9,9,9
2021-11-21,China,Tibet,9,9,9,9,9,9,9,9
2021-11-21,China,Xinjiang,9,9,9,9,9,9,9,9
2021-11-21,China,Yunnan,9,9,9,9,9,9,9,9
2021-11-21,China,Zhejiang,9,9,9,9,9,9,9,9
2021-11-21,Colombia,,1,2,2,3,1,2,0,1
2021-11-21,Costa Rica,,9,9,9,9,9,9,9,9
2021-11-21,Czechia,,1,1,1,3,0,0,0,1
2021-11-21,Denmark,,1,2,2,2,0,0,0,2
2021-11-21,Estonia,,9,9,9,9,9,9,9,9
2021-11-21,Finland,,1,0,1,3,0,0,0,2
2021-11-21,France,,9,9,9,9,9,9,9,9
2021-11-21,Germany,,9,9,9,9,9,9,9,9
