Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-11-07,Australia,,1,2,9,9,9,9,9,9
2021-11-07,Austria,,9,9,9,9,9,9,9,9
2021-11-07,Belgium,,1,2,2,3,0,0,0,3
2021-11-07,Canada,,9,9,9,9,9,9,9,9
2021-11-07,Canada,Alberta,9,9,9,9,9,9,9,9
2021-11-07,Canada,British Columbia,9,9,9,9,9,9,9,9
2021-11-07,Canada,Manitoba,9,9,9,9,9,9,9,9
2021-11-07,Canada,New Brunswick,9,9,9,9,9,9,9,9
2021-11-07,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2021-11-07,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2021-11-07,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2021-11-07,Canada,Nunavut,9,9,9,9,9,9,9,9
2021-11-07,Canada,Ontario,9,9,9,9,9,9,9,9
2021-11-07,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2021-11-07,Canada,Quebec,9,9,9,9,9,9,9,9
2021-11-07,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-11-07,Canada,Yukon,9,9,9,9,9,9,9,9
2021-11-07,Chile,,1,1,1,2,0,0,2,2
2021-11-07,China,,3,3,2,4,1,3,2,2
2021-11-07,China,Anhui,9,9,9,9,9,9,9,9
2021-11-07,China,Beijing,2,2,2,4,1,3,2,3
2021-11-07,China,Chongqing,1,2,2,3,1,1,2,3
2021-11-07,China,Fujian,1,1,1,2,1,1,2,3
2021-11-07,China,Gansu,3,3,2,3,2,3,2,3
2021-11-07,China,Guangdong,1,2,1,0,1,1,1,3
2021-11-07,China,Guangxi,1,1,2,1,2,0,2,3
2021-11-07,China,Guizhou,1,2,2,3,1,1,2,3
2021-11-07,China,Hainan,1,1,0,0,0,0,1,3
2021-11-07,China,Hebei,3,3,2,4,2,3,2,3
2021-11-07,China,Heilongjiang,1,2,2,1,1,2,2,3
2021-11-07,China,Henan,1,1,0,0,0,1,2,3
2021-11-07,China,Hubei,1,1,1,1,1,3,1,3
2021-11-07,China,Hunan,1,1,0,1,1,3,2,3
2021-11-07,China,Inner Mongolia,3,2,2,4,2,3,2,3
2021-11-07,China,Jiangsu,3,2,2,4,1,1,2,3
2021-11-07,China,Jiangxi,1,2,1,4,0,0,2,3
2021-11-07,China,Jilin,1,2,2,3,0,1,2,3
2021-11-07,China,Liaoning,1,1,2,4,0,0,2,3
2021-11-07,China,Ningxia,2,2,2,2,1,1,2,3
