Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-06-19,Australia,,2,1,1,4,1,0,2,4
2021-06-19,Austria,,2,2,2,4,1,0,0,3
2021-06-19,Belgium,,1,2,1,4,0,1,0,3
2021-06-19,Canada,,3,3,2,4,1,1,2,4
2021-06-19,Canada,Alberta,1,2,1,4,0,1,1,4
2021-06-19,Canada,British Columbia,1,1,1,4,0,1,0,4
2021-06-19,Canada,Manitoba,2,3,2,4,0,2,2,4
2021-06-19,Canada,New Brunswick,1,1,1,3,0,1,2,4
2021-06-19,Canada,Newfoundland and Labrador,1,1,1,3,1,1,2,4
2021-06-19,Canada,Northwest Territories,1,1,1,3,1,1,2,4
2021-06-19,Canada,Nova Scotia,2,1,1,3,0,1,2,4
2021-06-19,Canada,Nunavut,2,2,1,4,0,1,2,9
2021-06-19,Canada,Ontario,3,2,1,4,1,1,0,4
2021-06-19,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-06-19,Canada,Quebec,1,2,2,4,0,1,0,4
2021-06-19,Canada,Saskatchewan,2,2,1,4,0,1,1,9
2021-06-19,Canada,Yukon,1,1,1,3,0,1,2,9
2021-06-19,Chile,,3,3,2,4,2,3,2,4
2021-06-19,China,,3,3,2,4,1,2,2,3
2021-06-19,China,Anhui,1,1,1,1,1,0,1,3
2021-06-19,China,Beijing,1,1,1,2,0,1,1,3
2021-06-19,China,Chongqing,1,1,1,1,1,1,1,3
2021-06-19,China,Fujian,1,1,1,0,0,0,1,3
2021-06-19,China,Gansu,1,1,2,0,0,0,1,3
2021-06-19,China,Guangdong,2,2,2,4,1,3,1,3
2021-06-19,China,Guangxi,1,1,1,1,1,0,1,3
2021-06-19,China,Guizhou,1,1,1,1,0,1,1,3
2021-06-19,China,Hainan,1,1,0,0,1,0,1,3
2021-06-19,China,Hebei,1,1,0,0,0,0,1,3
2021-06-19,China,Heilongjiang,1,1,1,1,1,1,1,3
2021-06-19,China,Henan,1,1,0,0,1,0,1,3
2021-06-19,China,Hubei,1,1,1,1,0,0,1,3
2021-06-19,China,Hunan,1,1,1,0,0,0,1,3
2021-06-19,China,Inner Mongolia,1,1,1,0,1,0,1,3
2021-06-19,China,Jiangsu,1,1,1,1,1,0,1,3
2021-06-19,China,Jiangxi,1,1,1,1,0,1,2,3
2021-06-19,China,Jilin,1,1,1,2,0,1,1,3
2021-06-19,China,Liaoning,1,1,1,0,0,0,0,3
2021-06-19,China,Ningxia,1,1,1,0,0,0,1,3
2021-06-19,China,Qinghai,1,1,1,1,1,1,1,3
2021-06-19,China,Shaanxi,1,1,1,1,1,1,1,3
2021-06-19,China,Shandong,1,1,1,1,0,0,1,3
2021-06-19,China,Shanghai,1,1,1,1,1,1,1,3
2021-06-19,China,Shanxi,1,1,1,1,1,1,1,3
2021-06-19,China,Sichuan,1,1,1,1,1,0,2,3
2021-06-19,China,Tianjin,1,1,1,1,1,0,1,3
2021-06-19,China,Tibet,1,1,1,2,0,0,1,3
2021-06-19,China,Xinjiang,1,1,1,1,0,0,0,3
2021-06-19,China,Yunnan,1,2,2,4,1,1,1,3
2021-06-19,China,Zhejiang,1,2,2,4,1,2,2,3
2021-06-19,Colombia,,3,2,2,3,2,2,0,1
2021-06-19,Costa Rica,,3,2,2,3,0,1,0,1
2021-06-19,Czechia,,1,2,1,2,0,0,0,3
2021-06-19,Denmark,,1,2,2,3,0,0,0,3
2021-06-19,Estonia,,1,1,1,2,0,0,0,2
2021-06-19,Finland,,2,2,1,4,0,1,0,3
2021-06-19,France,,1,2,1,4,0,2,0,3
2021-06-19,Germany,,1,2,2,4,1,1,1,3
2021-06-19,Greece,,1,1,1,0,1,2,0,3
2021-06-19,Hungary,,2,1,1,3,0,2,0,2
2021-06-19,Iceland,,2,1,1,2,0,0,0,2
2021-06-19,Ireland,,1,2,1,3,1,1,0,3
2021-06-19,Israel,,0,0,0,0,0,0,0,4
2021-06-19,Italy,,1,3,2,4,1,2,2,3
2021-06-19,Japan,,2,2,2,2,0,1,1,4
2021-06-19,Latvia,,2,1,1,3,0,0,0,2
2021-06-19,Lithuania,,2,1,1,4,0,0,0,2
2021-06-19,Luxembourg,,1,1,1,2,0,1,0,3
2021-06-19,Mexico,,3,2,1,0,1,1,2,1
2021-06-19,Netherlands,,1,2,2,4,1,1,1,3
2021-06-19,New Zealand,,0,0,0,0,0,0,0,4
2021-06-19,Norway,,1,2,1,3,1,1,0,3
2021-06-19,Poland,,1,2,1,2,1,1,1,2
2021-06-19,Portugal,,1,2,2,4,1,1,2,3
2021-06-19,Slovakia,,2,1,2,4,0,0,0,2
2021-06-19,Slovenia,,1,1,1,3,0,0,0,1
