Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-07-23,Australia,,9,9,9,9,9,9,9,9
2022-07-23,Australia,Australian Capital Territory,9,9,9,9,9,9,9,9
2022-07-23,Australia,New South Wales,9,9,9,9,9,9,9,9
2022-07-23,Australia,Northern Territory,9,9,9,9,9,9,9,9
2022-07-23,Australia,Queensland,9,9,9,9,9,9,9,9
2022-07-23,Australia,South Australia,9,9,9,9,9,9,9,9
2022-07-23,Australia,Tasmania,9,9,9,9,9,9,9,9
2022-07-23,Australia,Victoria,9,9,9,9,9,9,9,9
2022-07-23,Australia,Western Australia,9,9,9,9,9,9,9,9
2022-07-23,Austria,,9,9,9,9,9,9,9,9
2022-07-23,Belgium,,9,9,9,9,9,9,9,9
2022-07-23,Canada,,0,2,0,0,0,0,0,4
2022-07-23,Canada,Alberta,9,9,9,9,9,9,9,9
2022-07-23,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-07-23,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-07-23,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-07-23,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-07-23,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-07-23,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-07-23,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-07-23,Canada,Ontario,9,9,9,9,9,9,9,9
2022-07-23,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2022-07-23,Canada,Quebec,9,9,9,9,9,9,9,9
2022-07-23,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-07-23,Canada,Yukon,9,9,9,9,9,9,9,9
2022-07-23,Chile,,9,9,9,9,9,9,9,9
2022-07-23,China,,9,9,9,9,9,9,9,9
2022-07-23,China,Anhui,9,9,9,9,9,9,9,9
2022-07-23,China,Beijing,9,9,9,9,9,9,9,9
2022-07-23,China,Chongqing,9,9,9,9,9,9,9,9
2022-07-23,China,Fujian,9,9,9,9,9,9,9,9
2022-07-23,China,Gansu,9,9,9,9,9,9,9,9
2022-07-23,China,Guangdong,9,9,9,9,9,9,9,9
2022-07-23,China,Guangxi,9,9,9,9,9,9,9,9
2022-07-23,China,Guizhou,9,9,9,9,9,9,9,9
2022-07-23,China,Hainan,9,9,9,9,9,9,9,9
2022-07-23,China,Hebei,9,9,9,9,9,9,9,9
2022-07-23,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-07-23,China,Henan,9,9,9,9,9,9,9,9
2022-07-23,China,Hubei,9,9,9,9,9,9,9,9
2022-07-23,China,Hunan,9,9,9,9,9,9,9,9
2022-07-23,China,Inner Mongolia,9,9,9,9,9,9,9,9
2022-07-23,China,Jiangsu,9,9,9,9,9,9,9,9
2022-07-23,China,Jiangxi,9,9,9,9,9,9,9,9
2022-07-23,China,Jilin,9,9,9,9,9,9,9,9
2022-07-23,China,Liaoning,9,9,9,9,9,9,9,9
2022-07-23,China,Ningxia,9,9,9,9,9,9,9,9
2022-07-23,China,Qinghai,9,9,9,9,9,9,9,9
2022-07-23,China,Shaanxi,9,9,9,9,9,9,9,9
2022-07-23,China,Shandong,9,9,9,9,9,9,9,9
2022-07-23,China,Shanghai,9,9,9,9,9,9,9,9
2022-07-23,China,Shanxi,9,9,9,9,9,9,9,9
2022-07-23,China,Sichuan,9,9,9,9,9,9,9,9
2022-07-23,China,Tianjin,9,9,9,9,9,9,9,9
2022-07-23,China,Tibet,9,9,9,9,9,9,9,9
2022-07-23,China,Xinjiang,9,9,9,9,9,9,9,9
2022-07-23,China,Yunnan,9,9,9,9,9,9,9,9
2022-07-23,China,Zhejiang,9,9,9,9,9,9,9,9
2022-07-23,Colombia,,9,9,9,9,9,9,9,9
2022-07-23,Costa Rica,,9,9,9,9,9,9,9,9
2022-07-23,Czechia,,9,9,9,9,9,9,9,9
2022-07-23,Denmark,,9,9,9,9,9,9,9,9
2022-07-23,Estonia,,9,9,9,9,9,9,9,9
2022-07-23,Finland,,9,9,9,9,9,9,9,9
2022-07-23,France,,9,9,9,9,9,9,9,9
