tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-10-03,Australia,,9,9,9,9,9,9,9,9
2022-10-03,Austria,,2,2,1,2,0,0,0,0
2022-10-03,Belgium,,9,9,9,9,9,9,9,9
2022-10-03,Canada,,0,0,0,0,1,0,0,0
2022-10-03,Chile,,9,9,9,9,9,9,9,9
2022-10-03,China,,2,3,2,4,1,3,2,2
2022-10-03,Colombia,,9,9,9,9,9,9,9,9
2022-10-03,Costa Rica,,9,9,9,9,9,9,9,9
2022-10-03,Czechia,,9,9,9,9,9,9,9,9
2022-10-03,Denmark,,9,9,9,9,9,9,9,9
2022-10-03,Estonia,,0,0,0,0,0,0,0,0
2022-10-03,Finland,,9,9,9,9,9,9,9,9
2022-10-03,France,,9,9,9,9,9,9,9,9
2022-10-03,Germany,,9,9,9,9,9,9,9,9
2022-10-03,Greece,,9,9,9,9,9,9,9,9
2022-10-03,Hungary,,9,9,9,9,9,9,9,9
2022-10-03,Iceland,,9,9,9,9,9,9,9,9
2022-10-03,Ireland,,9,9,9,9,9,9,9,9
2022-10-03,Israel,,1,0,0,0,0,0,0,0
2022-10-03,Italy,,0,1,0,0,0,0,0,1
2022-10-03,Japan,,9,9,9,9,9,9,9,9
2022-10-03,Latvia,,9,9,9,9,9,9,9,9
2022-10-03,Lithuania,,9,9,9,9,9,9,9,9
2022-10-03,Luxembourg,,9,9,9,9,9,9,9,9
2022-10-03,Mexico,,9,9,9,9,9,9,9,9
2022-10-03,Netherlands,,9,9,9,9,9,9,9,9
2022-10-03,New Zealand,,9,9,9,9,9,9,9,9
2022-10-03,Norway,,9,9,9,9,9,9,9,9
2022-10-03,Poland,,9,9,9,9,9,9,9,9
2022-10-03,Portugal,,9,9,9,9,9,9,9,9
2022-10-03,Slovakia,,9,9,9,9,9,9,9,9
2022-10-03,Slovenia,,9,9,9,9,9,9,9,9
2022-10-03,South Korea,,9,9,9,9,9,9,9,9
2022-10-03,Spain,,0,0,0,0,0,0,0,1
2022-10-03,Sweden,,9,9,9,9,9,9,9,9
2022-10-03,Switzerland,,0,0,0,0,0,0,0,0
2022-10-03,Taiwan,,1,1,1,0,1,0,0,2
2022-10-03,Turkey,,9,9,9,9,9,9,9,9
2022-10-03,United Kingdom,,9,9,9,9,9,9,9,9
2022-10-03,United States,,9,9,9,9,9,9,9,9
