tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-09-18,Australia,,0,0,0,0,0,0,0,0
2022-09-18,Austria,,2,2,1,2,0,0,0,0
2022-09-18,Belgium,,9,9,9,9,9,9,9,9
2022-09-18,Canada,,0,0,0,0,1,0,0,1
2022-09-18,Chile,,9,9,9,9,9,9,9,9
2022-09-18,China,,9,9,9,9,9,9,9,9
2022-09-18,Colombia,,9,9,9,9,9,9,9,9
2022-09-18,Costa Rica,,9,9,9,9,9,9,9,9
2022-09-18,Czechia,,9,9,9,9,9,9,9,9
2022-09-18,Denmark,,9,9,9,9,9,9,9,9
2022-09-18,Estonia,,9,9,9,9,9,9,9,9
2022-09-18,Finland,,9,9,9,9,9,9,9,9
2022-09-18,France,,9,9,9,9,9,9,9,9
2022-09-18,Germany,,0,0,0,0,0,1,0,0
2022-09-18,Greece,,9,9,9,9,9,9,9,9
2022-09-18,Hungary,,9,9,9,9,9,9,9,9
2022-09-18,Iceland,,0,0,0,0,0,0,0,0
2022-09-18,Ireland,,9,9,9,9,9,9,9,9
2022-09-18,Israel,,1,0,0,0,0,0,0,0
2022-09-18,Italy,,0,1,0,0,0,0,0,0
2022-09-18,Japan,,1,1,1,1,0,1,1,1
2022-09-18,Latvia,,9,9,9,9,9,9,9,9
2022-09-18,Lithuania,,9,9,9,9,9,9,9,9
2022-09-18,Luxembourg,,0,0,0,0,0,0,0,1
2022-09-18,Mexico,,9,9,9,9,9,9,9,9
2022-09-18,Netherlands,,9,9,9,9,9,9,9,9
2022-09-18,New Zealand,,9,9,9,9,9,9,9,9
2022-09-18,Norway,,9,9,9,9,9,9,9,9
2022-09-18,Poland,,9,9,9,9,9,9,9,9
2022-09-18,Portugal,,0,0,0,0,0,0,0,1
2022-09-18,Slovakia,,0,0,0,0,0,0,0,0
2022-09-18,Slovenia,,9,9,9,9,9,9,9,9
2022-09-18,South Korea,,0,0,0,0,0,0,0,1
2022-09-18,Spain,,9,9,9,9,9,9,9,9
2022-09-18,Sweden,,0,0,0,0,0,0,0,0
2022-09-18,Switzerland,,9,9,9,9,9,9,9,9
2022-09-18,Taiwan,,9,9,9,9,9,9,9,9
2022-09-18,Turkey,,9,9,9,9,9,9,9,9
2022-09-18,United Kingdom,,9,9,9,9,9,9,9,9
2022-09-18,United States,,9,9,9,9,9,9,9,9
