Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-08-08,Australia,,2,2,2,4,1,2,2,4
2021-08-08,Austria,,2,2,1,2,1,0,0,3
2021-08-08,Belgium,,1,2,1,4,0,0,0,3
2021-08-08,Canada,,2,2,1,4,1,1,2,4
2021-08-08,Canada,Alberta,1,0,1,0,0,1,0,4
2021-08-08,Canada,British Columbia,1,1,1,0,0,1,2,4
2021-08-08,Canada,Manitoba,2,0,1,1,0,1,2,4
2021-08-08,Canada,New Brunswick,0,0,1,0,0,1,0,4
2021-08-08,Canada,Newfoundland and Labrador,1,1,1,2,1,1,2,4
2021-08-08,Canada,Northwest Territories,1,1,1,2,1,1,2,4
2021-08-08,Canada,Nova Scotia,1,1,1,3,0,1,2,4
2021-08-08,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-08-08,Canada,Ontario,9,9,9,9,9,9,9,9
2021-08-08,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-08-08,Canada,Quebec,1,1,1,4,0,1,0,4
2021-08-08,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-08-08,Canada,Yukon,1,1,1,4,0,1,0,9
2021-08-08,Chile,,2,3,2,3,1,2,2,2
2021-08-08,China,,9,9,9,9,9,9,9,9
2021-08-08,China,Anhui,2,2,2,4,1,1,2,3
2021-08-08,China,Beijing,1,2,2,2,1,1,2,3
2021-08-08,China,Chongqing,2,2,1,1,1,1,1,3
2021-08-08,China,Fujian,1,2,2,3,1,0,1,3
2021-08-08,China,Gansu,1,2,2,3,0,0,1,3
2021-08-08,China,Guangdong,1,2,2,3,2,1,1,3
2021-08-08,China,Guangxi,1,1,2,0,2,0,2,3
2021-08-08,China,Guizhou,1,2,1,3,0,1,1,3
2021-08-08,China,Hainan,1,2,2,3,1,1,2,3
2021-08-08,China,Hebei,1,2,2,1,2,0,2,3
2021-08-08,China,Heilongjiang,1,2,2,3,1,1,1,3
2021-08-08,China,Henan,2,3,2,4,2,2,2,3
2021-08-08,China,Hubei,2,2,2,4,1,1,2,3
2021-08-08,China,Hunan,1,3,2,4,2,3,2,3
2021-08-08,China,Inner Mongolia,1,2,2,4,1,1,2,3
2021-08-08,China,Jiangsu,1,2,2,4,2,3,2,3
2021-08-08,China,Jiangxi,2,2,2,4,0,1,2,3
2021-08-08,China,Jilin,1,2,2,4,1,1,2,3
2021-08-08,China,Liaoning,1,2,2,3,0,0,2,3
2021-08-08,China,Ningxia,2,2,1,0,0,0,2,3
2021-08-08,China,Qinghai,1,1,1,1,1,1,2,3
2021-08-08,China,Shaanxi,1,2,2,4,0,1,1,3
2021-08-08,China,Shandong,1,2,2,4,0,0,1,3
2021-08-08,China,Shanghai,1,2,1,4,1,1,2,3
2021-08-08,China,Shanxi,1,1,1,3,1,1,2,3
2021-08-08,China,Sichuan,1,2,2,4,1,0,2,3
2021-08-08,China,Tianjin,1,1,1,1,1,0,1,3
2021-08-08,China,Tibet,1,1,1,2,1,1,1,3
2021-08-08,China,Xinjiang,1,1,1,1,0,0,1,3
2021-08-08,China,Yunnan,1,2,2,4,1,1,2,3
2021-08-08,China,Zhejiang,1,2,2,3,1,1,2,3
2021-08-08,Colombia,,3,1,1,0,2,2,0,1
2021-08-08,Costa Rica,,2,2,2,3,0,1,1,1
2021-08-08,Czechia,,2,1,1,1,0,0,0,3
2021-08-08,Denmark,,1,2,1,2,0,0,0,2
2021-08-08,Estonia,,1,0,0,1,0,0,0,2
2021-08-08,Finland,,1,1,1,4,0,1,0,2
2021-08-08,France,,1,2,2,3,0,0,0,3
2021-08-08,Germany,,1,2,2,4,1,1,0,2
2021-08-08,Greece,,1,1,1,4,1,1,1,1
2021-08-08,Hungary,,0,0,0,3,0,0,0,3
2021-08-08,Iceland,,2,1,1,2,0,0,0,3
2021-08-08,Ireland,,1,2,1,3,0,1,0,3
2021-08-08,Israel,,1,2,2,3,0,0,0,4
2021-08-08,Italy,,1,2,1,1,1,0,1,3
2021-08-08,Japan,,1,2,1,2,0,1,1,4
2021-08-08,Latvia,,2,1,1,3,0,0,0,2
2021-08-08,Lithuania,,1,1,1,0,0,0,0,2
2021-08-08,Luxembourg,,1,1,1,2,0,0,0,3
2021-08-08,Mexico,,3,3,2,4,1,2,2,1
2021-08-08,Netherlands,,1,2,1,0,1,0,0,3
2021-08-08,New Zealand,,0,0,0,0,0,0,0,4
2021-08-08,Norway,,1,1,1,3,1,1,0,2
2021-08-08,Poland,,1,1,1,2,0,1,0,2
2021-08-08,Portugal,,1,2,2,4,1,0,0,3
2021-08-08,Slovakia,,9,9,9,9,0,0,0,2
2021-08-08,Slovenia,,1,1,1,1,0,0,0,1
2021-08-08,South Korea,,3,2,2,4,0,0,0,2
2021-08-08,Spain,,1,1,2,4,0,2,0,2
2021-08-08,Sweden,,0,0,1,3,0,1,0,3
2021-08-08,Switzerland,,1,1,1,3,0,1,0,3
2021-08-08,Taiwan,,2,2,1,3,0,0,1,4
2021-08-08,Turkey,,1,1,1,3,1,1,1,1
2021-08-08,United Kingdom,,1,2,1,4,1,0,0,3
2021-08-08,United Kingdom,England,1,0,0,0,0,0,0,3
2021-08-08,United Kingdom,Northern Ireland,1,2,1,4,1,0,0,3
2021-08-08,United Kingdom,Scotland,1,2,1,4,1,0,0,3
2021-08-08,United Kingdom,Wales,1,0,0,0,0,0,0,3
2021-08-08,United States,,2,1,1,3,1,1,2,3
2021-08-08,United States,Alabama,0,0,1,0,0,0,1,3
2021-08-08,United States,Alaska,1,1,1,3,0,1,1,3
2021-08-08,United States,Arizona,0,1,1,0,0,0,1,3
2021-08-08,United States,Arkansas,1,1,1,0,0,0,1,3
2021-08-08,United States,California,1,0,1,1,0,0,1,3
2021-08-08,United States,Colorado,1,1,1,1,1,0,1,3
2021-08-08,United States,Connecticut,0,0,1,0,0,0,1,3
2021-08-08,United States,Delaware,2,0,1,0,0,0,1,3
2021-08-08,United States,Florida,0,0,1,0,0,0,1,3
2021-08-08,United States,Georgia,1,1,1,0,0,0,1,3
2021-08-08,United States,Hawaii,1,9,9,3,0,0,1,3
2021-08-08,United States,Idaho,1,1,1,0,0,0,1,3
2021-08-08,United States,Illinois,0,0,1,0,0,0,1,3
2021-08-08,United States,Indiana,2,0,1,0,0,0,1,3
2021-08-08,United States,Iowa,0,0,1,0,0,0,1,3
2021-08-08,United States,Kansas,0,1,1,0,0,1,1,3
2021-08-08,United States,Kentucky,1,1,1,1,0,1,1,3
2021-08-08,United States,Louisiana,1,1,2,2,0,1,1,3
2021-08-08,United States,Maine,1,0,1,0,0,0,1,3
2021-08-08,United States,Maryland,2,0,1,0,0,0,1,3
2021-08-08,United States,Massachusetts,1,0,1,0,1,0,1,3
2021-08-08,United States,Michigan,1,0,1,0,0,0,1,3
2021-08-08,United States,Minnesota,2,0,1,0,0,0,1,3
2021-08-08,United States,Mississippi,1,1,1,0,0,0,1,3
2021-08-08,United States,Missouri,1,0,1,0,0,0,1,3
2021-08-08,United States,Montana,1,1,1,0,0,0,1,3
2021-08-08,United States,Nebraska,0,0,1,0,0,1,1,3
2021-08-08,United States,Nevada,1,0,1,0,0,0,1,3
2021-08-08,United States,New Hampshire,1,1,1,0,0,0,1,3
2021-08-08,United States,New Jersey,0,0,1,0,0,0,1,3
2021-08-08,United States,New Mexico,1,1,1,0,1,0,1,3
2021-08-08,United States,New York,2,1,1,1,0,0,1,3
2021-08-08,United States,North Carolina,1,1,1,0,1,1,1,3
2021-08-08,United States,North Dakota,1,0,1,1,0,0,1,3
2021-08-08,United States,Ohio,1,0,1,0,0,0,1,3
2021-08-08,United States,Oklahoma,1,1,1,0,1,1,1,3
2021-08-08,United States,Oregon,9,9,9,9,9,9,9,9
2021-08-08,United States,Pennsylvania,0,0,1,0,0,0,1,3
2021-08-08,United States,Rhode Island,1,0,1,0,0,0,1,3
2021-08-08,United States,South Carolina,1,1,1,0,0,0,1,3
2021-08-08,United States,South Dakota,1,0,1,0,0,0,1,3
2021-08-08,United States,Tennessee,1,0,1,0,0,0,1,3
2021-08-08,United States,Texas,1,1,1,0,0,1,1,3
2021-08-08,United States,Utah,1,1,1,0,0,0,1,3
2021-08-08,United States,Vermont,0,0,1,0,0,0,1,3
2021-08-08,United States,Virginia,1,0,1,0,0,0,2,3
2021-08-08,United States,Washington,9,9,9,9,9,9,9,9
2021-08-08,United States,Washington DC,1,0,1,0,0,0,2,3
2021-08-08,United States,West Virginia,1,0,1,0,0,0,1,3
2021-08-08,United States,Wisconsin,0,0,1,0,0,0,1,3
2021-08-08,United States,Wyoming,1,1,1,0,2,0,1,3
