tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-04-09,Australia,,3,2,2,4,0,2,2,4
2020-04-09,Austria,,2,3,2,4,1,2,2,3
2020-04-09,Belgium,,2,3,2,4,0,2,2,4
2020-04-09,Canada,,3,3,2,4,0,1,2,4
2020-04-09,Canada,Alberta,3,3,2,3,1,1,1,4
2020-04-09,Canada,British Columbia,3,3,2,3,0,1,2,4
2020-04-09,Canada,Manitoba,2,3,2,3,0,1,1,4
2020-04-09,Canada,New Brunswick,3,3,2,4,1,2,2,4
2020-04-09,Canada,Newfoundland and Labrador,2,3,2,4,1,1,2,4
2020-04-09,Canada,Northwest Territories,2,2,2,0,0,1,2,4
2020-04-09,Canada,Nova Scotia,3,2,2,4,0,2,2,4
2020-04-09,Canada,Nunavut,1,2,1,0,0,2,2,4
2020-04-09,Canada,Ontario,3,3,2,4,1,1,0,4
2020-04-09,Canada,Prince Edward Island,3,3,2,4,0,1,2,4
2020-04-09,Canada,Quebec,3,3,2,4,0,2,2,4
2020-04-09,Canada,Saskatchewan,3,3,2,4,0,1,0,9
2020-04-09,Canada,Yukon,3,2,2,4,1,0,2,9
2020-04-09,Chile,,3,2,2,3,0,2,2,3
2020-04-09,China,,3,2,2,4,0,1,1,3
2020-04-09,China,Anhui,2,2,1,3,1,0,1,4
2020-04-09,China,Beijing,3,2,2,0,1,2,2,4
2020-04-09,China,Chongqing,3,2,1,3,1,1,1,4
2020-04-09,China,Fujian,2,2,2,4,1,1,1,4
2020-04-09,China,Gansu,2,2,1,4,1,1,1,4
2020-04-09,China,Guangdong,3,2,2,4,1,2,1,4
2020-04-09,China,Guangxi,2,2,1,4,1,0,1,4
2020-04-09,China,Guizhou,2,3,2,4,1,3,1,4
2020-04-09,China,Hainan,2,2,1,0,1,0,1,4
2020-04-09,China,Hebei,3,3,2,2,1,2,0,9
2020-04-09,China,Heilongjiang,2,2,2,4,2,3,2,4
2020-04-09,China,Henan,2,2,2,4,1,1,1,4
2020-04-09,China,Hubei,3,2,2,4,2,2,1,4
2020-04-09,China,Hunan,2,2,2,0,0,0,1,4
2020-04-09,China,Inner Mongolia,2,2,1,0,1,1,1,4
2020-04-09,China,Jiangsu,1,2,1,3,1,1,2,4
2020-04-09,China,Jiangxi,2,2,2,1,1,1,1,4
2020-04-09,China,Jilin,2,2,2,2,2,1,1,4
2020-04-09,China,Liaoning,3,2,1,0,1,0,1,4
2020-04-09,China,Ningxia,2,2,2,4,1,1,1,4
2020-04-09,China,Qinghai,2,2,1,2,1,1,1,4
2020-04-09,China,Shaanxi,2,2,2,4,1,1,2,4
2020-04-09,China,Shandong,3,2,2,1,1,3,1,4
2020-04-09,China,Shanghai,3,2,2,3,1,1,1,4
2020-04-09,China,Shanxi,2,2,1,3,1,1,2,4
2020-04-09,China,Sichuan,2,2,1,0,1,1,1,4
2020-04-09,China,Tianjin,3,2,2,0,1,1,2,4
2020-04-09,China,Tibet,2,2,2,3,0,1,1,4
2020-04-09,China,Xinjiang,1,2,1,1,1,0,1,4
2020-04-09,China,Yunnan,3,2,2,2,1,1,1,4
2020-04-09,China,Zhejiang,3,2,1,1,1,1,1,4
2020-04-09,Colombia,,3,3,2,3,1,2,2,4
2020-04-09,Costa Rica,,3,2,2,0,2,1,2,4
2020-04-09,Czechia,,3,3,2,4,0,2,0,4
