Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-09-02,Australia,,9,9,9,9,9,9,9,9
2021-09-02,Austria,,2,2,1,3,1,0,2,3
2021-09-02,Belgium,,1,2,1,4,0,0,0,3
2021-09-02,Canada,,2,3,2,4,1,2,2,4
2021-09-02,Canada,Alberta,1,0,1,0,0,1,0,4
2021-09-02,Canada,British Columbia,0,1,1,4,0,1,2,4
2021-09-02,Canada,Manitoba,0,1,1,1,0,1,2,4
2021-09-02,Canada,New Brunswick,1,0,1,0,0,1,0,4
2021-09-02,Canada,Newfoundland and Labrador,1,1,1,2,1,1,2,4
2021-09-02,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2021-09-02,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2021-09-02,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-09-02,Canada,Ontario,9,9,9,9,9,9,9,9
2021-09-02,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2021-09-02,Canada,Quebec,9,9,9,9,9,9,9,9
2021-09-02,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-09-02,Canada,Yukon,1,1,1,4,0,1,0,9
2021-09-02,Chile,,2,3,2,3,1,2,2,2
2021-09-02,China,,9,9,9,9,9,9,9,9
2021-09-02,China,Anhui,1,2,2,4,1,1,2,3
2021-09-02,China,Beijing,1,1,1,2,0,1,2,3
2021-09-02,China,Chongqing,1,1,1,1,1,1,1,3
2021-09-02,China,Fujian,1,1,1,1,0,0,1,3
2021-09-02,China,Gansu,1,2,2,3,0,0,1,3
2021-09-02,China,Guangdong,1,2,1,1,1,1,1,3
2021-09-02,China,Guangxi,1,1,2,0,2,0,2,3
2021-09-02,China,Guizhou,1,2,1,3,0,1,1,3
2021-09-02,China,Hainan,1,1,1,0,1,1,2,3
2021-09-02,China,Hebei,1,1,2,1,1,0,1,3
2021-09-02,China,Heilongjiang,1,1,1,0,1,1,1,3
2021-09-02,China,Henan,2,3,2,4,2,2,2,3
2021-09-02,China,Hubei,1,2,1,1,1,0,2,3
2021-09-02,China,Hunan,1,2,1,0,0,1,0,3
2021-09-02,China,Inner Mongolia,1,1,1,0,1,1,1,3
2021-09-02,China,Jiangsu,2,1,1,1,0,3,2,3
2021-09-02,China,Jiangxi,2,1,2,4,0,1,2,3
2021-09-02,China,Jilin,1,1,1,2,0,1,2,3
2021-09-02,China,Liaoning,1,2,2,3,1,0,0,3
2021-09-02,China,Ningxia,2,2,2,2,0,0,2,3
2021-09-02,China,Qinghai,1,1,1,1,1,1,2,3
2021-09-02,China,Shaanxi,1,2,2,0,0,1,2,3
2021-09-02,China,Shandong,1,2,2,4,0,0,1,3
2021-09-02,China,Shanghai,1,2,1,4,1,1,2,3
2021-09-02,China,Shanxi,1,1,1,3,1,1,1,3
2021-09-02,China,Sichuan,1,1,1,1,1,0,2,3
2021-09-02,China,Tianjin,1,1,1,1,1,0,1,3
2021-09-02,China,Tibet,9,9,9,9,9,9,9,9
2021-09-02,China,Xinjiang,1,1,1,1,0,0,1,3
2021-09-02,China,Yunnan,1,2,2,4,1,1,2,3
2021-09-02,China,Zhejiang,1,2,1,1,1,1,1,3
2021-09-02,Colombia,,3,1,1,3,2,2,1,1
2021-09-02,Costa Rica,,2,2,2,3,0,1,1,1
2021-09-02,Czechia,,9,9,9,9,9,9,9,9
2021-09-02,Denmark,,1,1,1,0,0,0,0,2
2021-09-02,Estonia,,9,9,9,9,9,9,9,9
2021-09-02,Finland,,1,1,1,4,0,1,0,2
2021-09-02,France,,1,9,9,9,9,9,9,9
2021-09-02,Germany,,3,2,2,3,1,2,0,2
2021-09-02,Greece,,9,9,9,9,9,9,9,9
2021-09-02,Hungary,,0,0,1,2,0,0,0,1
2021-09-02,Iceland,,9,9,9,9,9,9,9,9
2021-09-02,Ireland,,9,9,9,9,9,9,9,9
2021-09-02,Israel,,2,2,9,3,0,0,0,4
2021-09-02,Italy,,2,2,2,2,1,2,2,3
2021-09-02,Japan,,2,2,1,2,0,1,1,4
2021-09-02,Latvia,,1,1,1,3,0,0,0,2
2021-09-02,Lithuania,,0,0,1,1,0,0,0,2
2021-09-02,Luxembourg,,9,9,9,9,9,9,9,9
2021-09-02,Mexico,,3,3,2,4,1,2,2,1
2021-09-02,Netherlands,,1,2,1,0,1,0,0,3
2021-09-02,New Zealand,,3,3,2,4,2,2,2,4
2021-09-02,Norway,,1,1,1,0,1,1,0,2
2021-09-02,Poland,,1,1,1,2,0,1,0,2
2021-09-02,Portugal,,1,2,2,4,0,0,0,3
2021-09-02,Slovakia,,1,1,1,3,0,0,0,2
2021-09-02,Slovenia,,1,1,9,9,0,1,0,1
2021-09-02,South Korea,,3,2,2,4,0,0,0,2
2021-09-02,Spain,,1,1,2,4,0,2,0,2
2021-09-02,Sweden,,9,9,9,9,9,9,9,9
2021-09-02,Switzerland,,1,1,1,3,0,1,0,3
2021-09-02,Taiwan,,9,9,9,9,9,9,9,9
2021-09-02,Turkey,,1,1,1,0,0,0,0,3
2021-09-02,United Kingdom,,1,2,1,4,1,0,0,3
2021-09-02,United Kingdom,England,1,0,0,0,0,0,0,3
2021-09-02,United Kingdom,Northern Ireland,1,2,2,4,1,0,0,3
2021-09-02,United Kingdom,Scotland,1,0,1,0,0,0,0,3
2021-09-02,United Kingdom,Wales,1,0,0,0,0,0,0,3
2021-09-02,United States,,2,1,2,4,1,1,2,3
2021-09-02,United States,Alabama,0,0,0,0,0,0,1,3
2021-09-02,United States,Alaska,9,9,9,9,9,9,9,9
2021-09-02,United States,Arizona,0,0,0,0,0,0,1,3
2021-09-02,United States,Arkansas,0,0,0,0,0,0,1,3
2021-09-02,United States,California,1,0,1,1,0,0,1,3
2021-09-02,United States,Colorado,1,1,1,1,1,0,1,3
2021-09-02,United States,Connecticut,9,9,9,9,9,9,9,9
2021-09-02,United States,Delaware,2,0,0,0,0,0,1,3
2021-09-02,United States,Florida,2,0,0,0,0,0,1,3
2021-09-02,United States,Georgia,1,0,0,0,0,0,1,3
2021-09-02,United States,Hawaii,9,9,9,9,9,9,9,9
2021-09-02,United States,Idaho,1,1,0,0,0,0,1,3
2021-09-02,United States,Illinois,0,0,0,0,0,0,1,3
2021-09-02,United States,Indiana,9,9,9,9,9,9,9,9
2021-09-02,United States,Iowa,1,0,0,0,0,0,1,3
2021-09-02,United States,Kansas,9,9,9,9,9,9,9,9
2021-09-02,United States,Kentucky,9,9,9,9,9,9,9,9
2021-09-02,United States,Louisiana,1,2,2,2,1,1,1,3
2021-09-02,United States,Maine,1,0,0,0,0,0,1,3
2021-09-02,United States,Maryland,9,9,9,9,9,9,9,9
2021-09-02,United States,Massachusetts,1,0,0,0,1,0,1,3
2021-09-02,United States,Michigan,9,9,9,9,9,9,9,9
2021-09-02,United States,Minnesota,2,0,0,0,0,0,1,3
2021-09-02,United States,Mississippi,1,1,1,0,0,0,1,3
2021-09-02,United States,Missouri,1,0,0,0,0,0,1,3
2021-09-02,United States,Montana,1,1,1,0,0,0,1,3
2021-09-02,United States,Nebraska,0,0,0,0,0,0,1,3
2021-09-02,United States,Nevada,1,0,0,0,0,0,1,3
2021-09-02,United States,New Hampshire,1,1,1,0,9,9,9,9
2021-09-02,United States,New Jersey,9,9,9,9,9,9,9,9
2021-09-02,United States,New Mexico,1,1,0,0,0,0,1,3
2021-09-02,United States,New York,9,1,9,9,9,9,9,9
2021-09-02,United States,North Carolina,9,9,9,9,9,9,9,9
2021-09-02,United States,North Dakota,1,0,1,1,0,0,1,3
2021-09-02,United States,Ohio,1,0,0,0,0,0,1,3
2021-09-02,United States,Oklahoma,9,9,9,0,9,9,9,3
2021-09-02,United States,Oregon,9,9,9,9,9,9,9,9
2021-09-02,United States,Pennsylvania,0,0,0,0,0,0,1,3
2021-09-02,United States,Rhode Island,1,0,1,0,0,0,1,3
2021-09-02,United States,South Carolina,1,1,0,0,0,0,1,3
2021-09-02,United States,South Dakota,9,9,9,9,9,9,9,9
2021-09-02,United States,Tennessee,2,0,0,0,0,0,1,3
2021-09-02,United States,Texas,2,1,2,0,0,1,1,3
2021-09-02,United States,Utah,1,1,1,9,9,9,9,9
2021-09-02,United States,Vermont,0,0,0,0,0,0,1,3
2021-09-02,United States,Virginia,9,9,9,9,9,9,9,9
2021-09-02,United States,Washington,9,9,9,9,9,9,9,9
2021-09-02,United States,Washington DC,9,9,9,9,9,9,9,9
2021-09-02,United States,West Virginia,9,9,9,9,9,9,9,9
2021-09-02,United States,Wisconsin,9,9,9,9,9,9,9,9
2021-09-02,United States,Wyoming,9,9,9,9,9,9,9,9
