Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-12-10,Australia,,1,2,2,4,1,1,2,4
2020-12-10,Austria,,1,2,2,4,1,2,1,3
2020-12-10,Belgium,,1,2,2,4,0,2,0,3
2020-12-10,Canada,,3,3,2,4,0,1,2,4
2020-12-10,Canada,Alberta,2,2,2,4,0,1,1,4
2020-12-10,Canada,British Columbia,1,2,2,4,0,1,1,4
2020-12-10,Canada,Manitoba,2,3,2,4,0,2,2,4
2020-12-10,Canada,New Brunswick,1,1,2,4,1,0,2,4
2020-12-10,Canada,Newfoundland and Labrador,1,1,1,3,0,1,2,4
2020-12-10,Canada,Northwest Territories,0,2,2,3,1,0,2,4
2020-12-10,Canada,Nova Scotia,2,2,2,4,0,1,2,4
2020-12-10,Canada,Nunavut,3,3,2,4,0,2,2,4
2020-12-10,Canada,Ontario,2,3,2,4,1,1,0,4
2020-12-10,Canada,Prince Edward Island,2,2,2,4,0,2,2,4
2020-12-10,Canada,Quebec,2,2,2,4,0,1,1,4
2020-12-10,Canada,Saskatchewan,2,2,2,4,0,1,0,9
2020-12-10,Canada,Yukon,1,1,1,3,1,0,2,9
2020-12-10,Chile,,3,3,2,4,1,3,2,1
2020-12-10,China,,3,2,2,4,2,3,2,3
2020-12-10,China,Anhui,1,1,1,2,1,0,1,3
2020-12-10,China,Beijing,1,1,1,0,1,1,1,3
2020-12-10,China,Chongqing,1,1,1,2,1,1,1,3
2020-12-10,China,Fujian,1,1,1,3,1,1,1,3
2020-12-10,China,Gansu,1,1,1,0,1,1,1,3
2020-12-10,China,Guangdong,1,1,1,1,1,1,1,3
2020-12-10,China,Guangxi,1,1,1,0,1,0,1,3
2020-12-10,China,Guizhou,1,1,1,0,0,0,1,3
2020-12-10,China,Hainan,1,0,0,0,1,0,1,3
2020-12-10,China,Hebei,1,1,1,0,1,0,0,9
2020-12-10,China,Heilongjiang,2,2,1,3,2,1,1,3
2020-12-10,China,Henan,1,1,2,3,1,1,1,3
2020-12-10,China,Hubei,1,1,1,3,1,1,1,3
2020-12-10,China,Hunan,1,1,1,0,0,0,1,3
2020-12-10,China,Inner Mongolia,3,2,2,4,2,3,1,3
2020-12-10,China,Jiangsu,1,1,1,1,1,1,1,3
2020-12-10,China,Jiangxi,1,1,1,1,0,1,1,3
2020-12-10,China,Jilin,1,1,1,2,1,1,1,3
2020-12-10,China,Liaoning,1,1,1,0,0,0,1,3
2020-12-10,China,Ningxia,1,0,2,3,1,1,1,3
2020-12-10,China,Qinghai,1,1,1,1,1,1,1,3
2020-12-10,China,Shaanxi,1,1,1,3,1,1,1,3
2020-12-10,China,Shandong,1,2,1,1,0,0,0,3
2020-12-10,China,Shanghai,1,1,1,3,1,1,1,3
2020-12-10,China,Shanxi,1,1,1,1,1,1,1,3
2020-12-10,China,Sichuan,3,2,2,4,1,3,1,3
2020-12-10,China,Tianjin,1,1,1,0,1,1,1,3
2020-12-10,China,Tibet,1,1,2,3,0,1,1,3
2020-12-10,China,Xinjiang,1,1,1,1,1,0,1,3
2020-12-10,China,Yunnan,1,1,1,1,1,1,1,3
2020-12-10,China,Zhejiang,1,1,1,1,1,1,1,3
2020-12-10,Colombia,,2,1,1,3,1,1,1,4
2020-12-10,Costa Rica,,3,2,2,3,0,1,0,1
2020-12-10,Czechia,,2,1,1,4,0,1,2,3
2020-12-10,Denmark,,2,2,2,4,0,1,0,3
2020-12-10,Estonia,,1,1,1,4,0,0,0,3
2020-12-10,Finland,,2,2,2,4,0,1,0,3
2020-12-10,France,,2,2,2,4,0,2,2,3
2020-12-10,Germany,,1,2,2,4,1,1,1,3
2020-12-10,Greece,,3,2,2,4,1,2,2,3
2020-12-10,Hungary,,2,2,2,4,1,2,0,4
2020-12-10,Iceland,,1,2,2,4,0,0,0,3
2020-12-10,Ireland,,2,2,2,4,1,2,1,2
2020-12-10,Israel,,2,2,2,3,0,2,2,3
2020-12-10,Italy,,2,3,2,4,1,2,2,3
2020-12-10,Japan,,1,1,2,0,1,1,1,3
2020-12-10,Latvia,,2,2,2,4,0,0,0,2
2020-12-10,Lithuania,,2,2,2,4,0,1,1,2
2020-12-10,Luxembourg,,1,2,2,4,0,2,0,3
2020-12-10,Mexico,,3,3,2,3,1,2,2,1
2020-12-10,Netherlands,,1,2,2,4,0,1,0,3
2020-12-10,New Zealand,,0,0,0,0,0,0,0,4
2020-12-10,Norway,,1,2,2,4,0,1,1,2
2020-12-10,Poland,,3,2,2,4,1,1,1,3
2020-12-10,Portugal,,1,2,2,4,1,2,0,3
2020-12-10,Slovakia,,2,2,2,4,0,2,2,2
2020-12-10,Slovenia,,3,2,2,4,2,2,2,2
2020-12-10,South Korea,,2,1,2,3,0,1,2,2
2020-12-10,Spain,,1,2,2,4,0,2,2,3
2020-12-10,Sweden,,2,2,2,4,1,1,1,3
2020-12-10,Switzerland,,2,2,2,4,0,1,0,3
2020-12-10,Taiwan,,0,0,0,0,0,0,0,3
2020-12-10,Turkey,,2,2,2,4,1,1,1,1
2020-12-10,United Kingdom,,1,2,2,4,1,1,2,2
2020-12-10,United Kingdom,England,1,2,2,4,1,1,2,2
2020-12-10,United Kingdom,Northern Ireland,1,2,2,4,1,1,1,2
2020-12-10,United Kingdom,Scotland,1,2,2,4,1,1,2,2
2020-12-10,United Kingdom,Wales,2,2,2,4,1,1,2,2
2020-12-10,United States,,3,2,2,4,1,2,2,3
2020-12-10,United States,Alabama,2,1,1,0,0,1,1,3
2020-12-10,United States,Alaska,3,2,2,4,0,1,2,3
2020-12-10,United States,Arizona,2,1,2,3,0,1,1,3
2020-12-10,United States,Arkansas,2,1,1,3,1,1,1,3
2020-12-10,United States,California,3,2,2,4,0,2,1,3
2020-12-10,United States,Colorado,2,2,1,4,1,1,1,3
2020-12-10,United States,Connecticut,2,2,1,4,1,1,2,3
2020-12-10,United States,Delaware,2,2,1,4,0,1,1,3
2020-12-10,United States,Florida,2,1,1,0,0,2,1,3
2020-12-10,United States,Georgia,2,1,2,3,0,2,1,3
2020-12-10,United States,Hawaii,2,2,2,4,1,2,2,3
2020-12-10,United States,Idaho,2,2,2,4,0,1,1,3
2020-12-10,United States,Illinois,2,1,1,4,0,2,2,3
2020-12-10,United States,Indiana,2,1,1,3,0,1,2,3
2020-12-10,United States,Iowa,2,1,1,3,0,1,1,3
2020-12-10,United States,Kansas,2,1,2,4,1,1,1,3
2020-12-10,United States,Kentucky,2,1,1,4,2,1,1,3
2020-12-10,United States,Louisiana,2,1,1,3,1,1,1,3
2020-12-10,United States,Maine,1,1,1,3,1,1,2,3
2020-12-10,United States,Maryland,2,2,2,4,0,1,2,3
2020-12-10,United States,Massachusetts,2,1,1,4,1,1,2,3
2020-12-10,United States,Michigan,2,2,2,4,1,1,1,3
2020-12-10,United States,Minnesota,2,2,2,4,1,1,1,3
2020-12-10,United States,Mississippi,2,1,1,4,0,1,1,3
2020-12-10,United States,Missouri,2,1,2,3,0,2,1,3
2020-12-10,United States,Montana,1,1,1,3,0,2,1,3
2020-12-10,United States,Nebraska,1,1,1,4,1,2,1,3
2020-12-10,United States,Nevada,2,2,1,4,0,1,1,3
2020-12-10,United States,New Hampshire,2,1,1,0,0,1,2,3
2020-12-10,United States,New Jersey,2,1,1,4,0,1,1,3
2020-12-10,United States,New Mexico,2,2,2,4,2,1,2,3
2020-12-10,United States,New York,2,3,2,4,1,1,2,3
2020-12-10,United States,North Carolina,2,2,1,3,1,1,1,3
2020-12-10,United States,North Dakota,2,1,1,2,0,1,1,3
2020-12-10,United States,Ohio,2,1,1,4,0,2,1,3
2020-12-10,United States,Oklahoma,2,1,1,0,1,1,1,3
2020-12-10,United States,Oregon,2,2,2,4,0,1,1,3
