tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-04-27,Australia,,2,2,2,4,0,2,2,4
2020-04-27,Austria,,2,2,2,4,1,2,1,3
2020-04-27,Belgium,,2,3,2,4,0,2,2,4
2020-04-27,Canada,,3,3,2,4,0,1,2,4
2020-04-27,Canada,Alberta,3,3,2,3,1,1,1,4
2020-04-27,Canada,British Columbia,3,3,2,3,0,1,2,4
2020-04-27,Canada,Manitoba,2,3,2,3,0,1,2,4
2020-04-27,Canada,New Brunswick,3,2,2,4,1,0,2,4
2020-04-27,Canada,Newfoundland and Labrador,2,3,2,4,1,1,2,4
2020-04-27,Canada,Northwest Territories,2,3,2,4,0,1,2,4
2020-04-27,Canada,Nova Scotia,3,2,2,4,0,2,2,4
2020-04-27,Canada,Nunavut,3,2,2,4,0,2,2,4
2020-04-27,Canada,Ontario,3,3,2,4,1,1,0,4
2020-04-27,Canada,Prince Edward Island,3,3,2,4,0,1,2,4
2020-04-27,Canada,Quebec,3,3,2,4,0,2,2,4
2020-04-27,Canada,Saskatchewan,3,3,2,4,0,1,2,9
2020-04-27,Canada,Yukon,3,2,2,4,1,0,2,9
2020-04-27,Chile,,3,2,2,3,0,2,2,3
2020-04-27,China,,3,2,2,4,0,1,1,3
2020-04-27,China,Anhui,2,1,1,3,1,0,1,4
2020-04-27,China,Beijing,2,2,2,0,1,2,2,4
2020-04-27,China,Chongqing,2,2,1,3,1,1,1,4
2020-04-27,China,Fujian,1,2,2,3,1,1,1,4
2020-04-27,China,Gansu,1,2,1,3,1,1,1,4
2020-04-27,China,Guangdong,2,2,2,4,1,1,1,4
2020-04-27,China,Guangxi,1,2,1,4,1,0,1,4
2020-04-27,China,Guizhou,2,2,2,0,0,0,1,4
2020-04-27,China,Hainan,2,2,1,0,1,0,1,4
2020-04-27,China,Hebei,2,3,2,2,1,2,0,9
2020-04-27,China,Heilongjiang,2,2,2,4,1,3,2,4
2020-04-27,China,Henan,2,2,2,4,1,1,1,4
2020-04-27,China,Hubei,3,2,2,4,1,1,1,4
2020-04-27,China,Hunan,2,2,2,0,0,0,1,4
2020-04-27,China,Inner Mongolia,2,2,1,0,1,1,1,4
2020-04-27,China,Jiangsu,1,1,1,3,1,1,2,4
2020-04-27,China,Jiangxi,2,2,2,1,0,1,1,4
2020-04-27,China,Jilin,2,2,2,2,2,1,1,4
2020-04-27,China,Liaoning,2,2,1,0,1,0,1,4
2020-04-27,China,Ningxia,2,2,2,4,1,1,1,4
2020-04-27,China,Qinghai,1,2,1,2,1,1,1,4
2020-04-27,China,Shaanxi,1,2,2,3,1,1,1,4
2020-04-27,China,Shandong,2,2,2,1,1,3,1,4
2020-04-27,China,Shanghai,2,2,2,3,1,1,1,4
2020-04-27,China,Shanxi,2,2,1,3,1,1,2,4
2020-04-27,China,Sichuan,2,1,1,0,1,1,1,4
2020-04-27,China,Tianjin,2,2,2,0,1,1,2,4
2020-04-27,China,Tibet,1,2,2,3,0,1,1,4
