tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-10-31,Australia,,0,0,0,0,0,0,0,0
2022-10-31,Austria,,2,2,1,2,0,0,0,0
2022-10-31,Belgium,,9,9,9,9,9,9,9,9
2022-10-31,Canada,,0,0,0,0,0,0,0,0
2022-10-31,Chile,,9,9,9,9,9,9,9,9
2022-10-31,China,,9,9,9,9,9,9,9,9
2022-10-31,Colombia,,9,9,9,9,9,9,9,9
2022-10-31,Costa Rica,,0,0,0,0,0,0,0,0
2022-10-31,Czechia,,9,9,9,9,9,9,9,9
2022-10-31,Denmark,,9,9,9,9,9,9,9,9
2022-10-31,Estonia,,9,9,9,9,9,9,9,9
2022-10-31,Finland,,9,9,9,9,9,9,9,9
2022-10-31,France,,9,9,9,9,9,9,9,9
2022-10-31,Germany,,0,0,0,0,0,1,1,1
2022-10-31,Greece,,9,9,9,9,9,9,9,9
2022-10-31,Hungary,,9,9,9,9,9,9,9,9
2022-10-31,Iceland,,9,9,9,9,9,9,9,9
2022-10-31,Ireland,,9,9,9,9,9,9,9,9
2022-10-31,Israel,,1,0,0,0,0,0,0,0
2022-10-31,Italy,,9,9,9,9,9,9,9,9
2022-10-31,Japan,,9,9,9,9,9,9,9,9
2022-10-31,Latvia,,9,9,9,9,9,9,9,9
2022-10-31,Lithuania,,9,9,9,9,9,9,9,9
2022-10-31,Luxembourg,,9,9,9,9,9,9,9,9
2022-10-31,Mexico,,9,9,9,9,9,9,9,9
2022-10-31,Netherlands,,9,9,9,9,9,9,9,9
2022-10-31,New Zealand,,9,9,9,9,9,9,9,9
2022-10-31,Norway,,9,9,9,9,9,9,9,9
2022-10-31,Poland,,9,9,9,9,9,9,9,9
2022-10-31,Portugal,,9,9,9,9,9,9,9,9
2022-10-31,Slovakia,,0,0,0,0,0,0,0,0
2022-10-31,Slovenia,,9,9,9,9,9,9,9,9
2022-10-31,South Korea,,9,9,9,9,9,9,9,9
2022-10-31,Spain,,9,9,9,9,9,9,9,9
2022-10-31,Sweden,,9,9,9,9,9,9,9,9
2022-10-31,Switzerland,,9,9,9,9,9,9,9,9
2022-10-31,Taiwan,,1,1,0,0,0,0,0,1
2022-10-31,Turkey,,0,0,0,0,0,0,0,0
2022-10-31,United Kingdom,,9,9,9,9,9,9,9,9
2022-10-31,United States,,1,1,0,0,0,1,0,1
