Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-01-18,Australia,,9,9,9,9,9,9,9,9
2022-01-18,Austria,,9,9,9,9,9,9,9,9
2022-01-18,Belgium,,9,9,9,9,9,9,9,9
2022-01-18,Canada,,9,9,9,9,9,9,9,9
2022-01-18,Canada,Alberta,9,9,9,9,9,9,9,9
2022-01-18,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-01-18,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-01-18,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-01-18,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-01-18,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-01-18,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-01-18,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-01-18,Canada,Ontario,9,9,9,9,9,9,9,9
2022-01-18,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2022-01-18,Canada,Quebec,9,9,9,9,9,9,9,9
2022-01-18,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-01-18,Canada,Yukon,9,9,9,9,9,9,9,9
2022-01-18,Chile,,9,9,9,9,9,9,9,9
2022-01-18,China,,9,9,9,9,9,9,9,9
2022-01-18,China,Anhui,9,9,9,9,9,9,9,9
2022-01-18,China,Beijing,1,2,2,4,0,1,2,3
2022-01-18,China,Chongqing,1,2,2,4,0,1,2,3
2022-01-18,China,Fujian,9,9,9,9,9,9,9,9
2022-01-18,China,Gansu,1,2,2,4,0,1,2,3
2022-01-18,China,Guangdong,9,9,9,9,9,9,9,9
2022-01-18,China,Guangxi,9,9,9,9,9,9,9,9
2022-01-18,China,Guizhou,9,9,9,9,9,9,9,9
2022-01-18,China,Hainan,9,9,9,9,9,9,9,9
2022-01-18,China,Hebei,9,9,9,9,9,9,9,9
2022-01-18,China,Heilongjiang,9,9,9,4,1,0,1,3
2022-01-18,China,Henan,2,2,2,4,2,2,2,3
2022-01-18,China,Hubei,1,1,1,1,0,1,2,3
2022-01-18,China,Hunan,1,1,2,4,0,0,2,3
2022-01-18,China,Inner Mongolia,2,2,1,3,1,1,1,3
2022-01-18,China,Jiangsu,1,1,1,1,0,1,1,3
2022-01-18,China,Jiangxi,1,1,1,1,0,0,1,3
2022-01-18,China,Jilin,1,1,2,4,0,1,1,3
2022-01-18,China,Liaoning,1,1,1,0,0,0,2,3
2022-01-18,China,Ningxia,9,9,9,9,9,9,9,9
2022-01-18,China,Qinghai,9,9,9,9,9,9,9,9
2022-01-18,China,Shaanxi,3,3,2,4,1,3,2,3
2022-01-18,China,Shandong,9,9,9,9,9,9,9,9
2022-01-18,China,Shanghai,1,2,1,1,0,0,2,3
2022-01-18,China,Shanxi,1,2,2,3,0,2,2,3
2022-01-18,China,Sichuan,1,1,2,3,0,0,2,3
2022-01-18,China,Tianjin,9,9,9,9,9,9,9,9
2022-01-18,China,Tibet,9,9,9,9,9,9,9,9
2022-01-18,China,Xinjiang,9,9,9,9,9,9,9,9
2022-01-18,China,Yunnan,2,2,2,4,1,1,2,3
2022-01-18,China,Zhejiang,2,2,2,4,0,1,1,3
2022-01-18,Colombia,,9,9,9,9,9,9,9,9
2022-01-18,Costa Rica,,9,9,9,9,9,9,9,9
2022-01-18,Czechia,,9,9,9,9,9,9,9,9
2022-01-18,Denmark,,9,9,9,9,9,9,9,9
2022-01-18,Estonia,,9,9,9,9,9,9,9,9
2022-01-18,Finland,,9,9,9,9,9,9,9,9
2022-01-18,France,,9,9,9,9,9,9,9,9
2022-01-18,Germany,,9,9,9,9,9,9,9,9
2022-01-18,Greece,,1,2,2,4,2,2,2,2
2022-01-18,Hungary,,9,9,9,9,9,9,9,9
2022-01-18,Iceland,,9,9,9,9,9,9,9,9
2022-01-18,Ireland,,9,9,9,9,9,9,9,9
2022-01-18,Israel,,9,9,9,9,9,9,9,9
2022-01-18,Italy,,9,9,9,9,9,9,9,9
2022-01-18,Japan,,9,9,9,9,9,9,9,9
2022-01-18,Latvia,,1,1,1,3,0,0,0,1
2022-01-18,Lithuania,,9,9,9,9,9,9,9,9
2022-01-18,Luxembourg,,9,9,9,9,9,9,9,9
2022-01-18,Mexico,,9,9,9,9,9,9,9,9
2022-01-18,Netherlands,,9,9,9,9,9,9,9,9
2022-01-18,New Zealand,,9,9,9,9,9,9,9,9
2022-01-18,Norway,,9,9,9,9,9,9,9,9
2022-01-18,Poland,,9,9,9,9,9,9,9,9
2022-01-18,Portugal,,9,9,9,9,9,9,9,9
2022-01-18,Slovakia,,9,9,9,9,9,9,9,9
2022-01-18,Slovenia,,9,9,9,9,9,9,9,9
2022-01-18,South Korea,,9,9,9,9,9,9,9,9
2022-01-18,Spain,,9,9,9,9,9,9,9,9
2022-01-18,Sweden,,9,9,9,9,9,9,9,9
2022-01-18,Switzerland,,9,9,9,9,9,9,9,9
2022-01-18,Taiwan,,9,9,9,9,9,9,9,9
2022-01-18,Turkey,,9,9,9,9,9,9,9,9
2022-01-18,United Kingdom,,9,9,9,9,9,9,9,9
2022-01-18,United Kingdom,England,9,9,9,9,9,9,9,9
2022-01-18,United Kingdom,Northern Ireland,9,9,9,9,9,9,9,9
2022-01-18,United Kingdom,Scotland,9,9,9,9,9,9,9,9
2022-01-18,United Kingdom,Wales,9,9,9,9,9,9,9,9
2022-01-18,United States,,2,2,1,4,1,1,1,3
2022-01-18,United States,Alabama,9,9,9,9,9,9,9,9
2022-01-18,United States,Alaska,9,9,9,9,9,9,9,9
2022-01-18,United States,Arizona,0,0,0,0,0,0,1,3
