tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-08-17,Australia,,0,0,0,0,0,0,0,0
2022-08-17,Austria,,2,2,1,2,0,0,0,0
2022-08-17,Belgium,,0,1,0,0,0,0,0,0
2022-08-17,Canada,,0,0,0,0,1,0,0,1
2022-08-17,Chile,,1,1,0,2,0,0,0,1
2022-08-17,China,,3,3,2,4,2,3,1,2
2022-08-17,Colombia,,1,1,0,0,0,0,0,1
2022-08-17,Costa Rica,,0,0,0,0,0,0,0,0
2022-08-17,Czechia,,9,9,9,9,9,9,9,9
2022-08-17,Denmark,,0,0,0,0,0,0,0,0
2022-08-17,Estonia,,0,0,0,0,0,0,0,0
2022-08-17,Finland,,1,1,0,0,1,0,0,0
2022-08-17,France,,0,0,0,0,0,0,0,0
2022-08-17,Germany,,0,0,0,0,0,1,0,0
2022-08-17,Greece,,1,0,0,0,0,0,0,0
2022-08-17,Hungary,,9,9,9,9,9,9,9,9
2022-08-17,Iceland,,9,9,9,9,9,9,9,9
2022-08-17,Ireland,,0,0,0,0,0,0,0,0
2022-08-17,Israel,,1,0,0,0,0,0,0,0
2022-08-17,Italy,,0,1,0,0,0,0,0,0
2022-08-17,Japan,,1,1,1,1,0,1,1,1
2022-08-17,Latvia,,0,0,0,0,0,0,0,0
2022-08-17,Lithuania,,0,0,0,0,0,0,0,0
2022-08-17,Luxembourg,,0,0,0,0,0,0,0,1
2022-08-17,Mexico,,1,1,1,0,0,0,1,1
2022-08-17,Netherlands,,0,0,0,0,0,0,0,1
2022-08-17,New Zealand,,0,0,0,0,0,0,0,1
2022-08-17,Norway,,0,0,0,0,0,0,0,0
2022-08-17,Poland,,1,0,0,0,0,0,0,0
2022-08-17,Portugal,,0,0,0,0,0,0,0,1
2022-08-17,Slovakia,,9,9,9,9,9,9,9,9
2022-08-17,Slovenia,,0,0,0,0,0,0,0,0
2022-08-17,South Korea,,0,0,0,0,0,0,0,1
2022-08-17,Spain,,0,0,1,3,0,0,0,1
2022-08-17,Sweden,,9,9,9,9,9,9,9,9
2022-08-17,Switzerland,,0,0,0,0,0,0,0,0
2022-08-17,Taiwan,,1,1,0,0,0,0,0,3
2022-08-17,Turkey,,0,0,0,0,0,0,0,1
2022-08-17,United Kingdom,,0,0,0,0,0,0,0,0
2022-08-17,United States,,1,1,0,0,1,1,0,1
