Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-05-09,Australia,,2,2,2,4,0,2,2,4
2020-05-09,Austria,,2,2,2,3,1,0,1,3
2020-05-09,Belgium,,2,3,2,4,0,2,2,3
2020-05-09,Canada,,3,3,2,4,0,1,2,4
2020-05-09,Canada,Alberta,3,2,2,3,1,1,1,4
2020-05-09,Canada,British Columbia,3,3,2,3,0,1,2,4
2020-05-09,Canada,Manitoba,2,2,2,3,0,1,2,4
2020-05-09,Canada,New Brunswick,3,2,2,4,1,0,2,4
2020-05-09,Canada,Newfoundland and Labrador,2,3,2,4,1,1,2,4
2020-05-09,Canada,Northwest Territories,2,3,2,4,0,1,2,4
2020-05-09,Canada,Nova Scotia,3,2,2,4,0,1,2,4
2020-05-09,Canada,Nunavut,3,2,2,4,0,1,2,4
2020-05-09,Canada,Ontario,3,2,2,4,1,1,0,4
2020-05-09,Canada,Prince Edward Island,3,2,2,4,0,1,2,4
2020-05-09,Canada,Quebec,3,3,2,4,0,2,2,4
2020-05-09,Canada,Saskatchewan,3,3,2,4,0,1,2,9
2020-05-09,Canada,Yukon,3,2,2,4,1,0,2,9
2020-05-09,Chile,,3,2,2,3,0,2,2,3
2020-05-09,China,,3,2,2,4,0,1,1,3
2020-05-09,China,Anhui,2,1,1,3,1,0,1,4
2020-05-09,China,Beijing,2,2,2,0,1,2,1,4
2020-05-09,China,Chongqing,2,2,1,3,1,1,1,4
2020-05-09,China,Fujian,1,2,2,3,1,1,1,4
2020-05-09,China,Gansu,1,2,1,2,1,1,1,4
2020-05-09,China,Guangdong,2,2,2,4,1,1,1,4
2020-05-09,China,Guangxi,1,2,1,4,1,0,1,4
2020-05-09,China,Guizhou,2,2,2,0,0,0,1,4
2020-05-09,China,Hainan,2,2,1,0,1,0,1,4
2020-05-09,China,Hebei,2,3,2,2,1,2,0,9
2020-05-09,China,Heilongjiang,2,2,2,3,1,1,2,4
2020-05-09,China,Henan,2,2,2,3,1,1,1,4
2020-05-09,China,Hubei,2,2,2,4,1,1,1,4
2020-05-09,China,Hunan,2,2,1,0,0,0,1,4
2020-05-09,China,Inner Mongolia,2,2,1,0,1,1,1,4
2020-05-09,China,Jiangsu,1,1,1,3,1,1,1,4
2020-05-09,China,Jiangxi,1,2,2,1,0,1,1,4
2020-05-09,China,Jilin,2,2,2,2,2,3,1,4
2020-05-09,China,Liaoning,2,2,1,0,1,0,1,4
2020-05-09,China,Ningxia,2,2,2,4,1,1,1,4
2020-05-09,China,Qinghai,1,1,1,1,1,1,1,4
2020-05-09,China,Shaanxi,1,2,2,3,1,1,1,4
2020-05-09,China,Shandong,2,2,2,1,1,3,1,4
2020-05-09,China,Shanghai,2,2,2,3,1,1,1,4
2020-05-09,China,Shanxi,2,2,1,3,1,1,2,4
2020-05-09,China,Sichuan,1,1,1,0,1,1,1,4
2020-05-09,China,Tianjin,2,2,2,0,1,1,2,4
2020-05-09,China,Tibet,1,2,2,3,0,1,1,4
2020-05-09,China,Xinjiang,1,2,1,1,1,0,1,4
2020-05-09,China,Yunnan,2,2,1,2,1,1,1,4
2020-05-09,China,Zhejiang,1,2,1,1,1,1,1,4
2020-05-09,Colombia,,3,2,2,4,1,2,2,4
2020-05-09,Costa Rica,,3,2,2,2,0,1,2,4
2020-05-09,Czechia,,2,2,2,3,0,1,0,2
2020-05-09,Denmark,,2,2,1,4,1,1,1,4
2020-05-09,Estonia,,3,3,2,4,0,2,0,2
2020-05-09,Finland,,2,2,2,4,0,1,1,4
2020-05-09,France,,3,3,2,4,1,2,2,3
2020-05-09,Germany,,2,2,2,4,0,0,2,4
2020-05-09,Greece,,3,1,2,3,1,2,2,3
2020-05-09,Hungary,,3,2,2,1,1,2,1,3
2020-05-09,Iceland,,1,2,2,3,0,0,0,3
2020-05-09,Ireland,,3,3,2,4,2,2,2,2
2020-05-09,Israel,,2,2,2,3,1,2,2,4
2020-05-09,Italy,,3,1,2,4,0,1,2,2
2020-05-09,Japan,,3,1,1,0,0,1,1,3
2020-05-09,Latvia,,3,2,2,3,1,1,0,4
2020-05-09,Lithuania,,3,2,2,4,1,1,1,4
2020-05-09,Luxembourg,,2,3,2,4,1,1,1,0
2020-05-09,Mexico,,3,3,2,3,1,2,2,3
2020-05-09,Netherlands,,3,2,2,4,1,2,1,3
2020-05-09,New Zealand,,2,2,2,4,1,2,2,4
2020-05-09,Norway,,2,2,2,3,1,0,1,4
2020-05-09,Poland,,3,2,2,4,1,1,2,4
2020-05-09,Portugal,,3,2,2,4,1,1,0,3
2020-05-09,Slovakia,,3,1,2,3,1,1,1,4
2020-05-09,Slovenia,,3,2,2,4,2,1,0,3
2020-05-09,South Korea,,3,2,1,0,0,0,0,3
2020-05-09,Spain,,3,3,2,4,1,2,1,4
2020-05-09,Sweden,,2,1,2,3,1,1,1,3
2020-05-09,Switzerland,,3,2,2,4,0,1,1,3
2020-05-09,Taiwan,,1,0,0,0,0,0,0,4
2020-05-09,Turkey,,3,2,2,0,1,2,2,4
2020-05-09,United Kingdom,,3,3,2,4,1,2,2,0
2020-05-09,United Kingdom,England,3,3,2,4,1,2,2,0
2020-05-09,United Kingdom,Northern Ireland,3,3,2,4,1,2,2,0
2020-05-09,United Kingdom,Scotland,3,3,2,4,1,2,2,0
2020-05-09,United Kingdom,Wales,3,3,2,4,1,2,2,0
2020-05-09,United States,,3,3,2,4,1,2,2,3
2020-05-09,United States,Alabama,3,2,2,4,1,2,1,3
2020-05-09,United States,Alaska,3,1,1,3,2,1,1,3
2020-05-09,United States,Arizona,3,2,2,0,1,2,2,3
2020-05-09,United States,Arkansas,3,2,1,3,0,1,2,3
2020-05-09,United States,California,3,2,2,4,0,1,1,3
2020-05-09,United States,Colorado,3,2,2,4,1,1,1,3
2020-05-09,United States,Connecticut,3,3,2,4,1,1,1,3
2020-05-09,United States,Delaware,3,2,2,4,1,2,2,3
2020-05-09,United States,Florida,3,3,2,4,1,2,2,3
2020-05-09,United States,Georgia,3,2,2,4,1,2,1,3
2020-05-09,United States,Hawaii,3,2,1,4,0,2,2,3
2020-05-09,United States,Idaho,3,2,2,4,0,1,1,3
2020-05-09,United States,Illinois,3,3,2,4,0,2,2,3
2020-05-09,United States,Indiana,3,3,2,4,1,1,1,3
2020-05-09,United States,Iowa,3,2,2,4,1,1,1,3
2020-05-09,United States,Kansas,3,2,2,4,1,1,1,3
2020-05-09,United States,Kentucky,3,3,2,4,2,2,1,3
2020-05-09,United States,Louisiana,3,2,2,2,1,2,1,3
2020-05-09,United States,Maine,3,2,2,4,2,2,2,3
2020-05-09,United States,Maryland,3,3,2,4,2,2,2,3
2020-05-09,United States,Massachusetts,3,3,2,4,1,1,1,3
2020-05-09,United States,Michigan,3,2,2,4,1,2,2,3
2020-05-09,United States,Minnesota,3,2,2,4,0,2,1,3
2020-05-09,United States,Mississippi,3,2,2,4,1,2,1,3
2020-05-09,United States,Missouri,3,2,2,4,0,2,1,3
2020-05-09,United States,Montana,3,2,2,4,1,2,1,3
2020-05-09,United States,Nebraska,3,2,2,4,1,1,1,3
2020-05-09,United States,Nevada,3,2,2,4,0,1,1,3
2020-05-09,United States,New Hampshire,3,3,2,4,2,2,1,3
2020-05-09,United States,New Jersey,3,3,2,4,1,2,1,3
2020-05-09,United States,New Mexico,3,3,2,4,2,1,2,3
2020-05-09,United States,New York,3,3,2,4,1,2,1,3
2020-05-09,United States,North Carolina,3,2,2,3,1,1,2,3
2020-05-09,United States,North Dakota,3,1,1,0,1,1,1,3
2020-05-09,United States,Ohio,3,2,2,4,0,2,1,3
2020-05-09,United States,Oklahoma,3,2,2,4,1,1,1,3
2020-05-09,United States,Oregon,3,2,2,4,0,2,1,3
2020-05-09,United States,Pennsylvania,3,2,2,4,2,2,1,3
2020-05-09,United States,Rhode Island,3,3,2,4,0,1,2,3
2020-05-09,United States,South Carolina,3,2,2,4,1,1,1,3
2020-05-09,United States,South Dakota,3,1,1,0,0,1,1,3
2020-05-09,United States,Tennessee,3,2,2,3,1,1,1,3
2020-05-09,United States,Texas,3,2,2,4,0,1,2,3
2020-05-09,United States,Utah,3,1,1,3,0,1,1,3
2020-05-09,United States,Vermont,3,2,2,4,0,1,2,3
2020-05-09,United States,Virginia,3,2,2,4,0,2,2,3
2020-05-09,United States,Washington,3,2,2,4,1,2,1,3
2020-05-09,United States,Washington DC,2,3,2,3,2,2,2,3
2020-05-09,United States,West Virginia,3,2,2,3,0,1,2,3
2020-05-09,United States,Wisconsin,3,2,2,4,1,2,1,3
2020-05-09,United States,Wyoming,3,2,2,4,2,1,1,3
