tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-08-13,Australia,,2,3,2,4,1,2,2,4
2021-08-13,Austria,,2,2,1,2,1,0,2,3
2021-08-13,Belgium,,1,2,1,4,0,0,0,3
2021-08-13,Canada,,2,2,1,4,1,1,2,4
2021-08-13,Canada,Alberta,1,0,1,0,0,1,0,4
2021-08-13,Canada,British Columbia,1,1,1,3,0,1,2,4
2021-08-13,Canada,Manitoba,2,0,1,1,0,1,2,4
2021-08-13,Canada,New Brunswick,0,0,1,0,0,1,0,4
2021-08-13,Canada,Newfoundland and Labrador,1,1,1,2,1,1,2,4
2021-08-13,Canada,Northwest Territories,1,1,1,2,1,1,2,4
2021-08-13,Canada,Nova Scotia,1,1,1,3,0,1,2,4
2021-08-13,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-08-13,Canada,Ontario,9,9,9,9,9,9,9,9
2021-08-13,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-08-13,Canada,Quebec,1,1,1,4,0,1,0,4
2021-08-13,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-08-13,Canada,Yukon,1,1,1,4,0,1,0,9
2021-08-13,Chile,,2,3,2,3,1,2,2,2
2021-08-13,China,,9,9,9,9,9,9,9,9
2021-08-13,China,Anhui,2,2,2,4,1,1,2,3
2021-08-13,China,Beijing,1,2,2,2,1,1,2,3
2021-08-13,China,Chongqing,1,2,1,1,1,1,1,3
2021-08-13,China,Fujian,1,2,2,3,0,0,1,3
2021-08-13,China,Gansu,1,2,2,3,0,0,1,3
2021-08-13,China,Guangdong,1,2,2,3,2,1,1,3
2021-08-13,China,Guangxi,1,1,2,0,2,0,2,3
2021-08-13,China,Guizhou,1,2,1,4,0,1,1,3
2021-08-13,China,Hainan,1,2,2,3,1,1,2,3
2021-08-13,China,Hebei,2,2,2,4,2,0,2,3
2021-08-13,China,Heilongjiang,1,2,2,3,1,1,1,3
2021-08-13,China,Henan,2,3,2,4,2,2,2,3
2021-08-13,China,Hubei,2,2,2,4,2,3,2,3
2021-08-13,China,Hunan,1,3,2,4,2,3,2,3
2021-08-13,China,Inner Mongolia,1,2,2,4,1,1,2,3
2021-08-13,China,Jiangsu,1,2,2,4,2,3,2,3
2021-08-13,China,Jiangxi,2,2,2,4,0,1,2,3
2021-08-13,China,Jilin,1,2,2,4,1,1,2,3
2021-08-13,China,Liaoning,1,2,2,3,0,0,2,3
2021-08-13,China,Ningxia,2,2,1,2,0,0,2,3
2021-08-13,China,Qinghai,1,1,1,1,1,1,2,3
2021-08-13,China,Shaanxi,1,2,2,4,0,1,2,3
2021-08-13,China,Shandong,1,2,2,4,0,0,1,3
2021-08-13,China,Shanghai,1,2,1,4,1,1,2,3
2021-08-13,China,Shanxi,1,1,1,3,1,1,2,3
2021-08-13,China,Sichuan,1,2,2,4,1,0,2,3
2021-08-13,China,Tianjin,1,1,1,1,1,0,1,3
2021-08-13,China,Tibet,1,1,1,2,1,1,1,3
2021-08-13,China,Xinjiang,1,1,1,1,0,0,1,3
2021-08-13,China,Yunnan,1,2,2,4,1,1,2,3
2021-08-13,China,Zhejiang,1,2,2,4,1,1,2,3
2021-08-13,Colombia,,3,1,1,0,2,2,0,1
2021-08-13,Costa Rica,,2,2,2,3,0,1,1,1
2021-08-13,Czechia,,2,1,1,1,0,0,0,3
2021-08-13,Denmark,,1,2,1,2,0,0,0,2
2021-08-13,Estonia,,1,0,0,1,0,0,0,2
2021-08-13,Finland,,1,1,1,4,0,1,0,2
2021-08-13,France,,1,2,2,3,1,0,2,3
2021-08-13,Germany,,1,2,2,4,1,1,0,2
2021-08-13,Greece,,1,1,1,4,1,1,2,1
2021-08-13,Hungary,,0,0,0,3,0,0,0,3
2021-08-13,Iceland,,2,1,1,2,0,0,0,3
2021-08-13,Ireland,,1,2,1,3,0,1,0,3
2021-08-13,Israel,,1,2,2,3,0,0,0,4
2021-08-13,Italy,,1,2,1,1,1,0,1,3
2021-08-13,Japan,,1,2,1,2,0,1,1,4
2021-08-13,Latvia,,2,1,1,3,0,0,0,2
2021-08-13,Lithuania,,1,1,1,0,0,0,0,2
2021-08-13,Luxembourg,,1,1,1,2,0,0,0,3
2021-08-13,Mexico,,3,3,2,4,1,2,2,1
2021-08-13,Netherlands,,1,2,1,0,1,0,0,3
2021-08-13,New Zealand,,0,0,0,0,0,0,0,4
2021-08-13,Norway,,1,1,1,0,1,1,0,2
2021-08-13,Poland,,1,1,1,2,0,1,0,2
2021-08-13,Portugal,,1,2,2,4,1,0,0,3
2021-08-13,Slovakia,,9,9,9,9,0,0,0,2
2021-08-13,Slovenia,,1,1,1,1,0,0,0,1
2021-08-13,South Korea,,3,2,2,4,0,0,0,2
2021-08-13,Spain,,1,1,2,4,0,2,0,2
2021-08-13,Sweden,,0,0,1,3,0,1,0,3
2021-08-13,Switzerland,,1,1,1,3,0,1,0,3
2021-08-13,Taiwan,,2,2,1,3,0,0,1,4
2021-08-13,Turkey,,1,1,1,0,0,0,0,3
2021-08-13,United Kingdom,,1,2,1,4,1,0,0,3
2021-08-13,United Kingdom,England,1,0,0,0,0,0,0,3
2021-08-13,United Kingdom,Northern Ireland,1,2,1,4,1,0,0,3
2021-08-13,United Kingdom,Scotland,1,0,1,0,0,0,0,3
2021-08-13,United Kingdom,Wales,1,0,0,0,0,0,0,3
2021-08-13,United States,,2,2,1,4,1,1,2,3
2021-08-13,United States,Alabama,0,0,1,0,0,0,1,3
2021-08-13,United States,Alaska,1,1,1,3,0,1,1,3
2021-08-13,United States,Arizona,0,0,1,0,0,0,1,3
2021-08-13,United States,Arkansas,1,1,1,0,0,0,1,3
