tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-01-29,Australia,,0,3,2,4,1,2,2,3
2022-01-29,Austria,,2,3,2,4,1,2,0,2
2022-01-29,Belgium,,1,3,2,3,1,0,0,3
2022-01-29,Canada,,9,9,9,9,9,9,9,9
2022-01-29,Canada,Alberta,9,9,9,9,9,9,9,9
2022-01-29,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-01-29,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-01-29,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-01-29,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-01-29,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-01-29,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-01-29,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-01-29,Canada,Ontario,9,9,9,9,9,9,9,9
2022-01-29,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2022-01-29,Canada,Quebec,9,9,9,9,9,9,9,9
2022-01-29,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-01-29,Canada,Yukon,9,9,9,9,9,9,9,9
2022-01-29,Chile,,1,1,1,2,0,0,2,2
2022-01-29,China,,9,9,9,9,9,9,9,9
2022-01-29,China,Anhui,9,9,9,9,9,9,9,9
2022-01-29,China,Beijing,9,9,9,9,9,9,9,9
2022-01-29,China,Chongqing,9,9,9,9,9,9,9,9
2022-01-29,China,Fujian,9,9,9,9,9,9,9,9
2022-01-29,China,Gansu,9,9,9,9,9,9,9,9
2022-01-29,China,Guangdong,9,9,9,9,9,9,9,9
2022-01-29,China,Guangxi,9,9,9,9,9,9,9,9
2022-01-29,China,Guizhou,9,9,9,9,9,9,9,9
2022-01-29,China,Hainan,9,9,9,9,9,9,9,9
2022-01-29,China,Hebei,9,9,9,9,9,9,9,9
2022-01-29,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-01-29,China,Henan,9,9,9,9,9,9,9,9
2022-01-29,China,Hubei,9,9,9,9,9,9,9,9
2022-01-29,China,Hunan,9,9,9,9,9,9,9,9
2022-01-29,China,Inner Mongolia,9,9,9,9,9,9,9,9
2022-01-29,China,Jiangsu,9,9,9,9,9,9,9,9
2022-01-29,China,Jiangxi,9,9,9,9,9,9,9,9
2022-01-29,China,Jilin,9,9,9,9,9,9,9,9
2022-01-29,China,Liaoning,9,9,9,9,9,9,9,9
2022-01-29,China,Ningxia,9,9,9,9,9,9,9,9
2022-01-29,China,Qinghai,9,9,9,9,9,9,9,9
2022-01-29,China,Shaanxi,9,9,9,9,9,9,9,9
2022-01-29,China,Shandong,9,9,9,9,9,9,9,9
2022-01-29,China,Shanghai,9,9,9,9,9,9,9,9
2022-01-29,China,Shanxi,9,9,9,9,9,9,9,9
2022-01-29,China,Sichuan,9,9,9,9,9,9,9,9
2022-01-29,China,Tianjin,9,9,9,9,9,9,9,9
2022-01-29,China,Tibet,9,9,9,9,9,9,9,9
2022-01-29,China,Xinjiang,9,9,9,9,9,9,9,9
2022-01-29,China,Yunnan,9,9,9,9,9,9,9,9
2022-01-29,China,Zhejiang,9,9,9,9,9,9,9,9
2022-01-29,Colombia,,1,2,2,3,1,1,0,3
2022-01-29,Costa Rica,,9,9,9,9,9,9,9,9
2022-01-29,Czechia,,1,2,2,3,0,0,0,2
2022-01-29,Denmark,,1,2,1,2,0,0,0,2
2022-01-29,Estonia,,1,1,2,4,0,0,0,1
2022-01-29,Finland,,1,1,2,4,1,0,0,2
2022-01-29,France,,9,9,9,9,9,9,9,9
2022-01-29,Germany,,9,9,9,9,9,9,9,9
2022-01-29,Greece,,9,9,9,9,9,9,9,9
2022-01-29,Hungary,,0,2,2,2,2,0,2,2
2022-01-29,Iceland,,1,1,1,3,0,0,0,2
2022-01-29,Ireland,,1,0,0,0,0,0,0,9
2022-01-29,Israel,,2,2,2,3,0,0,0,4
2022-01-29,Italy,,9,3,9,9,9,9,9,9
2022-01-29,Japan,,9,9,9,9,9,9,9,9
2022-01-29,Latvia,,1,3,2,3,0,0,0,1
2022-01-29,Lithuania,,2,3,2,4,0,0,0,2
2022-01-29,Luxembourg,,1,2,2,3,1,0,0,3
2022-01-29,Mexico,,0,3,2,4,1,2,2,1
2022-01-29,Netherlands,,9,9,9,9,9,9,9,9
2022-01-29,New Zealand,,9,9,9,9,9,9,9,9
2022-01-29,Norway,,9,9,9,9,9,9,9,9
2022-01-29,Poland,,2,2,9,3,0,0,0,2
2022-01-29,Portugal,,9,9,9,9,9,9,9,9
2022-01-29,Slovakia,,9,9,9,9,9,9,9,9
2022-01-29,Slovenia,,9,9,9,9,9,9,9,9
2022-01-29,South Korea,,1,2,2,4,0,0,0,3
2022-01-29,Spain,,9,9,9,9,9,9,9,9
2022-01-29,Sweden,,1,1,2,3,0,1,0,3
2022-01-29,Switzerland,,9,9,9,9,9,9,9,9
2022-01-29,Taiwan,,9,9,9,9,9,9,9,9
2022-01-29,Turkey,,9,9,9,9,9,9,9,9
2022-01-29,United Kingdom,,1,2,2,3,1,0,0,2
2022-01-29,United Kingdom,England,9,9,9,9,9,9,9,9
2022-01-29,United Kingdom,Northern Ireland,9,9,9,9,9,9,9,9
2022-01-29,United Kingdom,Scotland,9,9,9,9,9,9,9,9
2022-01-29,United Kingdom,Wales,9,9,9,9,9,9,9,9
2022-01-29,United States,,2,2,2,4,1,1,1,3
2022-01-29,United States,Alabama,1,1,1,3,0,1,1,3
2022-01-29,United States,Alaska,1,1,1,3,0,0,1,3
2022-01-29,United States,Arizona,0,0,0,0,0,0,1,3
2022-01-29,United States,Arkansas,2,0,0,0,0,0,1,3
2022-01-29,United States,California,1,1,9,9,9,9,9,9
2022-01-29,United States,Colorado,2,1,1,1,1,0,1,3
2022-01-29,United States,Connecticut,0,0,0,0,0,0,1,3
2022-01-29,United States,Delaware,1,0,0,0,0,0,1,3
2022-01-29,United States,Florida,1,0,0,0,0,0,1,3
2022-01-29,United States,Georgia,1,0,0,0,1,0,1,3
2022-01-29,United States,Hawaii,0,0,0,2,0,0,1,3
2022-01-29,United States,Idaho,9,9,9,9,9,9,9,9
2022-01-29,United States,Illinois,9,9,9,9,9,9,9,9
2022-01-29,United States,Indiana,0,0,0,0,0,0,1,3
2022-01-29,United States,Iowa,1,0,0,0,0,0,2,3
2022-01-29,United States,Kansas,0,0,0,0,0,0,1,3
2022-01-29,United States,Kentucky,1,0,1,0,0,0,1,3
2022-01-29,United States,Louisiana,9,9,9,9,9,9,9,9
2022-01-29,United States,Maine,1,0,0,0,0,0,1,3
2022-01-29,United States,Maryland,0,0,0,0,0,0,1,3
2022-01-29,United States,Massachusetts,2,2,0,0,1,0,1,3
2022-01-29,United States,Michigan,9,9,9,9,9,9,9,9
2022-01-29,United States,Minnesota,0,0,0,0,0,0,1,3
2022-01-29,United States,Mississippi,1,0,0,0,0,0,1,3
2022-01-29,United States,Missouri,9,9,9,9,9,9,9,9
2022-01-29,United States,Montana,9,9,9,9,9,9,9,9
2022-01-29,United States,Nebraska,2,0,0,0,1,0,1,3
2022-01-29,United States,Nevada,0,0,0,0,0,0,1,3
2022-01-29,United States,New Hampshire,2,1,0,0,0,0,1,3
2022-01-29,United States,New Jersey,9,9,9,9,9,9,9,9
2022-01-29,United States,New Mexico,2,0,0,0,0,0,1,3
2022-01-29,United States,New York,9,9,9,9,9,9,9,9
2022-01-29,United States,North Carolina,0,0,0,0,1,0,1,3
2022-01-29,United States,North Dakota,1,0,1,1,0,0,1,3
2022-01-29,United States,Ohio,9,9,9,9,9,9,9,9
2022-01-29,United States,Oklahoma,1,1,1,0,0,1,1,3
2022-01-29,United States,Oregon,0,0,0,0,0,0,1,3
2022-01-29,United States,Pennsylvania,1,1,0,0,0,0,1,3
2022-01-29,United States,Rhode Island,0,0,0,0,0,0,1,3
2022-01-29,United States,South Carolina,9,9,9,9,9,9,9,9
