tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-08-09,Australia,,2,2,2,4,1,2,2,4
2021-08-09,Austria,,2,2,1,2,1,0,0,3
2021-08-09,Belgium,,1,2,1,4,0,0,0,3
2021-08-09,Canada,,2,2,1,4,1,1,2,4
2021-08-09,Canada,Alberta,1,0,1,0,0,1,0,4
2021-08-09,Canada,British Columbia,1,1,1,3,0,1,1,4
2021-08-09,Canada,Manitoba,2,0,1,1,0,1,2,4
2021-08-09,Canada,New Brunswick,0,0,1,0,0,1,0,4
2021-08-09,Canada,Newfoundland and Labrador,1,1,1,2,1,1,2,4
2021-08-09,Canada,Northwest Territories,1,1,1,2,1,1,2,4
2021-08-09,Canada,Nova Scotia,1,1,1,3,0,1,2,4
2021-08-09,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-08-09,Canada,Ontario,9,9,9,9,9,9,9,9
2021-08-09,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-08-09,Canada,Quebec,1,1,1,4,0,1,0,4
2021-08-09,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-08-09,Canada,Yukon,1,1,1,4,0,1,0,9
2021-08-09,Chile,,2,3,2,3,1,2,2,2
2021-08-09,China,,9,9,9,9,9,9,9,9
2021-08-09,China,Anhui,2,2,2,4,1,1,2,3
2021-08-09,China,Beijing,1,2,2,2,1,1,2,3
2021-08-09,China,Chongqing,2,2,1,1,1,1,1,3
2021-08-09,China,Fujian,1,2,2,3,1,0,1,3
2021-08-09,China,Gansu,1,2,2,3,0,0,1,3
2021-08-09,China,Guangdong,1,2,2,3,2,1,1,3
2021-08-09,China,Guangxi,1,1,2,0,2,0,2,3
2021-08-09,China,Guizhou,1,2,1,4,0,1,1,3
2021-08-09,China,Hainan,1,2,2,3,1,1,2,3
2021-08-09,China,Hebei,1,2,2,1,2,0,2,3
2021-08-09,China,Heilongjiang,1,2,2,3,1,1,1,3
2021-08-09,China,Henan,2,3,2,4,2,2,2,3
2021-08-09,China,Hubei,2,2,2,4,2,3,2,3
2021-08-09,China,Hunan,1,3,2,4,2,3,2,3
2021-08-09,China,Inner Mongolia,1,2,2,4,1,1,2,3
2021-08-09,China,Jiangsu,1,2,2,4,2,3,2,3
2021-08-09,China,Jiangxi,2,2,2,4,0,1,2,3
2021-08-09,China,Jilin,1,2,2,4,1,1,2,3
2021-08-09,China,Liaoning,1,2,2,3,0,0,2,3
2021-08-09,China,Ningxia,2,2,1,0,0,0,2,3
2021-08-09,China,Qinghai,1,1,1,1,1,1,2,3
2021-08-09,China,Shaanxi,1,2,2,4,0,1,2,3
2021-08-09,China,Shandong,1,2,2,4,0,0,1,3
2021-08-09,China,Shanghai,1,2,1,4,1,1,2,3
2021-08-09,China,Shanxi,1,1,1,3,1,1,2,3
2021-08-09,China,Sichuan,1,2,2,4,1,0,2,3
2021-08-09,China,Tianjin,1,1,1,1,1,0,1,3
2021-08-09,China,Tibet,1,1,1,2,1,1,1,3
2021-08-09,China,Xinjiang,1,1,1,1,0,0,1,3
2021-08-09,China,Yunnan,1,2,2,4,1,1,2,3
2021-08-09,China,Zhejiang,1,2,2,3,1,1,2,3
2021-08-09,Colombia,,3,1,1,0,2,2,0,1
2021-08-09,Costa Rica,,2,2,2,3,0,1,1,1
2021-08-09,Czechia,,2,1,1,1,0,0,0,3
2021-08-09,Denmark,,1,2,1,2,0,0,0,2
2021-08-09,Estonia,,1,0,0,1,0,0,0,2
2021-08-09,Finland,,1,1,1,4,0,1,0,2
2021-08-09,France,,1,2,2,3,1,0,2,3
2021-08-09,Germany,,1,2,2,4,1,1,0,2
2021-08-09,Greece,,1,1,1,4,1,1,1,1
2021-08-09,Hungary,,0,0,0,3,0,0,0,3
2021-08-09,Iceland,,2,1,1,2,0,0,0,3
2021-08-09,Ireland,,1,2,1,3,0,1,0,3
2021-08-09,Israel,,1,2,2,3,0,0,0,4
2021-08-09,Italy,,1,2,1,1,1,0,1,3
2021-08-09,Japan,,1,2,1,2,0,1,1,4
2021-08-09,Latvia,,2,1,1,3,0,0,0,2
2021-08-09,Lithuania,,1,1,1,0,0,0,0,2
2021-08-09,Luxembourg,,1,1,1,2,0,0,0,3
2021-08-09,Mexico,,3,3,2,4,1,2,2,1
2021-08-09,Netherlands,,1,2,1,0,1,0,0,3
2021-08-09,New Zealand,,0,0,0,0,0,0,0,4
2021-08-09,Norway,,1,1,1,3,1,1,0,2
2021-08-09,Poland,,1,1,1,2,0,1,0,2
2021-08-09,Portugal,,1,2,2,4,1,0,0,3
2021-08-09,Slovakia,,9,9,9,9,0,0,0,2
2021-08-09,Slovenia,,1,1,1,1,0,0,0,1
2021-08-09,South Korea,,3,2,2,4,0,0,0,2
2021-08-09,Spain,,1,1,2,4,0,2,0,2
2021-08-09,Sweden,,0,0,1,3,0,1,0,3
2021-08-09,Switzerland,,1,1,1,3,0,1,0,3
2021-08-09,Taiwan,,2,2,1,3,0,0,1,4
