Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-07-18,Australia,,2,2,2,4,1,2,2,4
2021-07-18,Austria,,2,2,1,2,1,0,0,3
2021-07-18,Belgium,,1,2,1,4,0,1,0,3
2021-07-18,Canada,,3,1,1,4,1,1,2,4
2021-07-18,Canada,Alberta,1,0,1,0,0,1,0,4
2021-07-18,Canada,British Columbia,1,1,1,0,0,1,2,4
2021-07-18,Canada,Manitoba,2,1,1,4,0,1,2,4
2021-07-18,Canada,New Brunswick,1,1,1,3,0,1,2,4
2021-07-18,Canada,Newfoundland and Labrador,1,1,1,3,1,1,2,4
2021-07-18,Canada,Northwest Territories,1,1,1,2,1,1,2,4
2021-07-18,Canada,Nova Scotia,1,1,1,3,0,1,2,4
2021-07-18,Canada,Nunavut,2,1,1,3,0,1,2,9
2021-07-18,Canada,Ontario,3,1,1,3,0,1,0,4
2021-07-18,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2021-07-18,Canada,Quebec,1,1,1,4,0,1,0,4
2021-07-18,Canada,Saskatchewan,9,0,1,0,0,1,0,9
2021-07-18,Canada,Yukon,1,1,1,4,0,1,2,9
2021-07-18,Chile,,3,3,2,4,2,3,2,4
2021-07-18,China,,3,3,2,4,1,3,2,3
2021-07-18,China,Anhui,1,1,1,1,1,0,1,3
2021-07-18,China,Beijing,1,1,1,2,0,1,1,3
2021-07-18,China,Chongqing,1,1,1,1,1,1,1,3
2021-07-18,China,Fujian,1,1,1,1,0,0,1,3
2021-07-18,China,Gansu,1,1,2,0,0,0,1,3
2021-07-18,China,Guangdong,1,2,1,3,1,1,1,3
2021-07-18,China,Guangxi,1,1,1,1,1,0,1,3
2021-07-18,China,Guizhou,1,1,1,1,0,1,1,3
2021-07-18,China,Hainan,1,1,0,0,0,0,1,3
2021-07-18,China,Hebei,1,1,0,1,1,0,1,3
2021-07-18,China,Heilongjiang,1,1,1,0,1,1,1,3
2021-07-18,China,Henan,1,1,0,0,1,0,1,3
2021-07-18,China,Hubei,1,1,1,1,0,0,1,3
2021-07-18,China,Hunan,1,1,1,0,0,0,1,3
2021-07-18,China,Inner Mongolia,1,1,1,0,1,0,1,3
2021-07-18,China,Jiangsu,1,1,1,1,1,0,1,3
2021-07-18,China,Jiangxi,1,1,1,1,1,1,2,3
2021-07-18,China,Jilin,1,1,1,2,0,1,1,3
2021-07-18,China,Liaoning,1,1,1,0,0,0,0,3
2021-07-18,China,Ningxia,1,1,1,0,0,0,1,3
2021-07-18,China,Qinghai,1,1,1,1,1,1,1,3
2021-07-18,China,Shaanxi,1,1,1,0,1,1,1,3
2021-07-18,China,Shandong,1,1,1,1,0,0,1,3
2021-07-18,China,Shanghai,1,1,1,1,1,1,1,3
2021-07-18,China,Shanxi,1,1,1,1,1,1,1,3
2021-07-18,China,Sichuan,1,1,1,1,1,0,2,3
2021-07-18,China,Tianjin,1,1,1,1,1,0,1,3
2021-07-18,China,Tibet,1,1,1,2,0,0,1,3
2021-07-18,China,Xinjiang,1,1,1,1,0,0,0,3
2021-07-18,China,Yunnan,1,2,2,4,1,1,2,3
2021-07-18,China,Zhejiang,1,1,1,1,1,1,2,3
2021-07-18,Colombia,,3,2,2,3,2,2,0,1
2021-07-18,Costa Rica,,2,2,2,3,0,1,1,1
2021-07-18,Czechia,,1,1,1,1,0,0,0,3
2021-07-18,Denmark,,1,2,2,2,0,0,0,3
2021-07-18,Estonia,,1,0,0,1,0,0,0,2
2021-07-18,Finland,,1,1,1,4,0,1,0,3
2021-07-18,France,,1,2,2,3,0,0,0,3
2021-07-18,Germany,,1,2,2,4,1,1,1,3
2021-07-18,Greece,,1,1,1,4,1,1,1,3
2021-07-18,Hungary,,0,0,0,3,0,0,0,3
2021-07-18,Iceland,,2,0,0,0,0,0,0,3
2021-07-18,Ireland,,1,2,1,3,0,1,0,3
2021-07-18,Israel,,1,1,0,0,0,0,0,4
2021-07-18,Italy,,3,3,2,4,1,2,2,3
2021-07-18,Japan,,1,2,1,2,0,1,1,4
2021-07-18,Latvia,,2,1,1,3,0,0,0,2
2021-07-18,Lithuania,,1,1,1,0,0,0,0,2
2021-07-18,Luxembourg,,1,1,1,2,0,1,0,3
