tDate,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-07-27,Australia,,2,2,2,4,1,2,2,4
2020-07-27,Austria,,1,1,1,2,0,0,0,3
2020-07-27,Belgium,,1,2,2,3,0,0,0,3
2020-07-27,Canada,,3,2,2,4,0,1,2,4
2020-07-27,Canada,Alberta,1,2,1,2,1,0,1,4
2020-07-27,Canada,British Columbia,3,1,2,3,0,0,1,4
2020-07-27,Canada,Manitoba,2,1,2,3,0,1,1,4
2020-07-27,Canada,New Brunswick,2,1,2,3,1,0,2,4
2020-07-27,Canada,Newfoundland and Labrador,2,1,2,3,0,1,2,4
2020-07-27,Canada,Northwest Territories,2,2,2,3,0,0,2,4
2020-07-27,Canada,Nova Scotia,3,0,1,3,0,0,2,4
2020-07-27,Canada,Nunavut,2,2,1,3,0,1,2,4
2020-07-27,Canada,Ontario,3,2,1,4,1,0,0,4
2020-07-27,Canada,Prince Edward Island,2,1,1,3,0,1,2,4
2020-07-27,Canada,Quebec,3,2,2,3,0,0,0,4
2020-07-27,Canada,Saskatchewan,3,2,1,3,0,1,0,9
2020-07-27,Canada,Yukon,3,1,2,3,1,0,2,9
2020-07-27,Chile,,3,3,2,4,2,3,2,3
2020-07-27,China,,2,3,2,4,2,3,2,3
2020-07-27,China,Anhui,1,1,1,2,1,0,1,4
2020-07-27,China,Beijing,2,1,1,0,1,2,1,4
2020-07-27,China,Chongqing,1,1,1,3,1,1,1,4
2020-07-27,China,Fujian,1,1,1,3,1,1,1,4
2020-07-27,China,Gansu,1,1,1,0,1,1,1,4
2020-07-27,China,Guangdong,1,1,1,3,1,1,1,4
2020-07-27,China,Guangxi,1,1,1,0,1,0,1,4
2020-07-27,China,Guizhou,1,1,1,0,0,0,1,4
2020-07-27,China,Hainan,1,0,0,0,1,0,1,4
2020-07-27,China,Hebei,2,1,1,1,1,0,0,9
