Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2021-09-13,Australia,,9,9,9,9,9,9,9,9
2021-09-13,Austria,,9,9,9,9,9,9,9,9
2021-09-13,Belgium,,1,2,1,4,0,0,0,3
2021-09-13,Canada,,9,9,9,9,9,9,9,9
2021-09-13,Canada,Alberta,9,9,9,9,9,9,9,9
2021-09-13,Canada,British Columbia,9,9,9,9,9,9,9,9
2021-09-13,Canada,Manitoba,9,9,9,9,9,9,9,9
2021-09-13,Canada,New Brunswick,9,9,9,9,9,9,9,9
2021-09-13,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2021-09-13,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2021-09-13,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2021-09-13,Canada,Nunavut,9,9,9,9,9,9,9,9
2021-09-13,Canada,Ontario,9,9,9,9,9,9,9,9
2021-09-13,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2021-09-13,Canada,Quebec,9,9,9,9,9,9,9,9
2021-09-13,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2021-09-13,Canada,Yukon,9,9,9,9,9,9,9,9
2021-09-13,Chile,,9,9,9,9,9,9,9,9
2021-09-13,China,,3,3,2,4,1,3,2,2
2021-09-13,China,Anhui,1,2,1,4,1,1,2,3
2021-09-13,China,Beijing,1,1,1,2,1,1,2,3
2021-09-13,China,Chongqing,1,1,1,1,1,1,1,3
2021-09-13,China,Fujian,9,9,9,9,9,9,9,9
2021-09-13,China,Gansu,1,2,2,3,0,0,1,3
2021-09-13,China,Guangdong,9,9,9,9,9,9,9,9
2021-09-13,China,Guangxi,1,1,2,0,2,0,2,3
2021-09-13,China,Guizhou,9,9,9,9,9,9,9,9
2021-09-13,China,Hainan,1,1,1,0,1,0,2,3
2021-09-13,China,Hebei,1,1,1,1,1,0,1,3
2021-09-13,China,Heilongjiang,1,1,1,0,1,1,1,3
2021-09-13,China,Henan,2,3,2,4,2,2,2,3
2021-09-13,China,Hubei,1,1,1,1,1,1,1,3
2021-09-13,China,Hunan,1,1,1,0,0,1,0,3
2021-09-13,China,Inner Mongolia,1,1,1,0,1,1,1,3
2021-09-13,China,Jiangsu,9,9,9,9,9,9,9,9
2021-09-13,China,Jiangxi,2,2,1,2,0,0,2,3
2021-09-13,China,Jilin,9,9,9,9,9,9,9,9
2021-09-13,China,Liaoning,1,2,2,3,1,1,2,3
2021-09-13,China,Ningxia,2,2,2,2,0,0,2,3
2021-09-13,China,Qinghai,1,1,1,1,1,1,2,3
2021-09-13,China,Shaanxi,1,9,9,0,0,1,2,3
2021-09-13,China,Shandong,1,2,2,4,0,0,1,3
2021-09-13,China,Shanghai,1,2,1,4,1,1,2,3
2021-09-13,China,Shanxi,1,1,1,3,0,1,1,3
2021-09-13,China,Sichuan,1,1,1,1,1,0,2,3
2021-09-13,China,Tianjin,1,1,1,1,0,0,1,3
2021-09-13,China,Tibet,1,1,1,2,1,0,1,3
2021-09-13,China,Xinjiang,1,1,1,1,1,0,1,3
2021-09-13,China,Yunnan,1,2,2,4,1,1,2,3
2021-09-13,China,Zhejiang,1,1,1,1,1,1,2,3
2021-09-13,Colombia,,3,1,1,3,2,2,1,1
2021-09-13,Costa Rica,,9,9,9,9,9,9,9,9
2021-09-13,Czechia,,9,9,9,9,9,9,9,9
2021-09-13,Denmark,,1,1,0,0,0,0,0,2
2021-09-13,Estonia,,9,9,9,9,9,9,9,9
2021-09-13,Finland,,1,1,1,4,0,1,0,2
2021-09-13,France,,9,9,9,9,9,9,9,9
2021-09-13,Germany,,9,9,9,9,9,9,9,9
2021-09-13,Greece,,9,9,9,9,9,9,9,9
2021-09-13,Hungary,,9,9,9,9,9,9,9,9
2021-09-13,Iceland,,2,1,1,2,0,0,0,3
2021-09-13,Ireland,,9,9,9,9,9,9,9,9
2021-09-13,Israel,,9,9,9,9,9,9,9,9
2021-09-13,Italy,,2,2,2,2,1,2,2,3
2021-09-13,Japan,,1,2,1,2,0,1,1,4
2021-09-13,Latvia,,1,1,1,3,0,0,0,2
2021-09-13,Lithuania,,0,0,1,1,1,0,0,2
2021-09-13,Luxembourg,,9,9,9,9,9,9,9,9
2021-09-13,Mexico,,0,2,1,0,1,1,2,1
2021-09-13,Netherlands,,1,2,1,0,1,0,0,3
2021-09-13,New Zealand,,3,3,2,4,2,2,2,4
2021-09-13,Norway,,1,1,1,0,1,1,0,2
2021-09-13,Poland,,1,1,1,2,0,1,0,2
2021-09-13,Portugal,,1,2,2,4,0,0,0,3
2021-09-13,Slovakia,,9,9,9,9,9,9,9,9
2021-09-13,Slovenia,,1,1,1,3,0,0,0,1
2021-09-13,South Korea,,9,9,9,9,9,9,9,9
2021-09-13,Spain,,1,1,2,4,0,2,0,2
2021-09-13,Sweden,,9,9,9,9,9,9,9,9
2021-09-13,Switzerland,,1,1,1,3,0,1,0,3
2021-09-13,Taiwan,,9,9,9,9,9,9,9,9
2021-09-13,Turkey,,9,9,9,9,9,9,9,9
2021-09-13,United Kingdom,,1,2,1,3,1,0,0,3
2021-09-13,United Kingdom,England,1,0,0,0,0,0,0,3
2021-09-13,United Kingdom,Northern Ireland,1,2,1,3,1,0,0,3
2021-09-13,United Kingdom,Scotland,1,0,1,0,0,0,0,3
2021-09-13,United Kingdom,Wales,1,0,0,0,0,0,0,3
2021-09-13,United States,,2,2,2,4,1,1,2,3
2021-09-13,United States,Alabama,9,9,9,9,9,9,9,9
2021-09-13,United States,Alaska,1,1,1,3,0,1,1,3
2021-09-13,United States,Arizona,9,9,9,9,9,9,9,9
2021-09-13,United States,Arkansas,0,0,0,0,0,0,1,3
2021-09-13,United States,California,9,9,9,9,9,9,9,9
2021-09-13,United States,Colorado,1,1,1,1,1,0,1,3
2021-09-13,United States,Connecticut,9,9,9,9,9,9,9,9
2021-09-13,United States,Delaware,9,9,9,9,9,9,9,9
2021-09-13,United States,Florida,0,0,0,0,0,0,1,3
2021-09-13,United States,Georgia,1,0,0,0,0,0,1,3
2021-09-13,United States,Hawaii,9,1,1,4,0,0,9,9
2021-09-13,United States,Idaho,1,1,0,0,0,0,1,3
2021-09-13,United States,Illinois,9,9,9,9,9,9,9,9
2021-09-13,United States,Indiana,1,9,9,9,9,9,9,9
2021-09-13,United States,Iowa,9,9,9,9,9,9,9,9
2021-09-13,United States,Kansas,9,9,9,9,9,9,9,9
2021-09-13,United States,Kentucky,9,9,9,9,9,9,9,9
2021-09-13,United States,Louisiana,9,9,9,9,9,9,9,9
2021-09-13,United States,Maine,1,0,0,0,0,0,1,3
2021-09-13,United States,Maryland,1,0,0,0,0,0,1,3
2021-09-13,United States,Massachusetts,9,9,9,9,9,9,9,9
2021-09-13,United States,Michigan,9,9,9,9,9,9,9,9
