Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-05-24,Australia,,9,9,9,9,9,9,9,9
2022-05-24,Australia,Australian Capital Territory,9,9,9,9,9,9,9,9
2022-05-24,Australia,New South Wales,9,9,9,9,9,9,9,9
2022-05-24,Australia,Northern Territory,9,9,9,9,9,9,9,9
2022-05-24,Australia,Queensland,9,9,9,9,9,9,9,9
2022-05-24,Australia,South Australia,9,9,9,9,9,9,9,9
2022-05-24,Australia,Tasmania,9,9,9,9,9,9,9,9
2022-05-24,Australia,Victoria,9,9,9,9,9,9,9,9
2022-05-24,Australia,Western Australia,9,9,9,9,9,9,9,9
2022-05-24,Austria,,9,9,9,9,9,9,9,9
2022-05-24,Belgium,,9,9,9,9,9,9,9,9
2022-05-24,Canada,,9,9,9,9,9,9,9,9
2022-05-24,Canada,Alberta,9,9,9,9,9,9,9,9
2022-05-24,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-05-24,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-05-24,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-05-24,Canada,Newfoundland and Labrador,9,0,0,0,9,1,9,9
2022-05-24,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-05-24,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-05-24,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-05-24,Canada,Ontario,9,9,9,9,9,9,9,9
2022-05-24,Canada,Prince Edward Island,9,9,9,9,9,9,0,9
2022-05-24,Canada,Quebec,9,9,9,9,9,9,9,9
2022-05-24,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-05-24,Canada,Yukon,9,9,9,9,9,9,9,9
2022-05-24,Chile,,9,9,9,9,9,9,9,9
2022-05-24,China,,9,9,9,9,9,9,9,9
2022-05-24,China,Anhui,3,3,2,4,2,3,2,3
2022-05-24,China,Beijing,2,2,2,4,2,2,2,3
2022-05-24,China,Chongqing,9,9,9,9,9,9,9,9
2022-05-24,China,Fujian,2,1,1,3,1,1,2,3
2022-05-24,China,Gansu,1,1,2,3,0,1,2,3
2022-05-24,China,Guangdong,1,2,2,2,2,1,2,3
2022-05-24,China,Guangxi,9,9,9,9,9,9,9,9
2022-05-24,China,Guizhou,1,1,1,3,0,0,2,3
2022-05-24,China,Hainan,9,9,9,9,9,9,9,9
2022-05-24,China,Hebei,9,9,9,9,9,9,9,9
2022-05-24,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-05-24,China,Henan,2,2,2,4,2,3,2,3
2022-05-24,China,Hubei,9,9,9,9,9,9,9,9
