Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2020-10-07,Australia,,2,2,2,4,1,2,2,4
2020-10-07,Austria,,1,1,1,3,0,1,0,3
2020-10-07,Belgium,,1,2,1,4,0,0,0,3
2020-10-07,Canada,,2,2,2,4,0,1,2,4
2020-10-07,Canada,Alberta,1,2,1,2,0,0,0,4
2020-10-07,Canada,British Columbia,1,2,2,3,0,0,1,4
2020-10-07,Canada,Manitoba,1,1,2,3,0,2,2,4
2020-10-07,Canada,New Brunswick,1,1,2,3,1,0,2,4
2020-10-07,Canada,Newfoundland and Labrador,1,1,1,3,0,1,2,4
2020-10-07,Canada,Northwest Territories,0,2,2,3,0,0,2,4
2020-10-07,Canada,Nova Scotia,1,0,1,3,0,0,2,4
2020-10-07,Canada,Nunavut,1,2,1,3,0,1,2,4
2020-10-07,Canada,Ontario,2,2,1,3,1,0,0,4
2020-10-07,Canada,Prince Edward Island,1,1,1,3,0,1,2,4
2020-10-07,Canada,Quebec,2,2,2,4,0,1,1,4
2020-10-07,Canada,Saskatchewan,2,2,1,3,0,1,0,9
2020-10-07,Canada,Yukon,1,1,1,3,1,0,2,9
2020-10-07,Chile,,3,3,2,3,2,3,2,4
2020-10-07,China,,2,2,2,3,0,0,2,3
2020-10-07,China,Anhui,1,1,1,2,1,0,1,2
2020-10-07,China,Beijing,1,1,1,0,1,1,1,2
2020-10-07,China,Chongqing,1,1,1,2,1,1,1,3
2020-10-07,China,Fujian,1,1,1,3,1,1,1,2
2020-10-07,China,Gansu,1,1,1,0,1,1,1,2
2020-10-07,China,Guangdong,1,1,1,1,1,1,1,2
2020-10-07,China,Guangxi,1,1,1,0,1,0,1,2
2020-10-07,China,Guizhou,1,1,1,0,0,0,1,2
2020-10-07,China,Hainan,1,0,0,0,1,0,1,2
2020-10-07,China,Hebei,1,1,1,0,1,0,0,9
2020-10-07,China,Heilongjiang,1,2,1,3,1,1,1,2
2020-10-07,China,Henan,1,1,2,3,1,1,1,2
2020-10-07,China,Hubei,1,1,1,3,1,1,1,2
2020-10-07,China,Hunan,1,1,1,0,0,0,1,2
2020-10-07,China,Inner Mongolia,1,1,1,0,1,1,1,2
2020-10-07,China,Jiangsu,1,1,1,1,1,1,1,2
2020-10-07,China,Jiangxi,2,2,1,1,0,1,1,2
2020-10-07,China,Jilin,1,1,1,2,1,1,1,2
2020-10-07,China,Liaoning,1,1,1,0,0,0,2,2
2020-10-07,China,Ningxia,1,0,2,3,1,1,1,2
2020-10-07,China,Qinghai,1,1,1,1,1,1,1,2
2020-10-07,China,Shaanxi,1,1,1,3,1,1,1,2
2020-10-07,China,Shandong,1,0,1,1,0,0,0,2
2020-10-07,China,Shanghai,1,1,1,3,1,1,1,2
2020-10-07,China,Shanxi,1,1,1,1,1,1,1,2
2020-10-07,China,Sichuan,1,1,1,0,1,1,1,2
2020-10-07,China,Tianjin,1,1,1,0,1,1,1,2
2020-10-07,China,Tibet,1,1,2,3,0,1,1,2
2020-10-07,China,Xinjiang,1,1,0,1,1,0,1,2
2020-10-07,China,Yunnan,1,1,1,1,1,1,1,2
2020-10-07,China,Zhejiang,1,1,1,1,1,1,1,2
2020-10-07,Colombia,,3,1,2,3,1,1,1,4
2020-10-07,Costa Rica,,3,2,2,3,0,1,0,2
2020-10-07,Czechia,,2,1,1,4,0,0,1,3
2020-10-07,Denmark,,1,2,1,3,1,1,0,3
2020-10-07,Estonia,,1,1,1,1,0,0,0,3
2020-10-07,Finland,,1,1,1,0,0,0,0,3
2020-10-07,France,,1,2,2,4,0,0,1,3
2020-10-07,Germany,,1,2,2,4,0,0,0,3
2020-10-07,Greece,,1,1,2,4,1,1,1,3
2020-10-07,Hungary,,1,1,1,2,0,0,0,4
2020-10-07,Iceland,,1,1,1,3,0,0,0,3
2020-10-07,Ireland,,1,2,2,3,1,1,1,2
2020-10-07,Israel,,3,3,2,4,1,2,2,2
2020-10-07,Italy,,1,2,2,3,0,0,0,3
2020-10-07,Japan,,1,0,1,0,0,1,1,1
2020-10-07,Latvia,,1,1,0,2,0,0,0,3
2020-10-07,Lithuania,,2,1,0,2,0,1,0,2
2020-10-07,Luxembourg,,1,1,1,4,0,1,0,3
2020-10-07,Mexico,,3,3,2,3,1,2,2,1
2020-10-07,Netherlands,,1,2,2,4,0,1,1,3
2020-10-07,New Zealand,,0,0,0,0,0,0,0,4
2020-10-07,Norway,,1,1,0,3,0,0,0,2
2020-10-07,Poland,,1,0,0,0,0,0,0,3
2020-10-07,Portugal,,1,2,2,4,1,0,0,3
2020-10-07,Slovakia,,2,1,2,3,0,0,0,2
2020-10-07,Slovenia,,1,2,2,3,0,0,0,2
2020-10-07,South Korea,,3,2,2,3,0,1,2,2
2020-10-07,Spain,,3,2,2,4,0,1,2,3
2020-10-07,Sweden,,1,1,2,3,1,1,0,3
2020-10-07,Switzerland,,0,2,0,3,0,0,0,3
2020-10-07,Taiwan,,1,0,0,0,0,0,0,3
2020-10-07,Turkey,,2,2,2,4,1,2,2,1
2020-10-07,United Kingdom,,1,2,2,4,1,1,2,2
2020-10-07,United Kingdom,England,1,2,2,4,1,0,2,2
2020-10-07,United Kingdom,Northern Ireland,0,2,2,4,1,0,0,2
2020-10-07,United Kingdom,Scotland,1,2,2,4,1,1,1,2
2020-10-07,United Kingdom,Wales,1,2,2,4,1,1,2,2
2020-10-07,United States,,3,2,2,3,1,1,2,3
2020-10-07,United States,Alabama,2,1,1,0,0,1,1,3
2020-10-07,United States,Alaska,3,1,1,3,0,1,2,3
2020-10-07,United States,Arizona,2,2,1,3,0,1,1,3
2020-10-07,United States,Arkansas,2,2,1,3,1,1,1,3
2020-10-07,United States,California,3,2,2,4,0,1,1,3
2020-10-07,United States,Colorado,2,2,1,4,1,1,1,3
2020-10-07,United States,Connecticut,2,2,1,3,1,1,2,3
2020-10-07,United States,Delaware,2,2,1,2,0,1,1,3
2020-10-07,United States,Florida,1,1,1,0,1,2,1,3
2020-10-07,United States,Georgia,2,1,2,3,0,2,1,3
2020-10-07,United States,Hawaii,2,2,2,4,1,2,2,3
2020-10-07,United States,Idaho,1,2,1,4,0,1,2,3
2020-10-07,United States,Illinois,3,1,1,3,0,1,2,3
2020-10-07,United States,Indiana,2,1,1,0,0,1,1,3
