tDate,SumTodayNewLocal,SumTodayNewForeign,SumAccConfirmed,SumPercent,SumPer10HS,SeoulTodayNewLocal,SeoulTodayNewForeign,SeoulAccConfirmed,SeoulPercent,SeoulPer10HS,BusanTodayNewLocal,BusanTodayNewForeign,BusanAccConfirmed,BusanPercent,BusanPer10HS,DaeguTodayNewLocal,DaeguTodayNewForeign,DaeguAccConfirmed,DaeguPercent,DaeguPer10HS,IncheonTodayNewLocal,IncheonTodayNewForeign,IncheonAccConfirmed,IncheonPercent,IncheonPer10HS,GwangjuTodayNewLocal,GwangjuTodayNewForeign,GwangjuAccConfirmed,GwangjuPercent,GwangjuPer10HS,DaejeonTodayNewLocal,DaejeonTodayNewForeign,DaejeonAccConfirmed,DaejeonPercent,DaejeonPer10HS,UlsanTodayNewLocal,UlsanTodayNewForeign,UlsanAccConfirmed,UlsanPercent,UlsanPer10HS,SejongTodayNewLocal,SejongTodayNewForeign,SejongAccConfirmed,SejongPercent,SejongPer10HS,GyeonggiTodayNewLocal,GyeonggiTodayNewForeign,GyeonggiAccConfirmed,GyeonggiPercent,GyeonggiPer10HS,GangwonTodayNewLocal,GangwonTodayNewForeign,GangwonAccConfirmed,GangwonPercent,GangwonPer10HS,ChungbugTodayNewLocal,ChungbugTodayNewForeign,ChungbugAccConfirmed,ChungbugPercent,ChungbugPer10HS,ChungnamTodayNewLocal,ChungnamTodayNewForeign,ChungnamAccConfirmed,ChungnamPercent,ChungnamPer10HS,JeonbugTodayNewLocal,JeonbugTodayNewForeign,JeonbugAccConfirmed,JeonbugPercent,JeonbugPer10HS,JeonnamTodayNewLocal,JeonnamTodayNewForeign,JeonnamAccConfirmed,JeonnamPercent,JeonnamPer10HS,GyeongbugTodayNewLocal,GyeongbugTodayNewForeign,GyeongbugAccConfirmed,GyeongbugPercent,GyeongbugPer10HS,GyeongnamTodayNewLocal,GyeongnamTodayNewForeign,GyeongnamAccConfirmed,GyeongnamPercent,GyeongnamPer10HS,JejuTodayNewLocal,JejuTodayNewForeign,JejuAccConfirmed,JejuPercent,JejuPer10HS,QuarantineTodayNewLocal,QuarantineTodayNewForeign,QuarantineAccConfirmed,QuarantinePercent,QuarantinePer10HS
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,4812,100,9.3,0,0,98,2,1,0,0,90,1.9,2.6,0,0,3600,74.8,147.8,0,0,7,0.1,0.2,0,0,11,0.2,0.8,0,0,14,0.3,0.9,0,0,20,0.4,1.7,0,0,1,0,0.3,0,0,94,2,0.7,0,0,20,0.4,1.3,0,0,12,0.2,0.8,0,0,81,1.7,3.8,0,0,7,0.1,0.4,0,0,5,0.1,0.3,0,0,685,14.2,25.7,0,0,64,1.3,1.9,0,0,3,0.1,0.4,0,0,0,0,0
2020-03-04,0,0,5328,100,10.3,0,0,99,1.9,1,0,0,93,1.7,2.7,0,0,4006,75.2,164.4,0,0,9,0.2,0.3,0,0,13,0.2,0.9,0,0,15,0.3,1,0,0,23,0.4,2,0,0,1,0,0.3,0,0,101,1.99,0.8,0,0,21,0.4,1.4,0,0,11,0.2,0.7,0,0,82,1.5,3.9,0,0,7,0.1,0.4,0,0,5,0.1,0.3,0,0,774,14.5,29.1,0,0,65,1.2,1.9,0,0,3,0.1,0.4,0,0,0,0,0
2020-03-05,0,0,5766,100,11.1,0,0,103,1.8,1.1,0,0,92,1.6,2.7,0,0,4326,75,177.6,0,0,9,0.2,0.3,0,0,14,0.2,1,0,0,16,0.3,1.1,0,0,23,0.4,2,0,0,1,0,0.3,0,0,110,1.9,0.8,0,0,23,0.4,1.5,0,0,12,0.2,0.8,0,0,86,1.5,4.1,0,0,7,0.1,0.4,0,0,5,0.1,0.3,0,0,861,14.9,32.3,0,0,74,1.3,2.2,0,0,4,0.1,0.6,0,0,0,0,0
2020-03-06,0,0,6284,100,12.1,0,0,105,1.7,1.1,0,0,95,1.5,2.8,0,0,4693,74.7,192.6,0,0,9,0.1,0.3,0,0,13,0.2,0.9,0,0,18,0.3,1.2,0,0,23,0.4,2,0,0,1,0,0.3,0,0,120,1.9,0.9,0,0,25,0.4,1.6,0,0,15,0.2,0.9,0,0,90,1.4,4.2,0,0,7,0.1,0.4,0,0,5,0.1,0.3,0,0,984,15.7,37,0,0,77,1.2,2.3,0,0,4,0.1,0.6,0,0,0,0,0
2020-03-07,0,0,6767,100,13.1,0,0,108,1.6,1.1,0,0,96,1.4,2.8,0,0,5084,75.1,208.7,0,0,9,0.1,0.3,0,0,13,0.2,0.9,0,0,18,0.3,1.2,0,0,23,0.3,2,0,0,2,0,0.6,0,0,130,1.9,1,0,0,26,0.4,1.7,0,0,20,0.3,1.3,0,0,92,1.4,4.3,0,0,7,0.1,0.4,0,0,7,0.1,0.2,0,0,1049,15.5,39.4,0,0,82,1.2,2.4,0,0,4,0.1,0.6,0,0,0,0,0
2020-03-08,0,0,7134,100,13.8,0,0,120,1.68,1.2,0,0,97,1.36,2.8,0,0,5381,75.43,220.9,0,0,9,0.13,0.03,0,0,13,0.18,0.9,0,0,18,0.25,1.2,0,0,24,0.34,2.1,0,0,3,0.04,0.9,0,0,141,1.98,1.1,0,0,27,0.38,1.8,0,0,24,0.34,1.5,0,0,98,1.37,4.6,0,0,7,0.1,0.4,0,0,4,0.06,0.2,0,0,1081,15.15,40.6,0,0,83,1.16,2.5,0,0,4,0.06,0.6,0,0,0,0,0
2020-03-09,0,0,7382,100,14.2,0,0,130,1.76,1.3,0,0,96,1.3,2.8,0,0,5571,75.47,228.6,0,0,9,0.12,0.3,0,0,15,0.2,1,0,0,19,0.26,1.3,0,0,24,0.33,2.1,0,0,6,0.08,1.8,0,0,152,2.06,1.1,0,0,28,0.38,1.8,0,0,25,0.34,1.6,0,0,102,1.38,4.8,0,0,7,0.09,0.4,0,0,4,0.05,0.2,0,0,1107,15,41.6,0,0,83,1.12,2.5,0,0,4,0.05,0.6,0,0,0,0,0
2020-03-10,0,0,7513,100,14.49,0,0,141,1.88,1.45,0,0,96,1.28,2.81,0,0,5663,75.38,232.42,0,0,13,0.17,0.44,0,0,15,0.2,1.03,0,0,18,0.24,1.22,0,0,24,0.32,2.01,0,0,8,0.11,2.34,0,0,163,2.17,1.23,0,0,28,0.37,1.82,0,0,25,0.33,1.56,0,0,104,1.38,4.9,0,0,7,0.09,0.39,0,0,4,0.05,0.21,0,0,1117,14.87,41.95,0,0,83,1.1,2.47,0,0,4,0.05,0.6,0,0,0,0,0
2020-03-11,0,0,7755,100,14.96,0,0,193,2.5,1.98,0,0,98,1.3,2.87,0,0,5794,74.7,237.8,0,0,25,0.3,0.85,0,0,15,0.2,1.03,0,0,18,0.2,1.22,0,0,25,0.3,2.18,0,0,10,0.1,2.92,0,0,175,2.3,1.32,0,0,29,0.4,1.88,0,0,27,0.3,1.69,0,0,112,1.4,5.28,0,0,7,0.1,0.39,0,0,4,0.1,0.21,0,0,1135,14.6,42.63,0,0,84,1.1,2.5,0,0,4,0.01,0.6,0,0,0,0,0
2020-03-12,0,0,7869,100,15.18,0,0,212,2.69,2.18,0,0,99,1.26,2.9,0,0,5867,74.56,240.8,0,0,25,0.32,0.85,0,0,15,0.19,1.03,0,0,20,0.25,1.36,0,0,25,0.32,2.18,0,0,15,0.19,4.38,0,0,178,2.26,1.34,0,0,29,0.37,1.88,0,0,27,0.34,1.69,0,0,114,1.45,5.37,0,0,7,0.09,0.39,0,0,4,0.05,0.21,0,0,1143,14.53,42.93,0,0,85,1.08,2.53,0,0,4,0.05,0.6,0,0,0,0,0
2020-03-13,0,0,7979,100,15.39,0,0,225,2.82,2.31,0,0,100,1.25,2.93,0,0,5928,74.3,243.3,0,0,27,0.34,0.91,0,0,15,0.19,1.03,0,0,22,0.28,1.49,0,0,27,0.34,2.35,0,0,32,0.4,9.35,0,0,185,2.32,1.4,0,0,29,0.36,1.88,0,0,27,0.34,1.69,0,0,115,1.44,5.42,0,0,7,0.09,0.39,0,0,4,0.05,0.21,0,0,1147,14.38,43.08,0,0,85,1.07,2.53,0,0,4,0.05,0.6,0,0,0,0,0
2020-03-14,0,0,8086,100,15.6,0,0,238,2.94,2.45,0,0,103,1.27,3.02,0,0,5990,74.08,245.85,0,0,28,0.35,0.95,0,0,15,0.19,1.03,0,0,22,0.27,1.49,0,0,27,0.33,2.35,0,0,38,0.47,11.1,0,0,200,2.47,1.51,0,0,29,0.36,1.88,0,0,28,0.35,1.75,0,0,115,1.42,5.42,0,0,7,0.09,0.39,0,0,4,0.05,0.21,0,0,1153,14.26,43.31,0,0,85,1.05,2.53,0,0,4,0.05,0.6,0,0,0,0,0
2020-03-15,0,0,8162,100,15.74,0,0,247,3.03,2.54,0,0,106,1.3,3.11,0,0,6031,73.89,247.53,0,0,30,0.37,1.01,0,0,16,0.2,1.1,0,0,22,0.27,1.49,0,0,28,0.34,2.44,0,0,39,0.48,11.39,0,0,211,2.59,1.59,0,0,29,0.36,1.88,0,0,31,0.38,1.94,0,0,115,1.41,5.42,0,0,7,0.09,0.39,0,0,4,0.05,0.21,0,0,1157,14.18,43.46,0,0,85,1.04,2.53,0,0,4,0.05,0.6,0,0,0,0,0
2020-03-16,0,0,8236,100,15.89,0,0,253,3.07,2.6,0,0,107,1.3,3.14,0,0,6066,73.65,248.96,0,0,30,0.36,1.01,0,0,16,0.19,1.1,0,0,22,0.27,1.49,0,0,28,0.34,2.44,0,0,40,0.49,11.68,0,0,231,2.8,1.74,0,0,29,0.35,1.88,0,0,31,0.38,1.94,0,0,115,1.4,5.42,0,0,7,0.08,0.39,0,0,4,0.05,0.21,0,0,1164,14.13,43.72,0,0,85,1.03,2.53,0,0,4,0.05,0.6,0,0,4,0.05,0
2020-03-17,0,0,8320,100,16.05,0,0,265,3.19,2.72,0,0,107,1.29,3.14,0,0,6098,73.29,250.28,0,0,31,0.37,1.05,0,0,16,0.19,1.1,0,0,22,0.26,1.49,0,0,28,0.34,2.44,0,0,40,0.48,11.68,0,0,262,3.15,1.98,0,0,29,0.35,1.88,0,0,31,0.37,1.94,0,0,115,1.38,5.42,0,0,7,0.08,0.39,0,0,4,0.05,0.21,0,0,1169,14.05,43.91,0,0,86,1.03,2.56,0,0,4,0.05,0.6,0,0,6,0.07,0
2020-03-18,0,0,8413,100,16.23,0,0,270,3.21,2.77,0,0,107,1.27,3.14,0,0,6144,73.03,252.17,0,0,32,0.38,1.08,0,0,17,0.2,1.17,0,0,22,0.26,1.49,0,0,30,0.36,2.62,0,0,41,0.49,11.98,0,0,277,3.29,2.09,0,0,30,0.36,1.95,0,0,32,0.38,2,0,0,118,1.4,5.56,0,0,9,0.11,0.5,0,0,5,0.06,0.27,0,0,1178,14,44.24,0,0,86,1.02,2.56,0,0,4,0.05,0.6,0,0,11,0.13,0
2020-03-19,0,0,8565,100,16.52,0,0,282,3.29,2.9,0,0,107,1.25,3.14,0,0,6241,72.87,256.15,0,0,32,0.37,1.08,0,0,17,0.2,1.17,0,0,22,0.26,1.49,0,0,36,0.42,3.14,0,0,41,0.48,11.98,0,0,295,3.44,2.23,0,0,30,0.35,1.95,0,0,33,0.39,2.06,0,0,118,1.38,5.56,0,0,10,0.12,0.55,0,0,5,0.06,0.27,0,0,1190,13.89,44.69,0,0,86,1,2.56,0,0,4,0.05,0.6,0,0,16,0.19,0
2020-03-20,0,0,8652,100,16.69,0,0,299,3.46,3.07,0,0,108,1.25,3.17,0,0,6275,72.53,257.54,0,0,36,0.42,1.22,0,0,18,0.21,1.24,0,0,22,0.25,1.49,0,0,36,0.42,3.14,0,0,41,0.47,11.98,0,0,309,3.57,2.33,0,0,30,0.35,1.95,0,0,33,0.38,2.06,0,0,119,1.38,5.61,0,0,10,0.12,0.55,0,0,5,0.06,0.27,0,0,1203,13.9,45.18,0,0,87,1.01,2.59,0,0,4,0.05,0.6,0,0,17,0.2,0
2020-03-21,0,0,8799,100,16.97,0,0,314,3.57,3.23,0,0,108,1.23,3.17,0,0,6344,72.1,260.37,0,0,40,0.45,1.35,0,0,18,0.2,1.24,0,0,22,0.25,1.49,0,0,36,0.41,3.14,0,0,41,0.47,11.98,0,0,321,3.65,2.42,0,0,30,0.34,1.95,0,0,34,0.39,2.13,0,0,119,1.35,5.61,0,0,10,0.11,0.55,0,0,5,0.06,0.27,0,0,1243,14.13,46.69,0,0,87,0.99,2.59,0,0,4,0.05,0.6,0,0,23,0.26,0
2020-03-22,0,0,8897,100,17.16,0,0,324,3.64,3.33,0,0,108,1.21,3.17,0,0,6387,71.79,262.14,0,0,40,0.45,1.35,0,0,19,0.21,1.3,0,0,24,0.27,1.63,0,0,36,0.4,3.14,0,0,41,0.46,11.98,0,0,337,3.79,2.54,0,0,30,0.34,1.95,0,0,35,0.39,2.19,0,0,120,1.35,5.65,0,0,10,0.11,0.55,0,0,6,0.07,0.32,0,0,1254,14.09,47.1,0,0,88,0.99,2.62,0,0,4,0.04,0.6,0,0,34,0.38,0
2020-03-23,0,0,8961,100,17.28,0,0,330,3.68,3.39,0,0,109,1.22,3.19,0,0,6411,71.54,263.12,0,0,40,0.45,1.35,0,0,19,0.21,1.3,0,0,24,0.27,1.63,0,0,36,0.4,3.14,0,0,42,0.47,12.27,0,0,351,3.92,2.65,0,0,30,0.33,1.95,0,0,37,0.41,2.31,0,0,120,1.34,5.65,0,0,10,0.11,0.55,0,0,6,0.07,0.32,0,0,1256,14.02,47.17,0,0,89,0.99,2.65,0,0,4,0.04,0.6,0,0,47,0.52,0
2020-03-24,0,0,9037,100,17.43,0,0,334,3.7,3.43,0,0,111,1.23,3.25,0,0,6442,71.28,264.4,0,0,41,0.45,1.39,0,0,19,0.21,1.3,0,0,24,0.27,1.63,0,0,36,0.4,3.14,0,0,42,0.46,12.27,0,0,366,4.05,2.76,0,0,30,0.33,1.95,0,0,38,0.42,2.38,0,0,120,1.33,5.65,0,0,10,0.11,0.55,0,0,6,0.07,0.32,0,0,1257,13.91,47.21,0,0,90,1,2.68,0,0,4,0.04,0.6,0,0,67,0.74,0
2020-03-25,0,0,9137,100,17.62,0,0,334,3.66,3.43,0,0,111,1.21,3.25,0,0,6442,70.5,264.4,0,0,41,0.45,1.39,0,0,19,0.21,1.3,0,0,24,0.26,1.63,0,0,36,0.39,3.14,0,0,42,0.46,12.27,0,0,366,4.01,2.76,0,0,30,0.33,1.95,0,0,38,0.42,2.38,0,0,120,1.31,5.65,0,0,10,0.1,0.55,0,0,6,0.07,0.32,0,0,1257,13.76,47.21,0,0,90,0.99,2.68,0,0,4,0.04,0.6,0,0,67,0.73,0
2020-03-26,0,0,9241,100,17.82,0,0,360,3.9,3.7,0,0,112,1.21,3.28,0,0,6482,70.14,266.04,0,0,43,0.47,1.45,0,0,19,0.21,1.3,0,0,30,0.32,2.04,0,0,37,0.4,3.23,0,0,44,0.48,12.85,0,0,401,4.34,3.03,0,0,31,0.34,2.01,0,0,39,0.42,2.44,0,0,124,1.34,5.84,0,0,10,0.11,0.55,0,0,8,0.09,0.43,0,0,1274,13.79,47.85,0,0,90,0.97,2.68,0,0,6,0.06,0.89,0,0,131,1.42,0
2020-03-27,0,0,9332,100,18,0,0,372,3.99,3.82,0,0,113,1.21,3.31,0,0,6516,69.82,267.43,0,0,46,0.49,1.56,0,0,20,0.21,1.37,0,0,31,0.33,2.1,0,0,39,0.42,3.4,0,0,44,0.47,12.85,0,0,412,4.41,3.11,0,0,31,0.33,2.01,0,0,41,0.44,2.56,0,0,124,1.33,5.84,0,0,10,0.11,0.55,0,0,8,0.09,0.43,0,0,1283,13.75,48.19,0,0,91,0.98,2.71,0,0,7,0.08,1.04,0,0,144,1.54,0
2020-03-28,0,0,9478,100,18.28,0,0,390,4.11,4.01,0,0,114,1.2,3.34,0,0,6587,69.5,270.35,0,0,51,0.54,1.73,0,0,20,0.21,1.37,0,0,31,0.33,2.1,0,0,39,0.41,3.4,0,0,44,0.46,12.85,0,0,433,4.57,3.27,0,0,32,0.34,2.08,0,0,41,0.43,2.56,0,0,126,1.33,5.94,0,0,10,0.11,0.55,0,0,8,0.08,0.43,0,0,1285,13.56,48.26,0,0,91,0.96,2.71,0,0,8,0.08,1.19,0,0,168,1.77,0
2020-03-29,0,0,9583,100,18.48,0,0,410,4.28,4.21,0,0,117,1.22,3.43,0,0,6610,68.98,271.29,0,0,58,0.61,1.96,0,0,20,0.21,1.37,0,0,34,0.35,2.31,0,0,39,0.41,3.4,0,0,46,0.48,13.44,0,0,448,4.67,3.38,0,0,34,0.35,2.21,0,0,41,0.43,2.56,0,0,127,1.33,5.98,0,0,12,0.13,0.66,0,0,9,0.09,0.48,0,0,1287,13.43,48.34,0,0,94,0.98,2.8,0,0,8,0.08,1.19,0,0,189,1.97,0
2020-03-30,0,0,9661,100,18.63,0,0,426,4.41,4.38,0,0,118,1.22,3.46,0,0,6624,68.56,271.87,0,0,58,0.6,1.96,0,0,20,0.21,1.37,0,0,34,0.35,2.31,0,0,39,0.4,3.4,0,0,46,0.48,13.44,0,0,463,4.79,3.49,0,0,36,0.37,2.34,0,0,44,0.46,2.75,0,0,127,1.31,5.98,0,0,13,0.13,0.72,0,0,9,0.09,0.48,0,0,1298,13.44,48.75,0,0,95,0.98,2.83,0,0,9,0.09,1.34,0,0,202,2.09,0
2020-03-31,0,0,9786,100,18.87,0,0,450,4.6,4.62,0,0,119,1.22,3.49,0,0,6684,68.3,274.33,0,0,64,0.65,2.17,0,0,20,0.2,1.37,0,0,36,0.37,2.44,0,0,39,0.4,3.4,0,0,46,0.47,13.44,0,0,476,4.86,3.59,0,0,36,0.37,2.34,0,0,44,0.45,2.75,0,0,128,1.31,6.03,0,0,13,0.13,0.72,0,0,9,0.09,0.48,0,0,1300,13.28,48.83,0,0,96,0.98,2.86,0,0,9,0.09,1.34,0,0,217,2.22,0
2020-04-01,0,0,9887,100,19.07,0,0,474,4.79,4.87,0,0,122,1.23,3.58,0,0,6704,67.81,275.15,0,0,69,0.7,2.33,0,0,24,0.24,1.65,0,0,36,0.36,2.44,0,0,39,0.39,3.4,0,0,46,0.47,13.44,0,0,499,5.05,3.77,0,0,38,0.38,2.47,0,0,44,0.45,2.75,0,0,131,1.32,6.17,0,0,14,0.14,0.77,0,0,12,0.12,0.64,0,0,1302,13.17,48.9,0,0,100,1.01,2.98,0,0,9,0.09,1.34,0,0,224,2.27,0
2020-04-02,0,0,9976,100,19.24,0,0,488,4.89,5.01,0,0,122,1.22,3.58,0,0,6725,67.41,276.01,0,0,73,0.73,2.47,0,0,25,0.25,1.72,0,0,36,0.36,2.44,0,0,40,0.4,3.49,0,0,46,0.46,13.44,0,0,516,5.17,3.89,0,0,39,0.39,2.53,0,0,44,0.44,2.75,0,0,133,1.33,6.27,0,0,14,0.14,0.77,0,0,14,0.14,0.75,0,0,1304,13.07,48.98,0,0,106,1.06,3.15,0,0,9,0.09,1.34,0,0,242,2.43,0
2020-04-03,0,0,10062,100,19.41,0,0,506,5.03,5.2,0,0,122,1.21,3.58,0,0,6734,66.93,276.38,0,0,74,0.74,2.5,0,0,26,0.26,1.78,0,0,36,0.36,2.44,0,0,40,0.4,3.49,0,0,46,0.46,13.44,0,0,539,5.36,4.07,0,0,41,0.41,2.66,0,0,45,0.45,2.81,0,0,134,1.33,6.31,0,0,15,0.15,0.83,0,0,15,0.15,0.8,0,0,1309,13.01,49.16,0,0,107,1.06,3.18,0,0,9,0.09,1.34,0,0,264,2.62,0
2020-04-04,62,32,10156,100,19.59,10,12,528,5.2,5.42,0,0,122,1.2,3.58,26,1,6761,66.57,277.49,1,2,77,0.76,2.6,0,0,26,0.26,1.78,0,0,36,0.35,2.44,0,0,40,0.39,3.49,0,0,46,0.45,13.44,21,2,562,5.53,4.24,1,0,42,0.41,2.73,0,0,45,0.44,2.81,1,0,135,1.33,6.36,0,0,15,0.15,0.83,0,0,15,0.15,0.8,1,0,1310,12.9,49.2,1,0,108,1.06,3.21,0,0,9,0.09,1.34,0,15,279,2.75,0
2020-04-05,41,40,10237,100,19.74,14,10,552,5.39,5.67,0,0,122,1.19,3.58,6,1,6768,66.11,277.78,1,1,79,0.77,2.67,0,1,27,0.26,1.85,1,0,37,0.36,2.51,0,0,40,0.39,3.49,0,0,46,0.45,13.44,9,1,572,5.59,4.32,2,1,45,0.44,2.81,0,0,45,0.44,2.81,0,0,135,1.32,6.36,1,0,16,0.16,0.88,0,0,15,0.15,0.8,4,0,1314,12.84,49.35,1,0,109,1.06,3.24,2,1,12,0.12,1.79,0,24,303,2.96,0
2020-04-06,31,16,10284,100,19.84,6,5,563,5.47,5.78,0,0,122,1.19,3.58,12,1,6781,65.94,278.31,1,0,80,0.78,2.71,0,0,27,0.26,1.85,1,1,39,0.38,2.65,0,0,40,0.39,3.49,0,0,46,0.45,13.44,6,2,580,5.64,4.38,0,0,45,0.44,2.92,0,0,45,0.44,2.81,1,0,136,1.32,6.41,0,0,16,0.16,0.88,0,0,15,0.15,0.8,2,0,1316,12.8,49.43,2,0,111,1.08,3.3,0,0,12,0.12,1.79,0,7,310,3.01,0
2020-04-07,30,17,10331,100,19.93,3,1,567,5.49,5.83,1,0,123,1.19,3.61,12,1,6794,65.76,278.84,0,0,80,0.77,2.71,0,0,27,0.26,1.85,0,0,39,0.38,2.65,0,0,40,0.39,3.49,0,0,46,0.45,13.44,9,1,590,5.71,4.45,2,0,47,0.45,3.05,0,0,45,0.44,2.81,1,0,137,1.33,6.45,0,0,16,0.15,0.88,0,0,15,0.15,0.8,1,0,1317,12.75,49.46,1,0,112,1.08,3.33,0,0,12,0.12,1.79,0,14,324,3.14,0
2020-04-08,29,24,10384,100,20.03,5,6,578,5.57,5.94,0,2,125,1.2,3.66,9,0,6803,65.51,279.21,4,0,84,0.81,2.84,0,0,27,0.26,1.85,0,0,39,0.38,2.65,0,0,40,0.39,3.49,0,0,46,0.44,13.44,5,1,596,5.74,4.5,2,0,49,0.47,3.18,0,0,45,0.43,2.81,0,0,137,1.32,6.45,0,1,17,0.16,0.94,0,0,15,0.14,0.8,3,0,1320,12.71,49.58,1,0,113,1.09,3.36,0,0,12,0.12,1.79,0,14,338,3.26,0
2020-04-09,16,23,10423,100,20.1,5,7,590,5.66,6.06,0,0,125,1.2,3.66,4,0,6807,65.31,279.38,0,0,84,0.81,2.84,0,0,27,0.26,1.85,0,0,39,0.37,2.65,0,0,40,0.38,3.49,0,0,46,0.44,13.44,5,5,606,5.81,4.57,0,0,49,0.47,3.18,0,0,45,0.43,2.81,1,0,138,1.32,6.5,0,0,17,0.16,0.94,0,0,15,0.14,0.8,0,0,1320,12.66,49.58,1,1,115,1.1,3.42,0,0,12,0.12,1.79,0,10,348,3.34,0
2020-04-10,22,5,10450,100,20.16,5,0,595,5.69,6.11,1,0,126,1.21,3.69,0,0,6807,65.14,279.38,1,0,85,0.81,2.88,0,0,27,0.26,1.85,0,0,39,0.37,2.65,0,0,40,0.38,3.49,0,0,46,0.44,13.44,8,1,615,5.89,4.64,0,0,49,0.47,3.18,0,0,45,0.43,2.81,0,0,138,1.32,6.5,0,0,17,0.16,0.94,0,0,15,0.14,0.8,7,0,1327,12.7,49.84,0,0,115,1.1,3.42,0,0,12,0.11,1.79,0,4,352,3.37,0
2020-04-11,18,12,10480,100,20.21,3,1,599,5.72,6.15,0,0,126,1.2,3.69,6,1,6814,65.02,279.66,0,0,85,0.81,2.88,0,0,27,0.26,1.85,0,0,39,0.37,2.65,0,1,41,0.39,3.57,0,0,46,0.44,13.44,6,3,624,5.95,4.71,0,0,49,0.47,3.18,0,0,45,0.43,2.81,0,0,138,1.32,6.5,0,0,17,0.16,0.94,0,0,15,0.14,0.8,3,0,1330,12.69,49.95,0,0,115,1.1,3.42,0,0,12,0.11,1.79,0,6,358,3.42,0
2020-04-12,8,24,10512,100,20.27,2,1,602,5.73,6.18,0,0,126,1.2,3.69,1,1,6816,64.84,279.75,0,1,86,0.82,2.91,0,0,27,0.26,1.85,0,0,39,0.37,2.65,0,0,41,0.39,3.57,0,0,46,0.44,13.44,1,3,628,5.97,4.74,0,0,49,0.47,3.18,0,0,45,0.43,2.81,1,0,139,1.32,6.55,0,0,17,0.16,0.94,0,0,15,0.14,0.8,3,0,1333,12.68,50.07,0,0,115,1.09,3.42,0,0,12,0.11,1.79,0,18,376,3.58,0
2020-04-13,9,16,10537,100,20.32,1,7,610,5.79,6.27,0,0,126,1.2,3.69,3,0,6819,64.71,279.87,0,1,87,0.83,2.94,0,0,27,0.26,1.85,0,0,39,0.37,2.65,0,0,41,0.39,3.57,0,0,46,0.44,13.44,1,2,631,5.99,4.76,0,0,49,0.47,3.18,0,0,45,0.43,2.81,0,0,139,1.32,6.55,0,0,17,0.16,0.94,0,0,15,0.14,0.8,4,0,1337,12.69,50.22,0,0,115,1.09,3.42,0,0,12,0.11,1.79,0,6,382,3.63,0
2020-04-14,15,12,10564,100,20.38,2,0,612,5.79,6.29,0,0,126,1.19,3.68,2,1,6822,64.58,279.99,0,1,88,0.83,2.98,0,0,27,0.26,1.85,0,0,39,0.37,2.65,1,0,42,0.4,3.66,0,0,46,0.44,13.44,5,3,639,6.05,4.82,0,0,49,0.46,3.18,0,0,45,0.43,2.81,0,0,139,1.32,6.55,0,0,17,0.16,0.94,0,0,15,0.14,0.8,5,0,1342,12.7,50.4,0,0,115,1.09,3.42,0,0,12,0.11,1.79,0,7,389,3.68,0
2020-04-15,16,11,10591,100,20.43,2,3,617,5.83,6.34,0,1,127,1.2,3.72,0,1,6823,64.42,280.03,0,0,88,0.83,2.98,1,0,28,0.26,1.92,0,0,39,0.37,2.65,0,0,42,0.4,3.66,0,0,46,0.43,13.44,6,0,645,6.09,4.87,1,1,51,0.48,3.31,0,0,45,0.42,2.81,0,0,139,1.31,6.55,0,0,17,0.16,0.94,0,0,15,0.14,0.8,6,0,1348,12.73,50.63,0,0,115,1.09,3.42,0,1,13,0.12,1.94,0,4,393,3.71,0
2020-04-16,11,11,10613,100,20.47,1,1,619,5.83,6.36,0,3,130,1.22,3.81,4,0,6827,64.33,280.2,0,0,88,0.83,2.98,0,0,28,0.26,1.92,0,0,39,0.37,2.65,0,0,42,0.4,3.66,0,0,46,0.43,13.44,1,3,649,6.12,4.9,1,0,52,0.49,3.38,0,0,45,0.42,2.81,0,0,139,1.31,6.55,0,0,17,0.16,0.94,0,0,15,0.14,0.8,4,0,1352,12.74,50.78,0,0,115,1.08,3.42,0,0,13,0.12,1.94,0,4,397,3.74,0
2020-04-17,8,14,10635,100,20.51,1,1,621,5.84,6.38,0,0,130,1.22,3.81,0,0,6827,64.19,280.2,1,0,89,0.84,3.01,0,2,30,0.28,2.06,1,0,40,0.38,2.71,0,0,42,0.39,3.66,0,0,46,0.43,13.44,1,0,650,6.11,4.91,0,0,52,0.49,3.38,0,0,45,0.42,2.81,0,0,139,1.31,6.55,0,0,17,0.16,0.94,0,0,15,0.14,0.8,4,0,1356,12.75,50.93,0,0,115,1.08,3.42,0,0,13,0.12,1.94,0,11,408,3.84,0
