tDate,Country,Vaccine,NumberOfVaccinated
2022-04-28,Chile,CanSino,0
2022-04-28,Chile,Moderna,0
2022-04-28,Chile,Oxford/AstraZeneca,549645
2022-04-28,Chile,Pfizer/BioNTech,7955226
2022-04-28,Chile,Sinovac,25714723
2022-04-28,Czechia,Johnson&Johnson,412745
2022-04-28,Czechia,Moderna,1592508
2022-04-28,Czechia,Novavax,6331
2022-04-28,Czechia,Pfizer/BioNTech,14669722
2022-04-28,France,Johnson&Johnson,1086833
2022-04-28,France,Moderna,23627560
2022-04-28,France,Oxford/AstraZeneca,7858727
2022-04-28,France,Pfizer/BioNTech,110330912
2022-04-28,Germany,Johnson&Johnson,3719623
2022-04-28,Germany,Moderna,30360545
2022-04-28,Germany,Novavax,109254
2022-04-28,Germany,Oxford/AstraZeneca,12874824
2022-04-28,Germany,Pfizer/BioNTech,131366933
2022-04-28,Italy,Moderna,33816296
2022-04-28,Italy,Novavax,39490
2022-04-28,Italy,Pfizer/BioNTech,89230557
2022-04-28,South Korea,Johnson&Johnson,1542922
2022-04-28,South Korea,Moderna,24427850
2022-04-28,South Korea,Novavax,359747
2022-04-28,South Korea,Oxford/AstraZeneca,20318747
2022-04-28,South Korea,Pfizer/BioNTech,76013847
