Date,Country,Vaccine,NumberOfVaccinated
2021-07-16,Austria,Johnson&Johnson,169337
2021-07-16,Austria,Moderna,892379
2021-07-16,Austria,Oxford/AstraZeneca,1498170
2021-07-16,Austria,Pfizer/BioNTech,6327489
2021-07-16,Belgium,Johnson&Johnson,303110
2021-07-16,Belgium,Moderna,1157068
2021-07-16,Belgium,Oxford/AstraZeneca,2433197
2021-07-16,Belgium,Pfizer/BioNTech,9106855
2021-07-16,Chile,CanSino,492294
2021-07-16,Chile,Oxford/AstraZeneca,394227
2021-07-16,Chile,Pfizer/BioNTech,5639445
2021-07-16,Chile,Sinovac,18213021
2021-07-16,Czechia,Johnson&Johnson,107506
2021-07-16,Czechia,Moderna,807091
2021-07-16,Czechia,Oxford/AstraZeneca,810713
2021-07-16,Czechia,Pfizer/BioNTech,7727828
2021-07-16,Denmark,Johnson&Johnson,47407
2021-07-16,Denmark,Moderna,665618
2021-07-16,Denmark,Oxford/AstraZeneca,154159
2021-07-16,Denmark,Pfizer/BioNTech,5536057
2021-07-16,Estonia,Johnson&Johnson,29857
2021-07-16,Estonia,Moderna,100481
2021-07-16,Estonia,Oxford/AstraZeneca,235375
2021-07-16,Estonia,Pfizer/BioNTech,702304
2021-07-16,Finland,Oxford/AstraZeneca,535264
2021-07-16,Finland,Pfizer/BioNTech,4046849
2021-07-16,France,Johnson&Johnson,688177
2021-07-16,France,Moderna,6065679
2021-07-16,France,Oxford/AstraZeneca,7452760
2021-07-16,France,Pfizer/BioNTech,49879863
2021-07-16,Germany,Johnson&Johnson,2217092
2021-07-16,Germany,Moderna,7824791
2021-07-16,Germany,Oxford/AstraZeneca,12246176
2021-07-16,Germany,Pfizer/BioNTech,63430086
2021-07-16,Hungary,Johnson&Johnson,96635
2021-07-16,Hungary,Moderna,678771
2021-07-16,Hungary,Oxford/AstraZeneca,1212167
2021-07-16,Hungary,Pfizer/BioNTech,4796755
2021-07-16,Hungary,Sinopharm/Beijing,2082775
2021-07-16,Hungary,Sputnik V,1811860
2021-07-16,Ireland,Johnson&Johnson,155281
2021-07-16,Ireland,Moderna,469040
2021-07-16,Ireland,Oxford/AstraZeneca,1177650
2021-07-16,Ireland,Pfizer/BioNTech,3379925
2021-07-16,Italy,Johnson&Johnson,1288886
2021-07-16,Italy,Moderna,5933552
2021-07-16,Italy,Oxford/AstraZeneca,10372444
2021-07-16,Italy,Pfizer/BioNTech,43014012
2021-07-16,Japan,Moderna,2605953
2021-07-16,Japan,Pfizer/BioNTech,67523365
2021-07-16,Latvia,Johnson&Johnson,86590
2021-07-16,Latvia,Moderna,214696
2021-07-16,Latvia,Oxford/AstraZeneca,292645
2021-07-16,Latvia,Pfizer/BioNTech,679184
2021-07-16,Lithuania,Johnson&Johnson,137048
2021-07-16,Lithuania,Moderna,214266
2021-07-16,Lithuania,Oxford/AstraZeneca,482442
2021-07-16,Lithuania,Pfizer/BioNTech,1641306
2021-07-16,Luxembourg,Johnson&Johnson,31719
2021-07-16,Luxembourg,Moderna,59798
2021-07-16,Luxembourg,Oxford/AstraZeneca,108308
2021-07-16,Luxembourg,Pfizer/BioNTech,453963
2021-07-16,Netherlands,Johnson&Johnson,753004
2021-07-16,Netherlands,Moderna,1650131
2021-07-16,Netherlands,Oxford/AstraZeneca,2826592
2021-07-16,Netherlands,Pfizer/BioNTech,13599865
2021-07-16,Poland,Johnson&Johnson,1181736
2021-07-16,Poland,Moderna,2999643
2021-07-16,Poland,Oxford/AstraZeneca,5093529
2021-07-16,Poland,Pfizer/BioNTech,23635599
2021-07-16,Portugal,Johnson&Johnson,440419
2021-07-16,Portugal,Moderna,1140615
2021-07-16,Portugal,Oxford/AstraZeneca,1997994
2021-07-16,Portugal,Pfizer/BioNTech,7400721
2021-07-16,Slovakia,Johnson&Johnson,18751
2021-07-16,Slovakia,Moderna,413741
2021-07-16,Slovakia,Oxford/AstraZeneca,818886
2021-07-16,Slovakia,Pfizer/BioNTech,2656074
2021-07-16,Slovakia,Sputnik V,26678
2021-07-16,Slovenia,Johnson&Johnson,58133
2021-07-16,Slovenia,Moderna,171909
2021-07-16,Slovenia,Oxford/AstraZeneca,308983
2021-07-16,Slovenia,Pfizer/BioNTech,1021690
2021-07-16,Spain,Johnson&Johnson,1506881
2021-07-16,Spain,Moderna,4553795
2021-07-16,Spain,Oxford/AstraZeneca,8672575
2021-07-16,Spain,Pfizer/BioNTech,34068689
2021-07-16,Sweden,Moderna,1001445
2021-07-16,Sweden,Oxford/AstraZeneca,1313992
2021-07-16,Sweden,Pfizer/BioNTech,7514934
2021-07-16,Switzerland,Moderna,5555425
2021-07-16,Switzerland,Pfizer/BioNTech,2895273
2021-07-16,United States,Johnson&Johnson,12966602
2021-07-16,United States,Moderna,136483277
2021-07-16,United States,Pfizer/BioNTech,186875936
