Date,Country,Vaccine,NumberOfVaccinated
2021-11-03,Chile,CanSino,571735
2021-11-03,Chile,Oxford/AstraZeneca,531091
2021-11-03,Chile,Pfizer/BioNTech,7406832
2021-11-03,Chile,Sinovac,22774265
2021-11-03,Czechia,Johnson&Johnson,294081
2021-11-03,Czechia,Moderna,963783
2021-11-03,Czechia,Oxford/AstraZeneca,882483
2021-11-03,Czechia,Pfizer/BioNTech,10251649
2021-11-03,France,Johnson&Johnson,1048668
2021-11-03,France,Moderna,11162281
2021-11-03,France,Oxford/AstraZeneca,7795970
2021-11-03,France,Pfizer/BioNTech,79544169
2021-11-03,Germany,Johnson&Johnson,3316697
2021-11-03,Germany,Moderna,9808152
2021-11-03,Germany,Oxford/AstraZeneca,12707874
2021-11-03,Germany,Pfizer/BioNTech,86719049
2021-11-03,Iceland,Johnson&Johnson,54060
2021-11-03,Iceland,Moderna,63119
2021-11-03,Iceland,Oxford/AstraZeneca,115550
2021-11-03,Iceland,Pfizer/BioNTech,341929
2021-11-03,Italy,Johnson&Johnson,1492000
2021-11-03,Italy,Moderna,11396210
2021-11-03,Italy,Pfizer/BioNTech,65246605
2021-11-03,Latvia,Johnson&Johnson,237893
2021-11-03,Latvia,Moderna,298241
2021-11-03,Latvia,Oxford/AstraZeneca,262474
2021-11-03,Latvia,Pfizer/BioNTech,1201945
2021-11-03,South Korea,Johnson&Johnson,1488184
2021-11-03,South Korea,Moderna,12220391
2021-11-03,South Korea,Oxford/AstraZeneca,22106991
2021-11-03,South Korea,Pfizer/BioNTech,43250927
2021-11-03,Switzerland,Johnson&Johnson,23066
2021-11-03,Switzerland,Moderna,7274169
2021-11-03,Switzerland,Pfizer/BioNTech,3821179
2021-11-03,United States,Johnson&Johnson,15725873
2021-11-03,United States,Moderna,160450092
2021-11-03,United States,Pfizer/BioNTech,248655677
