tDate,Country,Vaccine,NumberOfVaccinated
2021-09-07,Austria,Johnson&Johnson,268891
2021-09-07,Austria,Moderna,1013281
2021-09-07,Austria,Oxford/AstraZeneca,1592041
2021-09-07,Austria,Pfizer/BioNTech,7331605
2021-09-07,Belgium,Johnson&Johnson,351969
2021-09-07,Belgium,Moderna,1311107
2021-09-07,Belgium,Oxford/AstraZeneca,2827669
2021-09-07,Belgium,Pfizer/BioNTech,10743493
2021-09-07,Chile,CanSino,554421
2021-09-07,Chile,Oxford/AstraZeneca,495638
2021-09-07,Chile,Pfizer/BioNTech,7222191
2021-09-07,Chile,Sinovac,19507273
2021-09-07,Czechia,Johnson&Johnson,210229
2021-09-07,Czechia,Moderna,903475
2021-09-07,Czechia,Oxford/AstraZeneca,879353
2021-09-07,Czechia,Pfizer/BioNTech,9588531
2021-09-07,Estonia,Johnson&Johnson,45552
2021-09-07,Estonia,Moderna,127015
2021-09-07,Estonia,Oxford/AstraZeneca,236465
2021-09-07,Estonia,Pfizer/BioNTech,867378
2021-09-07,Finland,Johnson&Johnson,0
2021-09-07,Finland,Moderna,712825
2021-09-07,Finland,Oxford/AstraZeneca,552870
2021-09-07,Finland,Pfizer/BioNTech,5497247
2021-09-07,France,Johnson&Johnson,1024622
2021-09-07,France,Moderna,9449424
2021-09-07,France,Oxford/AstraZeneca,7782099
2021-09-07,France,Pfizer/BioNTech,72020899
2021-09-07,Germany,Johnson&Johnson,2938520
2021-09-07,Germany,Moderna,9475994
2021-09-07,Germany,Oxford/AstraZeneca,12667150
2021-09-07,Germany,Pfizer/BioNTech,78260056
2021-09-07,Iceland,Johnson&Johnson,53733
2021-09-07,Iceland,Moderna,61398
2021-09-07,Iceland,Oxford/AstraZeneca,115413
2021-09-07,Iceland,Pfizer/BioNTech,301104
2021-09-07,Ireland,Johnson&Johnson,233477
2021-09-07,Ireland,Moderna,565637
2021-09-07,Ireland,Oxford/AstraZeneca,1188729
2021-09-07,Ireland,Pfizer/BioNTech,4595933
2021-09-07,Italy,Johnson&Johnson,1450735
2021-09-07,Italy,Moderna,9644509
2021-09-07,Italy,Oxford/AstraZeneca,12126894
2021-09-07,Italy,Pfizer/BioNTech,56538063
2021-09-07,Latvia,Johnson&Johnson,111349
2021-09-07,Latvia,Moderna,235614
2021-09-07,Latvia,Oxford/AstraZeneca,289837
2021-09-07,Latvia,Pfizer/BioNTech,898812
2021-09-07,Lithuania,Johnson&Johnson,361516
2021-09-07,Lithuania,Moderna,251605
2021-09-07,Lithuania,Oxford/AstraZeneca,531996
2021-09-07,Lithuania,Pfizer/BioNTech,2083994
2021-09-07,Luxembourg,Johnson&Johnson,35750
2021-09-07,Luxembourg,Moderna,69786
2021-09-07,Luxembourg,Oxford/AstraZeneca,105249
2021-09-07,Luxembourg,Pfizer/BioNTech,496132
2021-09-07,Poland,Johnson&Johnson,1828169
2021-09-07,Poland,Moderna,3025616
2021-09-07,Poland,Oxford/AstraZeneca,5275316
2021-09-07,Poland,Pfizer/BioNTech,24972545
2021-09-07,Slovakia,Johnson&Johnson,71525
2021-09-07,Slovakia,Moderna,471446
2021-09-07,Slovakia,Pfizer/BioNTech,3014958
2021-09-07,South Korea,Johnson&Johnson,1289844
2021-09-07,South Korea,Moderna,3040802
2021-09-07,South Korea,Oxford/AstraZeneca,21368395
2021-09-07,South Korea,Pfizer/BioNTech,23145941
2021-09-07,Switzerland,Moderna,6482446
2021-09-07,Switzerland,Pfizer/BioNTech,3287754
2021-09-07,United States,Johnson&Johnson,14531824
2021-09-07,United States,Moderna,147054366
2021-09-07,United States,Pfizer/BioNTech,214049719
