tDate,Country,Vaccine,NumberOfVaccinated
2022-03-14,Chile,CanSino,574409
2022-03-14,Chile,Oxford/AstraZeneca,549285
2022-03-14,Chile,Pfizer/BioNTech,7896646
2022-03-14,Chile,Sinovac,25562874
2022-03-14,Czechia,Johnson&Johnson,412446
2022-03-14,Czechia,Moderna,1579612
2022-03-14,Czechia,Novavax,1363
2022-03-14,Czechia,Pfizer/BioNTech,14563758
2022-03-14,France,Johnson&Johnson,1085631
2022-03-14,France,Moderna,23491809
2022-03-14,France,Oxford/AstraZeneca,7857520
2022-03-14,France,Pfizer/BioNTech,108883080
2022-03-14,Germany,Johnson&Johnson,3626397
2022-03-14,Germany,Moderna,29325387
2022-03-14,Germany,Novavax,45518
2022-03-14,Germany,Oxford/AstraZeneca,12756525
2022-03-14,Germany,Pfizer/BioNTech,125359316
2022-03-14,Iceland,Johnson&Johnson,84
2022-03-14,Iceland,Moderna,6490
2022-03-14,Iceland,Oxford/AstraZeneca,1
2022-03-14,Iceland,Pfizer/BioNTech,75788
2022-03-14,Italy,Johnson&Johnson,1507109
2022-03-14,Italy,Moderna,33421018
2022-03-14,Italy,Novavax,16297
2022-03-14,Italy,Pfizer/BioNTech,88026648
2022-03-14,Latvia,Johnson&Johnson,292858
2022-03-14,Latvia,Moderna,707965
2022-03-14,Latvia,Novavax,114
2022-03-14,Latvia,Pfizer/BioNTech,1602362
2022-03-14,South Korea,Johnson&Johnson,1541959
2022-03-14,South Korea,Moderna,24109331
2022-03-14,South Korea,Novavax,130800
2022-03-14,South Korea,Oxford/AstraZeneca,20313734
2022-03-14,South Korea,Pfizer/BioNTech,73740424
2022-03-14,Switzerland,Johnson&Johnson,59773
2022-03-14,Switzerland,Moderna,9746725
2022-03-14,Switzerland,Pfizer/BioNTech,5780827
2022-03-14,United States,Johnson&Johnson,18519052
2022-03-14,United States,Moderna,209481825
2022-03-14,United States,Pfizer/BioNTech,328622521
