Date,Country,Vaccine,NumberOfVaccinated
2021-07-14,Chile,CanSino,486967
2021-07-14,Chile,Oxford/AstraZeneca,391127
2021-07-14,Chile,Pfizer/BioNTech,5577407
2021-07-14,Chile,Sinovac,18120522
2021-07-14,Czechia,Johnson&Johnson,102764
2021-07-14,Czechia,Moderna,791563
2021-07-14,Czechia,Oxford/AstraZeneca,798406
2021-07-14,Czechia,Pfizer/BioNTech,7570665
2021-07-14,France,Johnson&Johnson,647265
2021-07-14,France,Moderna,5850002
2021-07-14,France,Oxford/AstraZeneca,7376725
2021-07-14,France,Pfizer/BioNTech,48469335
2021-07-14,Germany,Johnson&Johnson,2172799
2021-07-14,Germany,Moderna,7688389
2021-07-14,Germany,Oxford/AstraZeneca,12173971
2021-07-14,Germany,Pfizer/BioNTech,62242920
2021-07-14,Iceland,Johnson&Johnson,52872
2021-07-14,Iceland,Moderna,40213
2021-07-14,Iceland,Oxford/AstraZeneca,114899
2021-07-14,Iceland,Pfizer/BioNTech,258450
2021-07-14,Italy,Johnson&Johnson,1281795
2021-07-14,Italy,Moderna,5807415
2021-07-14,Italy,Oxford/AstraZeneca,10191203
2021-07-14,Italy,Pfizer/BioNTech,42128896
2021-07-14,Japan,Moderna,2385459
2021-07-14,Japan,Pfizer/BioNTech,64957962
2021-07-14,Latvia,Johnson&Johnson,82945
2021-07-14,Latvia,Moderna,213425
2021-07-14,Latvia,Oxford/AstraZeneca,292248
2021-07-14,Latvia,Pfizer/BioNTech,673880
2021-07-14,Lithuania,Johnson&Johnson,126710
2021-07-14,Lithuania,Moderna,212732
2021-07-14,Lithuania,Oxford/AstraZeneca,477977
2021-07-14,Lithuania,Pfizer/BioNTech,1629201
2021-07-14,Switzerland,Moderna,5451478
2021-07-14,Switzerland,Pfizer/BioNTech,2875953
2021-07-14,United States,Johnson&Johnson,12905099
2021-07-14,United States,Moderna,136180712
2021-07-14,United States,Pfizer/BioNTech,186127467
