tDate,Country,Vaccine,NumberOfVaccinated
2022-12-06,Czechia,Johnson&Johnson,413949
2022-12-06,Czechia,Moderna,1640239
2022-12-06,Czechia,Novavax,10963
2022-12-06,Czechia,Pfizer/BioNTech,15609009
2022-12-06,France,Johnson&Johnson,1090164
2022-12-06,France,Moderna,24057468
2022-12-06,France,Novavax,35510
2022-12-06,France,Pfizer/BioNTech,119049190
2022-12-06,Germany,Johnson&Johnson,3756482
2022-12-06,Germany,Moderna,31557283
2022-12-06,Germany,Novavax,155301
2022-12-06,Germany,Pfizer/BioNTech,137898366
2022-12-06,Germany,Valneva,4427
2022-12-06,Italy,Moderna,34269728
2022-12-06,Italy,Pfizer/BioNTech,94971607
2022-12-06,Japan,Moderna,81680260
2022-12-06,Japan,Novavax,261745
2022-12-06,Japan,Pfizer/BioNTech,272644330
2022-12-06,South Korea,Johnson&Johnson,1545018
2022-12-06,South Korea,Moderna,25278570
2022-12-06,South Korea,Novavax,881735
2022-12-06,South Korea,Pfizer/BioNTech,81416039
2022-12-06,South Korea,SKYCovione,2198
