Date,Country,Vaccine,NumberOfVaccinated
2021-10-02,Chile,CanSino,567455
2021-10-02,Chile,Oxford/AstraZeneca,510636
2021-10-02,Chile,Pfizer/BioNTech,7302629
2021-10-02,Chile,Sinovac,20791724
2021-10-02,Czechia,Johnson&Johnson,237016
2021-10-02,Czechia,Moderna,921420
2021-10-02,Czechia,Pfizer/BioNTech,9791633
2021-10-02,France,Johnson&Johnson,1042095
2021-10-02,France,Moderna,10513755
2021-10-02,France,Oxford/AstraZeneca,7790271
2021-10-02,France,Pfizer/BioNTech,75952783
2021-10-02,Germany,Johnson&Johnson,3200573
2021-10-02,Germany,Moderna,9676336
2021-10-02,Germany,Oxford/AstraZeneca,12693925
2021-10-02,Germany,Pfizer/BioNTech,82549657
2021-10-02,Iceland,Johnson&Johnson,53874
2021-10-02,Iceland,Moderna,62529
2021-10-02,Iceland,Oxford/AstraZeneca,115479
2021-10-02,Iceland,Pfizer/BioNTech,324548
2021-10-02,Italy,Johnson&Johnson,1477541
2021-10-02,Italy,Moderna,10743219
2021-10-02,Italy,Oxford/AstraZeneca,12149940
2021-10-02,Italy,Pfizer/BioNTech,60798073
2021-10-02,Latvia,Johnson&Johnson,138889
2021-10-02,Latvia,Moderna,246764
2021-10-02,Latvia,Pfizer/BioNTech,1001711
2021-10-02,South Korea,Johnson&Johnson,1447940
2021-10-02,South Korea,Moderna,8279619
2021-10-02,South Korea,Oxford/AstraZeneca,21530448
2021-10-02,South Korea,Pfizer/BioNTech,33996884
2021-10-02,Switzerland,Moderna,6912832
2021-10-02,Switzerland,Pfizer/BioNTech,3586123
2021-10-02,United States,Johnson&Johnson,15047364
2021-10-02,United States,Moderna,151796711
2021-10-02,United States,Pfizer/BioNTech,227447588
