tDate,Country,Vaccine,NumberOfVaccinated
2022-09-04,Czechia,Moderna,1624307
2022-09-04,Czechia,Pfizer/BioNTech,14988087
2022-09-04,France,Moderna,23915799
2022-09-04,France,Novavax,31494
2022-09-04,France,Pfizer/BioNTech,116556438
2022-09-04,Germany,Moderna,31460090
2022-09-04,Germany,Novavax,141778
2022-09-04,Germany,Pfizer/BioNTech,136631400
2022-09-04,Italy,Moderna,34230996
2022-09-04,Italy,Pfizer/BioNTech,92452322
2022-09-04,Japan,Moderna,76153209
2022-09-04,Japan,Novavax,180787
2022-09-04,Japan,Pfizer/BioNTech,240917834
2022-09-04,South Korea,Moderna,25200315
2022-09-04,South Korea,Novavax,798492
2022-09-04,South Korea,Pfizer/BioNTech,81020196
