Date,Country,Vaccine,NumberOfVaccinated
2021-09-19,Chile,CanSino,560765
2021-09-19,Chile,Oxford/AstraZeneca,498966
2021-09-19,Chile,Pfizer/BioNTech,7268669
2021-09-19,Chile,Sinovac,19797480
2021-09-19,Czechia,Johnson&Johnson,225038
2021-09-19,Czechia,Moderna,912902
2021-09-19,Czechia,Pfizer/BioNTech,9699457
2021-09-19,Germany,Johnson&Johnson,3082498
2021-09-19,Germany,Moderna,9593237
2021-09-19,Germany,Oxford/AstraZeneca,12680703
2021-09-19,Germany,Pfizer/BioNTech,80357535
2021-09-19,Iceland,Johnson&Johnson,53800
2021-09-19,Iceland,Moderna,62381
2021-09-19,Iceland,Oxford/AstraZeneca,115455
2021-09-19,Iceland,Pfizer/BioNTech,316652
2021-09-19,Italy,Johnson&Johnson,1464330
2021-09-19,Italy,Moderna,10262531
2021-09-19,Italy,Oxford/AstraZeneca,12139331
2021-09-19,Italy,Pfizer/BioNTech,58577161
2021-09-19,Latvia,Johnson&Johnson,113087
2021-09-19,Latvia,Moderna,241284
2021-09-19,Latvia,Pfizer/BioNTech,948381
2021-09-19,Lithuania,Johnson&Johnson,370700
2021-09-19,Lithuania,Moderna,259111
2021-09-19,Lithuania,Oxford/AstraZeneca,533199
2021-09-19,Lithuania,Pfizer/BioNTech,2168088
2021-09-19,South Korea,Johnson&Johnson,1415573
2021-09-19,South Korea,Moderna,5273257
2021-09-19,South Korea,Oxford/AstraZeneca,21406343
2021-09-19,South Korea,Pfizer/BioNTech,29169863
2021-09-19,Switzerland,Moderna,6709767
2021-09-19,Switzerland,Pfizer/BioNTech,3429606
2021-09-19,United States,Johnson&Johnson,14837004
2021-09-19,United States,Moderna,149772779
2021-09-19,United States,Pfizer/BioNTech,220600691
