tDate,Country,Vaccine,NumberOfVaccinated
2021-06-22,Austria,Johnson&Johnson,96429
2021-06-22,Austria,Moderna,700901
2021-06-22,Austria,Oxford/AstraZeneca,1228737
2021-06-22,Austria,Pfizer/BioNTech,5099182
2021-06-22,Belgium,Johnson&Johnson,210997
2021-06-22,Belgium,Moderna,859238
2021-06-22,Belgium,Oxford/AstraZeneca,1884202
2021-06-22,Belgium,Pfizer/BioNTech,6791828
2021-06-22,Chile,CanSino,222362
2021-06-22,Chile,Oxford/AstraZeneca,350122
2021-06-22,Chile,Pfizer/BioNTech,4147256
2021-06-22,Chile,Sinovac,17033299
2021-06-22,Czechia,Johnson&Johnson,81468
2021-06-22,Czechia,Moderna,646487
2021-06-22,Czechia,Oxford/AstraZeneca,689876
2021-06-22,Czechia,Pfizer/BioNTech,6048039
2021-06-22,Finland,Moderna,357116
2021-06-22,Finland,Oxford/AstraZeneca,425533
2021-06-22,Finland,Pfizer/BioNTech,3153004
2021-06-22,France,Johnson&Johnson,512207
2021-06-22,France,Moderna,4534136
2021-06-22,France,Oxford/AstraZeneca,6415827
2021-06-22,France,Pfizer/BioNTech,38224093
2021-06-22,Germany,Johnson&Johnson,1736922
2021-06-22,Germany,Moderna,5798545
2021-06-22,Germany,Oxford/AstraZeneca,10695977
2021-06-22,Germany,Pfizer/BioNTech,50077370
2021-06-22,Iceland,Johnson&Johnson,48918
2021-06-22,Iceland,Moderna,34095
2021-06-22,Iceland,Oxford/AstraZeneca,82116
2021-06-22,Iceland,Pfizer/BioNTech,202965
2021-06-22,Ireland,Johnson&Johnson,72001
2021-06-22,Ireland,Moderna,317116
2021-06-22,Ireland,Oxford/AstraZeneca,839105
2021-06-22,Ireland,Pfizer/BioNTech,2477533
2021-06-22,Italy,Johnson&Johnson,1195949
2021-06-22,Italy,Moderna,4493773
2021-06-22,Italy,Oxford/AstraZeneca,8386698
2021-06-22,Italy,Pfizer/BioNTech,33124752
2021-06-22,Latvia,Johnson&Johnson,50658
2021-06-22,Latvia,Moderna,192388
2021-06-22,Latvia,Oxford/AstraZeneca,269521
2021-06-22,Latvia,Pfizer/BioNTech,581421
2021-06-22,Lithuania,Johnson&Johnson,88858
2021-06-22,Lithuania,Moderna,195801
2021-06-22,Lithuania,Oxford/AstraZeneca,411366
2021-06-22,Lithuania,Pfizer/BioNTech,1438179
2021-06-22,Luxembourg,Johnson&Johnson,19331
2021-06-22,Luxembourg,Moderna,46091
2021-06-22,Luxembourg,Oxford/AstraZeneca,92152
2021-06-22,Luxembourg,Pfizer/BioNTech,333960
2021-06-22,Netherlands,Johnson&Johnson,269309
2021-06-22,Netherlands,Moderna,1070783
2021-06-22,Netherlands,Oxford/AstraZeneca,2539346
2021-06-22,Netherlands,Pfizer/BioNTech,9851399
2021-06-22,Poland,Johnson&Johnson,877416
2021-06-22,Poland,Moderna,2795081
2021-06-22,Poland,Oxford/AstraZeneca,4359344
2021-06-22,Poland,Pfizer/BioNTech,19508333
2021-06-22,Slovakia,Johnson&Johnson,0
2021-06-22,Slovakia,Moderna,346689
2021-06-22,Slovakia,Oxford/AstraZeneca,706191
2021-06-22,Slovakia,Pfizer/BioNTech,2238234
2021-06-22,Slovakia,Sputnik V,8257
2021-06-22,Switzerland,Moderna,4291983
2021-06-22,Switzerland,Pfizer/BioNTech,2627142
2021-06-22,United States,Johnson&Johnson,12047571
2021-06-22,United States,Moderna,131557233
2021-06-22,United States,Pfizer/BioNTech,175373929
