tDate,Country,Vaccine,NumberOfVaccinated
2022-12-18,Czechia,Pfizer/BioNTech,15631655
2022-12-18,France,Moderna,24084676
2022-12-18,France,Novavax,36275
2022-12-18,France,Pfizer/BioNTech,119867831
2022-12-18,Germany,Moderna,31558579
2022-12-18,Germany,Novavax,156172
2022-12-18,Germany,Pfizer/BioNTech,137931355
2022-12-18,Germany,Valneva,4883
2022-12-18,Italy,Moderna,34277505
2022-12-18,Italy,Pfizer/BioNTech,95222379
2022-12-18,Japan,Moderna,82304272
2022-12-18,Japan,Novavax,269922
2022-12-18,Japan,Pfizer/BioNTech,281050304
2022-12-18,South Korea,Novavax,251574
2022-12-18,South Korea,Pfizer/BioNTech,52596258
