Date,Country,Vaccine,NumberOfVaccinated
2021-07-24,Chile,CanSino,503150
2021-07-24,Chile,Oxford/AstraZeneca,403212
2021-07-24,Chile,Pfizer/BioNTech,5984543
2021-07-24,Chile,Sinovac,18450744
2021-07-24,Czechia,Johnson&Johnson,121349
2021-07-24,Czechia,Moderna,838960
2021-07-24,Czechia,Oxford/AstraZeneca,834305
2021-07-24,Czechia,Pfizer/BioNTech,8180959
2021-07-24,France,Johnson&Johnson,793601
2021-07-24,France,Moderna,6647062
2021-07-24,France,Oxford/AstraZeneca,7615809
2021-07-24,France,Pfizer/BioNTech,54483913
2021-07-24,Germany,Johnson&Johnson,2333099
2021-07-24,Germany,Moderna,8203136
2021-07-24,Germany,Oxford/AstraZeneca,12387701
2021-07-24,Germany,Pfizer/BioNTech,66460012
2021-07-24,Italy,Johnson&Johnson,1317955
2021-07-24,Italy,Moderna,6492497
2021-07-24,Italy,Oxford/AstraZeneca,11133264
2021-07-24,Italy,Pfizer/BioNTech,46078064
2021-07-24,Japan,Moderna,3890843
2021-07-24,Japan,Pfizer/BioNTech,75409500
2021-07-24,Latvia,Johnson&Johnson,96013
2021-07-24,Latvia,Moderna,218035
2021-07-24,Latvia,Oxford/AstraZeneca,293626
2021-07-24,Latvia,Pfizer/BioNTech,709755
2021-07-24,Lithuania,Johnson&Johnson,153060
2021-07-24,Lithuania,Moderna,219299
2021-07-24,Lithuania,Oxford/AstraZeneca,493917
2021-07-24,Lithuania,Pfizer/BioNTech,1693904
2021-07-24,Switzerland,Moderna,5828605
2021-07-24,Switzerland,Pfizer/BioNTech,2965296
2021-07-24,United States,Johnson&Johnson,13191298
2021-07-24,United States,Moderna,137610667
2021-07-24,United States,Pfizer/BioNTech,189943803
