Date,Country,Vaccine,NumberOfVaccinated
2021-11-13,Chile,CanSino,572530
2021-11-13,Chile,Oxford/AstraZeneca,534937
2021-11-13,Chile,Pfizer/BioNTech,7453389
2021-11-13,Chile,Sinovac,23304877
2021-11-13,Czechia,Johnson&Johnson,334494
2021-11-13,Czechia,Moderna,1002244
2021-11-13,Czechia,Oxford/AstraZeneca,882818
2021-11-13,Czechia,Pfizer/BioNTech,10562755
2021-11-13,France,Johnson&Johnson,1050838
2021-11-13,France,Moderna,11270544
2021-11-13,France,Oxford/AstraZeneca,7798066
2021-11-13,France,Pfizer/BioNTech,81103073
2021-11-13,Germany,Johnson&Johnson,3353693
2021-11-13,Germany,Moderna,9889270
2021-11-13,Germany,Oxford/AstraZeneca,12711667
2021-11-13,Germany,Pfizer/BioNTech,89008664
2021-11-13,Iceland,Johnson&Johnson,54121
2021-11-13,Iceland,Moderna,63205
2021-11-13,Iceland,Oxford/AstraZeneca,115596
2021-11-13,Iceland,Pfizer/BioNTech,350801
2021-11-13,Italy,Johnson&Johnson,1493685
2021-11-13,Italy,Moderna,11645044
2021-11-13,Italy,Oxford/AstraZeneca,12155040
2021-11-13,Italy,Pfizer/BioNTech,66799194
2021-11-13,Latvia,Johnson&Johnson,255804
2021-11-13,Latvia,Moderna,333439
2021-11-13,Latvia,Oxford/AstraZeneca,262359
2021-11-13,Latvia,Pfizer/BioNTech,1275336
2021-11-13,South Korea,Johnson&Johnson,1498064
2021-11-13,South Korea,Moderna,13208891
2021-11-13,South Korea,Oxford/AstraZeneca,22129590
2021-11-13,South Korea,Pfizer/BioNTech,44787009
2021-11-13,Switzerland,Johnson&Johnson,30658
2021-11-13,Switzerland,Moderna,7358537
2021-11-13,Switzerland,Pfizer/BioNTech,3888522
2021-11-13,United States,Johnson&Johnson,16135268
2021-11-13,United States,Moderna,167010749
2021-11-13,United States,Pfizer/BioNTech,255432746
