tDate,Country,Vaccine,NumberOfVaccinated
2021-12-26,Chile,CanSino,573646
2021-12-26,Chile,Oxford/AstraZeneca,545583
2021-12-26,Chile,Pfizer/BioNTech,7629423
2021-12-26,Chile,Sinovac,24371012
2021-12-26,Czechia,Moderna,1302184
2021-12-26,Czechia,Pfizer/BioNTech,12613937
2021-12-26,France,Johnson&Johnson,1069798
2021-12-26,France,Moderna,16093779
2021-12-26,France,Oxford/AstraZeneca,7829537
2021-12-26,France,Pfizer/BioNTech,96188948
2021-12-26,Germany,Johnson&Johnson,3573463
2021-12-26,Germany,Moderna,21070027
2021-12-26,Germany,Oxford/AstraZeneca,12740397
2021-12-26,Germany,Pfizer/BioNTech,109609079
2021-12-26,Italy,Moderna,19871527
2021-12-26,Italy,Oxford/AstraZeneca,12161215
2021-12-26,Italy,Pfizer/BioNTech,74929365
2021-12-26,Latvia,Johnson&Johnson,282569
2021-12-26,Latvia,Moderna,546394
2021-12-26,Latvia,Pfizer/BioNTech,1419548
2021-12-26,South Korea,Johnson&Johnson,1532081
2021-12-26,South Korea,Moderna,19183025
2021-12-26,South Korea,Oxford/AstraZeneca,22246619
2021-12-26,South Korea,Pfizer/BioNTech,57110696
2021-12-26,Switzerland,Johnson&Johnson,52316
2021-12-26,Switzerland,Moderna,8559219
2021-12-26,Switzerland,Pfizer/BioNTech,4910498
