tDate,Country,Vaccine,NumberOfVaccinated
2021-05-22,Chile,Oxford/AstraZeneca,106058
2021-05-22,Chile,Pfizer/BioNTech,2916842
2021-05-22,Chile,Sinovac,14305699
2021-05-22,Czechia,Johnson&Johnson,29138
2021-05-22,Czechia,Moderna,438003
2021-05-22,Czechia,Oxford/AstraZeneca,473948
2021-05-22,Czechia,Pfizer/BioNTech,3709177
2021-05-22,France,Johnson&Johnson,203203
2021-05-22,France,Moderna,3016864
2021-05-22,France,Oxford/AstraZeneca,4693163
2021-05-22,France,Pfizer/BioNTech,24883518
2021-05-22,Germany,Johnson&Johnson,124019
2021-05-22,Germany,Moderna,3392824
2021-05-22,Germany,Oxford/AstraZeneca,8563919
2021-05-22,Germany,Pfizer/BioNTech,33050355
2021-05-22,Iceland,Johnson&Johnson,13258
2021-05-22,Iceland,Moderna,22560
2021-05-22,Iceland,Oxford/AstraZeneca,64571
2021-05-22,Iceland,Pfizer/BioNTech,131432
2021-05-22,Italy,Johnson&Johnson,391157
2021-05-22,Italy,Moderna,2589237
2021-05-22,Italy,Oxford/AstraZeneca,6480931
2021-05-22,Italy,Pfizer/BioNTech,21237396
2021-05-22,Latvia,Johnson&Johnson,11011
2021-05-22,Latvia,Moderna,128854
2021-05-22,Latvia,Oxford/AstraZeneca,180050
2021-05-22,Latvia,Pfizer/BioNTech,306762
2021-05-22,Lithuania,Johnson&Johnson,16608
2021-05-22,Lithuania,Moderna,134592
2021-05-22,Lithuania,Oxford/AstraZeneca,304730
2021-05-22,Lithuania,Pfizer/BioNTech,1005273
2021-05-22,Switzerland,Moderna,2320313
2021-05-22,Switzerland,Pfizer/BioNTech,1965889
2021-05-22,United States,Johnson&Johnson,10163242
2021-05-22,United States,Moderna,120493252
2021-05-22,United States,Pfizer/BioNTech,153075845
