Date,Country,Vaccine,NumberOfVaccinated
2021-06-29,Austria,Johnson&Johnson,106817
2021-06-29,Austria,Moderna,753994
2021-06-29,Austria,Oxford/AstraZeneca,1300224
2021-06-29,Austria,Pfizer/BioNTech,5470289
2021-06-29,Belgium,Johnson&Johnson,244578
2021-06-29,Belgium,Moderna,968749
2021-06-29,Belgium,Oxford/AstraZeneca,1957432
2021-06-29,Belgium,Pfizer/BioNTech,7492892
2021-06-29,Chile,CanSino,392246
2021-06-29,Chile,Oxford/AstraZeneca,364424
2021-06-29,Chile,Pfizer/BioNTech,4552694
2021-06-29,Chile,Sinovac,17440835
2021-06-29,Czechia,Johnson&Johnson,89625
2021-06-29,Czechia,Moderna,698887
2021-06-29,Czechia,Oxford/AstraZeneca,731956
2021-06-29,Czechia,Pfizer/BioNTech,6611432
2021-06-29,Finland,Moderna,382275
2021-06-29,Finland,Oxford/AstraZeneca,439140
2021-06-29,Finland,Pfizer/BioNTech,3370056
2021-06-29,France,Johnson&Johnson,553973
2021-06-29,France,Moderna,5035430
2021-06-29,France,Oxford/AstraZeneca,6768368
2021-06-29,France,Pfizer/BioNTech,41448192
2021-06-29,Germany,Johnson&Johnson,1916127
2021-06-29,Germany,Moderna,6383056
2021-06-29,Germany,Oxford/AstraZeneca,11389276
2021-06-29,Germany,Pfizer/BioNTech,54260482
2021-06-29,Iceland,Johnson&Johnson,50002
2021-06-29,Iceland,Moderna,38106
2021-06-29,Iceland,Oxford/AstraZeneca,85266
2021-06-29,Iceland,Pfizer/BioNTech,228284
2021-06-29,Ireland,Johnson&Johnson,72035
2021-06-29,Ireland,Moderna,368771
2021-06-29,Ireland,Oxford/AstraZeneca,921647
2021-06-29,Ireland,Pfizer/BioNTech,2744794
2021-06-29,Italy,Johnson&Johnson,1227319
2021-06-29,Italy,Moderna,4921684
2021-06-29,Italy,Oxford/AstraZeneca,8812879
2021-06-29,Italy,Pfizer/BioNTech,36103733
2021-06-29,Japan,Moderna,1087142
2021-06-29,Japan,Pfizer/BioNTech,44203840
2021-06-29,Latvia,Johnson&Johnson,55646
2021-06-29,Latvia,Moderna,199350
2021-06-29,Latvia,Oxford/AstraZeneca,276959
2021-06-29,Latvia,Pfizer/BioNTech,603225
2021-06-29,Lithuania,Johnson&Johnson,93756
2021-06-29,Lithuania,Moderna,202216
2021-06-29,Lithuania,Oxford/AstraZeneca,436961
2021-06-29,Lithuania,Pfizer/BioNTech,1530332
2021-06-29,Netherlands,Johnson&Johnson,543660
2021-06-29,Netherlands,Moderna,1195450
2021-06-29,Netherlands,Oxford/AstraZeneca,2752813
2021-06-29,Netherlands,Pfizer/BioNTech,11017031
2021-06-29,Poland,Johnson&Johnson,934781
2021-06-29,Poland,Moderna,2905804
2021-06-29,Poland,Oxford/AstraZeneca,4714195
2021-06-29,Poland,Pfizer/BioNTech,20381824
2021-06-29,Switzerland,Moderna,4723597
2021-06-29,Switzerland,Pfizer/BioNTech,2714822
2021-06-29,United States,Johnson&Johnson,12322817
2021-06-29,United States,Moderna,133089082
2021-06-29,United States,Pfizer/BioNTech,179486976
