Date,Country,Vaccine,NumberOfVaccinated
2021-09-10,Austria,Johnson&Johnson,278892
2021-09-10,Austria,Moderna,1016741
2021-09-10,Austria,Oxford/AstraZeneca,1595741
2021-09-10,Austria,Pfizer/BioNTech,7375029
2021-09-10,Belgium,Johnson&Johnson,357693
2021-09-10,Belgium,Moderna,1317100
2021-09-10,Belgium,Oxford/AstraZeneca,2829198
2021-09-10,Belgium,Pfizer/BioNTech,10785053
2021-09-10,Chile,CanSino,556392
2021-09-10,Chile,Oxford/AstraZeneca,496185
2021-09-10,Chile,Pfizer/BioNTech,7250934
2021-09-10,Chile,Sinovac,19517865
2021-09-10,Czechia,Johnson&Johnson,214663
2021-09-10,Czechia,Moderna,906694
2021-09-10,Czechia,Oxford/AstraZeneca,879704
2021-09-10,Czechia,Pfizer/BioNTech,9630059
2021-09-10,Denmark,Johnson&Johnson,48236
2021-09-10,Denmark,Moderna,1147714
2021-09-10,Denmark,Oxford/AstraZeneca,154810
2021-09-10,Denmark,Pfizer/BioNTech,6871410
2021-09-10,Estonia,Johnson&Johnson,45621
2021-09-10,Estonia,Moderna,129196
2021-09-10,Estonia,Oxford/AstraZeneca,236433
2021-09-10,Estonia,Pfizer/BioNTech,875131
2021-09-10,Finland,Johnson&Johnson,0
2021-09-10,Finland,Moderna,742373
2021-09-10,Finland,Oxford/AstraZeneca,552928
2021-09-10,Finland,Pfizer/BioNTech,5648964
2021-09-10,France,Johnson&Johnson,1029752
2021-09-10,France,Moderna,9652647
2021-09-10,France,Oxford/AstraZeneca,7784164
2021-09-10,France,Pfizer/BioNTech,72744697
2021-09-10,Germany,Johnson&Johnson,2981957
2021-09-10,Germany,Moderna,9512666
2021-09-10,Germany,Oxford/AstraZeneca,12671532
2021-09-10,Germany,Pfizer/BioNTech,78947613
2021-09-10,Hungary,Johnson&Johnson,144847
2021-09-10,Hungary,Moderna,683167
2021-09-10,Hungary,Oxford/AstraZeneca,1244162
2021-09-10,Hungary,Pfizer/BioNTech,4672715
2021-09-10,Hungary,Sinopharm/Beijing,2094980
2021-09-10,Hungary,Sputnik V,1802356
2021-09-10,Iceland,Johnson&Johnson,53762
2021-09-10,Iceland,Moderna,62366
2021-09-10,Iceland,Oxford/AstraZeneca,115434
2021-09-10,Iceland,Pfizer/BioNTech,304255
2021-09-10,Ireland,Johnson&Johnson,234186
2021-09-10,Ireland,Moderna,567213
2021-09-10,Ireland,Oxford/AstraZeneca,1188946
2021-09-10,Ireland,Pfizer/BioNTech,4623075
2021-09-10,Italy,Johnson&Johnson,1456235
2021-09-10,Italy,Moderna,9881849
2021-09-10,Italy,Oxford/AstraZeneca,12131117
2021-09-10,Italy,Pfizer/BioNTech,57123419
2021-09-10,Latvia,Johnson&Johnson,110579
2021-09-10,Latvia,Moderna,237637
2021-09-10,Latvia,Oxford/AstraZeneca,287962
2021-09-10,Latvia,Pfizer/BioNTech,915968
2021-09-10,Lithuania,Johnson&Johnson,364584
2021-09-10,Lithuania,Moderna,254213
2021-09-10,Lithuania,Oxford/AstraZeneca,532515
2021-09-10,Lithuania,Pfizer/BioNTech,2111252
2021-09-10,Luxembourg,Johnson&Johnson,36368
2021-09-10,Luxembourg,Moderna,69822
2021-09-10,Luxembourg,Oxford/AstraZeneca,105277
2021-09-10,Luxembourg,Pfizer/BioNTech,499099
2021-09-10,Netherlands,Johnson&Johnson,794768
2021-09-10,Netherlands,Moderna,1960200
2021-09-10,Netherlands,Oxford/AstraZeneca,2824307
2021-09-10,Netherlands,Pfizer/BioNTech,16573353
2021-09-10,Poland,Johnson&Johnson,1862024
2021-09-10,Poland,Moderna,3026982
2021-09-10,Poland,Oxford/AstraZeneca,5276259
2021-09-10,Poland,Pfizer/BioNTech,25057503
2021-09-10,Portugal,Johnson&Johnson,1114138
2021-09-10,Portugal,Moderna,1804375
2021-09-10,Portugal,Oxford/AstraZeneca,2191315
2021-09-10,Portugal,Pfizer/BioNTech,9575738
2021-09-10,Slovakia,Johnson&Johnson,72800
2021-09-10,Slovakia,Moderna,472760
2021-09-10,Slovakia,Pfizer/BioNTech,3026416
2021-09-10,Slovenia,Johnson&Johnson,95068
2021-09-10,Slovenia,Moderna,183189
2021-09-10,Slovenia,Oxford/AstraZeneca,320910
2021-09-10,Slovenia,Pfizer/BioNTech,1218022
2021-09-10,South Korea,Johnson&Johnson,1338522
2021-09-10,South Korea,Moderna,3516714
2021-09-10,South Korea,Oxford/AstraZeneca,21400989
2021-09-10,South Korea,Pfizer/BioNTech,25072610
2021-09-10,Spain,Johnson&Johnson,1946713
2021-09-10,Spain,Moderna,8017432
2021-09-10,Spain,Oxford/AstraZeneca,9753500
2021-09-10,Spain,Pfizer/BioNTech,44653327
2021-09-10,Sweden,Moderna,1590906
2021-09-10,Sweden,Oxford/AstraZeneca,1331305
2021-09-10,Sweden,Pfizer/BioNTech,10040236
2021-09-10,Switzerland,Moderna,6553691
2021-09-10,Switzerland,Pfizer/BioNTech,3327885
2021-09-10,United States,Johnson&Johnson,14613451
2021-09-10,United States,Moderna,147791051
2021-09-10,United States,Pfizer/BioNTech,215801105
